Question,Option_1,Option_2,Option_3,Option_4,RC,year
"36. Las células T re guladoras (CD4+, CD25+, FoxP3+) se encuentran con frecuencia en el infiltrado de tumores sólidos. Estas células:",1. Se consideran marcadores de buen pronóstico en el desarrollo del tumor.,2. Contribuyen a la defensa inmune antitumoral.,3. Producen interferón gamma que contribuye a la activación de linfocitos citotóxicos.,4. Producen interleucina-10 que contribuye a un microambiente tumoral inmunosupresor.,4,2022
"37. El síndrome de hiper-IgM, una inmunodeficiencia primaria asociada a diferentes mutaciones en las moléculas CD40 o su ligando CD40L, se caracteriza porque:",1. Los pacientes presentan niveles elevados de IgM mientras que mantienen niveles normales de IgG e IgA en suero.,2. Presentan un defecto de la diferenciación de los linfocitos B en la médula ósea con aumento de linfocitos B inmaduros que expresan la cadena mu intracitoplasmática.,3. Existe un defecto en el proceso de colaboración entre linfocitos T y B necesario para el cambio de isotipo de las inmunoglobulinas.,4. Existe un defecto en el proceso de reordenamiento de los genes V de las inmunoglobulinas.,3,2022
"38. Entre los avances en inmunoterapia antitumoral se incluye el uso de linfocitos T modificados para que expresen un receptor CAR ( chimeric antigen receptor, receptor quimérico para el antí geno), denominados CAR-T. En relación con las células CAR-T para el tratamiento de linfomas y leucemias que expresan CD19, señale la respuesta INCORRECTA:","1. El elemento de reconocimiento del receptor CAR está basado en fragmentos variables de anticuerpos anti-CD19 ( single-chain variable fragments, scFvs).",2. El receptor CAR posee un dominio intracelular responsable de la transmisión de señales.,3. Entre los efectos secundarios graves de este tratamiento se encuentra el síndrome de liberación de citocinas.,4. El reconocimiento del antígeno por el receptor CAR depende de las moléculas de histocompatibilidad (HLA) clase I en la célula tumoral.,4,2022
41. En una enfermedad genética con un patrón de herencia autosómico recesi vo el riesgo de la enfermedad en una futura descendencia cuando ambos padres son portadores es:,1. 25 % en cada embarazo independiente del sexo de la descendencia.,2. 50 % en cada embarazo de un hijo varón.,3. 50 % en cada embarazo de una hija mujer.,4. 50 % en cada embarazo independiente del sexo de la descendencia.,1,2022
42. En un determinado gen la secuencia de ADN se transcribe para formar el ARN maduro y e s t e ARN maduro se traduce para formar la proteína. ¿A qué región (secuencia) de la estructura de un gen se denomina intrón?:,1. A la que inicia la transcripción para formar el ARN,2. A la que no está presente en el ARN maduro.,3. A la que se transcribe para estar presente en el ARN maduro y dar lugar a la proteína.,4. A la que regula la expresión del gen.,2,2022
45. El valor predictivo negativo de una prueba diagnóstica es del 92 %. ¿Cómo debe interpretarse dicho resultado?:,"1. De cada 100 resultados negativos, 92 corresponderán a personas sanas.","2. De cada 100 personas sanas, en 92 de ellos el resultado de la prueba será negativo.","3. De cada 100 enfermos, en 8 de ellos el resultado de la prueba será negativo.","4. De cada 100 resultados positivos, 8 de ellos corresponderán a enfermos.",1,2022
47. ¿En cuál de las siguientes enfermedades debemos aplicar precauciones de aislamiento por contacto y aire (aerosoles)?:,1. Sarampión.,2. Tuberculosis.,3. Norovirus.,4. Varicela.,4,2022
51. Las vacunas conjugadas:,1. Son vacunas de virus y bacterias combinadas para hacerlas menos inmunógenas y que provoquen menos efectos secundarios.,2. Son vacunas de virus enteros conjugadas con un polisacárido para poder combinarlas y hacer la trivalente o tetravalente vírica.,3. Son vacunas bacterianas conjugadas con un polisacárido para poder combinarlas y hacer vacunas penta o hexavalentes.,4. Son vacunas polisacáridas conjugadas con una proteína para hacerla dependiente de linfocitos T y lograr memoria inmunológica a largo plazo.,4,2022
"96. Respecto a la exploración neuroló gica de una lesión en la vía córtico-espinal, señale la afirmación INCORRECTA:",1. Se encuentra debilidad global en todos los grupos musculares de los miembros afectados.,2. El reflejo de Babinski está presente.,3. Presenta hipertonía tipo rigidez.,4. Existe hiperreflexia en los reflejos osteotendinosos rotulianos.,3,2022
"158. En relación con la hiperprolactinemia, señale la afirmación INCORRECTA:",1. La hiperprolactinemia puede estar ocasionada por fármacos.,2. El hipertiroidismo provoca elevación de prolactina.,3. El tratamiento médico de elección son los agonistas dopaminérgicos.,4. Causa amenorrea hipogonadotropa.,2,2022
168. En las faringitis causadas por Streptococcus pyogenes del grupo A es cierto que:,"1. El cuadro clínico es diagnóstico: fiebre elevada, malestar general, dolor de garganta y en ocasiones, adenopatías.","2. Los test de diagnóstico rápido presentan una elevada sensibilidad, por lo que si el resultado es positivo podemos establecer un diagnóstico definitivo.",3. La pauta de tratamiento de elección es amoxicilina-clavulánico 875 mg cada 8 horas durante10 días.,4. El tratamiento antibiótico ha demostrado reducir la posibilidad de fiebre reumática pero no de glomerulonefritis postestreptocócica.,4,2022
170. Mu jer de 67 años que sufrió dos meses antes de la consulta una infección por Clostridioides difficile. Acude por un nuevo cuadro compatible con una infección recurrente por el mismo germen. ¿Cuál es el tratamiento más eficaz para evitar recurrencias adicionales de la infección?:,1. Metronidazol.,2. Fidaxomicina.,3. Vancomicina.,4. Rifaximina.,2,2022
