Question,Option_1,Option_2,Option_3,Option_4,RC,year
"82. La activación del sistema del complemento origina moléculas con distinta actividad biológica, entre las que C3b y C4b:",1. Actúan como anafilotoxina para los fagocitos.,2. Activan la secreción de histamina.,"3. Activan la opsonización  del microbio, promoviendo su fagocitosis.",4. Impiden la formación del complejo de ataque de la membrana.,3,2017
83. Son diriginas o adresinas:,1. Las moléculas de adhesión celular dependientes de glicosilación (GlyCAM).,2. Las moléculas de adhesión celular de la familia de las inmunoglobulinas (IgCAM).,3. Las moléculas de adhesión celular vascular (VCAM).,4. La integrina α4β1 (VLA-4).,1,2017
84. NO es una molécula de activación de expresión transitoria en los linfocitos T:,1. CD45RO.,2. CD25.,3. CD71.,4. CD95L.,0,2017
"85. Los centros germinales,  son zonas donde proliferan los linfocitos:",1. B.,2. Th.,3. NK,4. Tc.,1,2017
86. ¿Cuál de los siguientes mediadores inflamatorios ejerce un efecto sinérgico con la prostglandina E2 (PGE2) en el aumento de la permeabilidad vascular?:,1. C3a.,2. Leucotrieno B4 (LTB4).,3. IL-8.,4. Factor quimiotáctico de neutrófilos (NCF).,2,2017
87. En la señalización celular a través de receptores de tipo Toll 3 (TLR3) NO interviene:,1. Adaptador con dominio TIR (TRIF).,2. Factor asociado al receptor del factor de necrosis tumoral 6 (TRAF-6),3. Factor de diferenciación mieloide 88 (MyD88).,4. Factor nuclear Kappa-B (NF-κB).,3,2017
88. ¿Cuál de los siguient es mediadores de señalización NO está implicado en la activación del infocito T?:,1. Cinasa regulada por señales extracelulares (ERK).,2. Cinasa c-Jun N-terminal (JNK).,3. Proteínas Ras.,4. Cinasa Lyn.,4,2017
"89. Los linfocitos T cooper adores 17 (Th17) producen citocinas proinflamatorias, entre las que se encuentra:",1. IL-22.,2. IL-12.,3. IL-5.,4. IL-13.,1,2017
90. El inicio de la vía alternativa de activación del complemento sanguíneo necesita de la:,1. Unión de C3 al factor B.,2. Hidrólisis espontánea de C3.,3. Acción del factor D sobre el factor B.,4. Formación de la C3 convertasa.,2,2017
91. Los macrófagos que se localizan en los sinusoides hepáticos se conocen como células:,1. De Kupffer.,2. De Ito.,3. Dendríticas.,4. Sinusoidales.,1,2017
92. Los radicales de superóxido son producidos por:,1. Plaquetas.,2. Macrófagos.,3. Linfocitos T.,4. Linfocitos NK.,2,2017
93. Forma parte de la inmunidad adaptativa:,1. Complemento.,2. Lisozima.,3. Leucocitos polimorfonucleares.,4. Linfocitos T.,4,2017
94. NO es función del complemento:,1. Lisis.,2. Quimiotaxis.,3. Glucólisis.,4. Opsonización.,3,2017
95. ¿Cuál de estos leucocitos se especializa en la defensa frente a grandes parásitos como los helmintos?:,1. Granulocitos eosinófilos.,2. Macrófagos.,3. Linfocitos T.,4. Células dendríticas.,1,2017
96. NO son receptores inhibi dores de los linfocitos citolíticos naturales (NK) los:,1. Receptores del linfocito citolítico de tipo Ig (KIR).,2. Transcritos de tipo Ig (ILT).,3. Receptores CD16.,4. Receptores CD94/NKG2.,3,2017
"97. En relación al complejo principal de hiscocompatibilidad, haplotipo es el conjunto de:",1. Genes de clase I.,2. Genes de clase II.,3. Alelos existentes en un determinado cromosoma.,4. Alelos existentes en un determinado locus.,3,2017
"98. En la sinapsis inmunitaria, mientras que la cinasa ZAP-70 se asocia al TCR, la talina lo hace a:",1. Los correceptores CD4 o CD8.,2. La integrina LFA-1.,3. La enzima ZAP-70.,4. Las enzimas MAP cinasas.,2,2017
99. NO  es un factor de transcripción en la mayoría de las respuestas de los linfocitos T:,1. El factor nuclear de los linfocitos T activados (NFAT).,2. El factor nuclear kappa-B (NF-κB).,3. AP-1.,4. MYC.,4,2017
100. En las respuestas humorales dependientes de los linfocitos T:,1. Los linfocitos B expresan en la superficie CD40L.,2. Los linfocitos B activad os migran hacia el folículo siguiendo un gradiente de IL-2.,3. El antígeno es captado por los linfocitos B y presentado a los linfocitos Tγδ.,"4. Los linfocitos B procesan y presentan el antígeno, alteran su perfil de receptores de quimiocinas y migran hacia la zona de los linfocitos T.",4,2017
101. NO se encuentra entre los mecanismos que activan la eliminación por apoptosis de los linfocitos:,1. Receptores de la familia del factor de necrosis tumoral (TNF).,2. Daño en el ADN.,3. Estrés oxidativo.,4. La interleucina-2 (IL-2).,4,2017
102. El interferón (IFN) de tipo I:,1. Aumenta la expresión de las moléculas del complejo principal de histocompatibilidad (CPH) de la clase I.,2. Disminuye la expresión de las moléculas del complejo principal de histocompatibilidad (CPH) de la clase I.,3. Aumenta la expresión de las moléculas del complejo principal de histocompatibilidad (CPH) de la clase II.,4. Disminuye la expresión de las moléculas del complejo principal de histocompatibilidad (CPH) de la clase II.,1,2017
"103. Mientras que la IL-4 y la IL-5 son las citocinas producidas por los linfoci tos T cooperadores de tipo 2 (T H2), los linfocitos T cooperadores de tipo 1 (TH1) producen como citocina característica el:",1. Interferón-α (IFN-α).,2. Interferón-γ (IFN-γ).,3. Interferón-β (IFN-β).,4. Factor de crecimiento transformante- β (TGFβ).,2,2017
104. NO participa en la diferenciación de linfocitos T cooperadores-1 (TH1) el:,1. Transductor de señal y activador de la transcripción-1 (STAT1).,2. Transductor de señal y activador de la transcripción-6 (STAT6).,3. Factor de transcripción T-bet.,4. Transductor de señal y activador de transcripción-4 (STAT4).,2,2017
105. ¿Cuál de las inmunoglobulinas (Ig) confiere inmunidad neonatal?:,1. IgA.,2. IgE.,3. IgD.,4. IgG.,0,2017
"106. En las linfohistiocitosis hemofagocíticas familiares, las debidas a deficien cias de perforina causan:",1. Activación incontrolada de los macrófagos y defectos de la función de los linfocitos NK.,2. Defectos de la expresión de moléculas del complejo principal de histocompatibilidad (CPH) de clase II.,3. Reducción de los linfocitos T CD8+.,4. Defectos de la movilidad de los leucocitos.,1,2017
"107. En relación con el virus de la inmunodeficiencia humana (VIH), las personas con mutación del receptor de esta quimiocina son resistentes a la infección:",1. CXCR4.,2. CCR5.,3. CXCR13.,4. CCR2.,2,2017
"108. La púrpura trombocitopénica autoinmunitaria, que se caracteriza por un descenso en el número de plaquetas, está causada por autoanticuerpos anti:",1. CD18.,2. CD94a.,3. CD41a.,4. ITGB6.,3,2017
"109. La enfermedad hemo lítica del recién nacido, también llamada eritoblastosis fetal, puede ocurrir en mujeres:",1. Rh positivas que han tenido un hijo Rh positivo.,2. Rh negativas que han tenido un hijo Rh positivo.,3. Rh positivas que han tenido un hijo Rh negativo.,4. Rh negativas que han tenido un hijo Rh negativo.,2,2017
"110. En relación con la displasia ectodérmica anhidrótica con inmunodeficiencia (DEA-ID), ¿qué gen de la vía del factor nuclear – κB (NF- κB) está mutado?:",1. Inhibidor de la cinasa α de κB (IKKα).,2. Inhibidor de la cinasa β de κB (IKKβ).,3. Inhibidor de la cinasa γ de κB (IKKγ).,4. Cinasa 4 asociada al receptor de la interleucina-1 (IRAK-4).,3,2017
"111. ¿Qué efecto causa en la hemoglobina un aumento de la concentración de 2,3-bisfosfoglicerato (2,3-BPG)?:","1. Los cuatro grupos hemo se saturan con 2,3BPG.",2. Se estabiliza la conformación oxigenada.,3. Aumenta la afinidad por el O2.,4. Disminuye la afinidad por el O2.,4,2017
"112. Respecto a la enzima glucoquinasa, se puede afirmar que:",1. Se expresa en el hígado y en las células beta de los islotes pancreáticos.,2. Cataliza la escisión fosforolítica del glucógeno hepático liberando glucosa-1-fosfato.,3. La reacción de fosforilación de la glucosa por la enzima sigue una cinética michaeliana.,4. La insulina reprime la transcripción del gen de la glocoquinasa hepática.,1,2017
113. La biotina es el grupo prostético de las:,1. Descarboxilasas.,2. Carboxilasas.,3. Quinasas.,4. Transferasas.,2,2017
114. La adrenalina estimula la:,1. Degradación de glucógeno en el músculo esquelético.,2. Síntesis de glucógeno en el hígado.,3. Lipogénesis en el tejido adiposo.,4. Síntesis de triacilgliceroles en el hígado.,1,2017
115. La ruta de las pentosas genera:,1. NADH para la biosíntesis de colesterol.,2. NADPH para la biosíntesis de ácidos grasos y esteroides.,3. Glucosa a partir de pentosas fosforiladas.,4. Especies reactivas del oxígeno y pentosas oxidadas.,2,2017
116. ¿Qué compuesto NO puede ser utilizado como precursor para la síntesis neta de glucosa en humanos?:,1. Lactato.,2. Alanina.,3. Ácido palmítico (16:0).,4. Glicerol.,3,2017
117. Cada ciclo de la β-oxidación de los ácidos grasos sigue la siguiente secuencia de reacciones:,1. Oxidación dependiente de NAD +; oxidación dependiente de FAD; hidratación; tiolisis.,2. Oxidación dependiente de FAD; oxidación dependiente de NAD+; hidratación; tiolisis.,3. Oxidación dependiente de FAD; hidratación; oxidación dependiente de NAD+; tiolisis.,4. Tiolisis; oxidación dependiente de FAD; hidratación; oxidación dependiente de NAD+.,3,2017
118. La degradación del ácido graso 17:0 rinde:,1. 8 moléculas de acetil-CoA y un fragmento monocarbonado.,2. 7 moléculas de acetil-CoA y 1 molécula de propionil-CoA.,3. 7 moléculas de acetil-CoA y 1 molécula de malonil-CoA.,4. 6 moléculas de acetil-CoA y 1 molécula de succinil-CoA.,2,2017
119. Los cuerpos cetónicos:,"1. Son acetoacetil-CoA, hi droxibutiril-CoA y acetona.",2. Se sintetizan en las mitocondrias hepáticas.,3. Se transportan hacia tejidos periféricos unidos a lipoproteínas.,4. Disminuyen en sangre en la diabetes tipo 1 no tratada.,2,2017
120. ¿Cuál es el componente lipídico mayoritario de las VLDL?:,1. Ácidos grasos.,2. Colesterol.,3. Triacilgliceroles.,4. Fosfatidilcolina.,3,2017
"121. Durante el recambio proteico, ¿cuál de las siguientes moléculas se une a las proteínas marcándolas para su degradación por el proteasoma?:",1. Catepsina.,2. Ubiquinona.,3. Ubiquitina.,4. Carnitina.,3,2017
122. El grupo prostético de las aminotransferasas (transaminasas) es:,1. Piridoxal-5’-fosfato.,2. Pirofosfato de tiamina.,3. N5-N10-metilen-tetrahidrofolato.,4. Cobalamina.,1,2017
123. ¿Cuál de las siguientes enzimas está implicada en la biosíntesis de urea?:,1. Glutamato deshidrogenasa.,2. Carbamoil-fosfato sintetasa I.,3. Succinato sintetasa.,4. Ornitina descarboxilasa.,2,2017
124. El aminoácido precurs or de la serotonina es:,1. Tirosina.,2. Triptófano.,3. Homocisteína.,4. Histidina.,2,2017
125. En la síntesis de nucleótidos de pirimidina participa la enzima:,1. Xantina oxidasa.,2. Uricasa.,3. Carbamoil-fosfato sintetasa II.,4. Ornitina transcarbamilasa.,3,2017
126. ¿Cuál de los siguientes compuestos no puede ser sintetizados por los humanos?:,1. Ácido oleico (∆9 18:1).,2. Fosfatidiletanolamina.,3. Carnitina.,4. Tetrahidrofolato.,4,2017
127. Los electrones procedentes del FADH 2 de las flavoproteínas se incorporan a la cadena respiratoria a través de:,1. El complejo I.,2. El complejo III.,3. La ubiquinona.,4. El citocromo c.,3,2017
128. El ácido pantoténico es necesario para la síntesis de:,1. Coenzima A.,2. Biotina.,3. FAD.,4. Vitamina B12.,1,2017
129. Una dependencia sigmoidea de la velocidad de la reacción catalizada co n la concentración de sustrato es señal de que la enzima responsable está sometida a:,1. Inhibición por exceso de sustrato.,2. Inhibición acompetitiva.,3. Regulación alostérica.,4. Cooperatividad negativa.,3,2017
130. Las enzimas actúan como catalizadores porque:,1. Reducen la energía libre de la reacción.,2. Reducen la energía de activación de la reacción.,3. Aceleran la formación del estado estacionario.,4. Incrementan la constante de equilibrio de la reacción.,2,2017
131. La sacarosa es un disacárido compuesto por:,1. Una glucosa y una fructopiranosa unidas por enlace glicosídico.,2. Dos moléculas de glucosa unidas por enlace glicosídico.,3. Una glucosa y una galactosa unidas por enlace glicosídico.,4. Una glucosa y una maltosa unidas por enlace glicosídico.,1,2017
132. La esfingomielina es un esfingolípido formado por una:,"1. Esfingosina, un  ácido graso y un azúcar.",2. Ceramida y un ácido graso.,3. Esfingosina esterificada por un ácido graso.,4. Ceramida y un grupo de fosforilcolina.,4,2017
133. Un inhibidor enzimático que reduce la Vm y la Km de una enzima en la misma proporción es un inhibidor de tipo:,1. No competitivo.,2. Mixto.,3. Acompetitivo.,4. Competitivo.,3,2017
134. La alfa-hélice es un elemento de estructura secundaria de las proteínas que se estabiliza mediante puentes de hidrógeno:,1. Paralelos al eje longitudinal de la hélice.,2. Intercatenarios.,3. Entre los carbonilos de los enlaces peptídicos.,4. Entre cadenas peptídicas paralelas o antiparalelas.,1,2017
135. Los snRNPs o “snurps” son:,1. ARN nucleares pequeños.,2. Ribonucleoproteínas nucleolares pequeñas.,3. Ribonucleoproteínas citoplasmáticas pequeñas.,4. Ribonucleoproteínas nucleares pequeñas.,4,2017
136. En la estructura de doble hélice definida por Watson y Crick para el DNA:,1. El porcentaje de los pares de bases A=T es igual al porcentaje de los pares de bases G=C.,2. El par de bases G=C está unido por tres enlaces covalentes y el par A=T por dos.,3. Los pares de bases nitrogenadas se sitúan en el interior de la doble hélice unidos por fuerzas de stacking o apilamiento.,4. Las cadenas polinucleotídicas implican enlaces fosfodiéster establecidos entre la posición1’ de la base nitrogenada y la posición 5’ del resto de azúcar.,3,2017
