Question,Option_1,Option_2,Option_3,Option_4,RC,year
39. ¿Qué relación existe entre el potencial Z y la floculación controlada de suspensiones?:,"1. La floculación controlada consiste en la incorporación de sustancias quelantes como el EDTA que actúan como floculantes, lo que no guarda relación con el potencial Z.",2. La floculación controlada consiste en la adición de electrolitos para modificar el potencial Z y con ello el grado de floculación.,"3. La floculación controlada consiste en la modificación del tamaño de  partícula para modificar el grado de floculación, no el potencial Z.",4. La floculación controlada se realiza incorporando agentes viscosizantes que modifican las propiedades reológicas de las suspensiones y el potencial Z.,2,2021
40. ¿Es obligatorio realizar el ensayo de resistencia a la fractura en comprimidos según la Farmacopea Española?:,1. Sí. Está descrito como un ensayo obligatorio sobre lote final para comprobar su resistencia mecánica.,2. No. Está descrito como uno de los posibles ensayos para comprobar la resistencia mecánica de los comprimidos.,"3. Sí, pero sólo en aquellos comprimidos destinados a su posterior recubrimiento y debe expresarse como valor mínimo.","4. No. Es un ensayo recomendable para comprobar la resistencia mecánica de los comprimidos, pero no es un ensayo oficial descrito en la Farmacopea.",2,2021
41. Indique cuál es el nombre del método industrial de fabricación de cápsulas gelatinosas blandas:,1. Método de Higuchi.,2. Método de Hausner.,3. Método de Scherer.,4. Método de Atkinson.,3,2021
42. ¿Para qué se utiliza el ensayo de endotoxinas bacterianas?:,1. Para determinar la toxicidad de preparados farmacéuticos debido a bacterias anaerobias.,2. Para detectar la posible contaminación de formulaciones farmacéuticas con pirógenos.,3. Para detectar una posible contaminación de un preparado farmacéutico con bacterias Gram+.,4. Para estimar el grado de toxicidad que pueda tener la contaminación de un preparado farmacéutico con una cierta especie bacteriana.,2,2021
43. El diámetro equivalente de Stokes de una partícula se define como:,1. El diámetro de una esfera de igual densidad que la partícula que sedimenta a la misma velocidad que la partícula.,2. El diámetro de una esfera que tiene la misma superficie que la partícula.,3. El diámetro de una esfera que tiene el mismo volumen que la partícula.,4. El diámetro de una esfera que produce la misma variación en la resistencia eléctrica de la corriente que circul a entre dos electrodos cuando se realiza la medida en el contador Coulter.,1,2021
"44. En el proceso de desecación, si la presión de vapor de agua en el só lido es mayor que en el aire:",1. Se producirá transferencia neta de vapor de agua del sólido al aire hasta que se igualen las presiones.,2. Se producirá transferencia de vapor de agua del aire al sólido que adquirirá un mayor contenido de humedad.,3. No se producirá transferencia de vapor de agua del aire al sólido y ambas se mantendrán en equilibrio dinámico.,4. Se producirá transferencia de vapor de agua del sólido al aire cuando la humedad relativa del gas sea del 100%.,1,2021
"45. La visión en profundidad permite determinar las posiciones relativas de los objetos. El fenómeno que consiste en la percepción de esta profundidad, obtenida a partir de las disparidades retinianas que aparecen como consecuencia de la separación horizontal de los globos oculares, se denomina:",1. Estereopsis.,2. Amaurosis.,3. Estrabismo.,4. Ambliopía.,1,2021
46. ¿Cómo se denomina el efecto de la unión del oxígeno con la hemoglobina que produce el desplazamiento del dióxido de carbono hacia la sangre?:,1. Efecto Haldane.,2. Efecto Bohr.,3. Efecto Doppler.,4. Efecto Venturi.,1,2021
47. ¿Cuáles son los órganos sensitivos del laberinto membranoso que se encuentran en el aparato vestibular y detectan la orientación de la cabeza con respecto a la gravedad?:,1. Máculas del utrículo y del sáculo.,2. Conductos cocleares.,3. Conductos endolinfáticos.,4. Órganos tendinosos de Golgi.,1,2021
48. ¿En qué lugar se produce la secreción de la colecistoquinina (CCK)?:,1. Células G del estómago.,2. Células S del duodeno.,3. Células I del duodeno y del yeyuno.,4. Células K del intestino grueso.,3,2021
49. ¿Cuál de las siguientes fases del electrocardiograma corresponde a la repolarización de los ventrículos?:,1. Complejo QRS.,2. Onda T.,3. Intervalo PR.,4. Intervalo QT.,2,2021
50. ¿Cuál de los siguientes fenómenos NO está asociado a un desplazamiento hacia la derecha de la curva de disociación de oxígenohemoglobina?:,"1. Aumento del 2,3-DPG.",2. Disminución de la temperatura.,3. Aumento de la pCO2.,4. Disminución del pH.,2,2021
51. Señale la respuesta INCORRECTA respecto a la gastrina:,1. Estimula la secreción de ácido gástrico por las células parietales.,2. Estimula la secreción de pepsinógeno por las células principales.,3. Es secretada por las células M del antro y las células K del duodeno y yeyuno.,4. Mantiene la estructura de la mucosa gástrica.,3,2021
52. El cociente entre el tr abajo y el gasto de energía química total (consumo de oxígeno) se denomina eficiencia de la contracción cardíaca y sus valores normales están entre:,1. 5-10%.,2. 20-25%.,3. 45-50%.,4. >60%.,2,2021
"53. De las siguientes células de sostén, señale cuál NO pertenece al sistema nervioso central:",1. Células de Schwann.,2. Astrocitos.,3. Microglía.,4. Oligodendrocitos.,1,2021
"54. Existe un neurotransmisor que al estimularse el receptor postsináptico se sintetiza casi al instante mediante activación enzimática y, a continuación, difunde fuera de los terminales presinápticos durante unos segundos en lugar de ser liberado en paquetes vesiculares. Señale cuál es:",1. Ácido γ-aminobutírico (GABA).,2. Acetilcolina.,3. Óxido nítrico.,4. Dopamina.,3,2021
"55. El túbulo colector cortical cumple tres funciones fundamentales para la regulación del medio interno: absorción de Na +, secreción de K + y secreción de H +/formación de HCO 3-. Ésta última función se lleva a cabo en un tipo de células que se denominan:",1. Células principales.,2. Células yuxtaglomerulares.,3. Células corticales.,4. Células intercaladas.,4,2021
"56. Fisiológicamente, la hormona paratiroidea (PTH):",1. Inhibe la reabsorción de calcio en los riñones.,2. Estimula la reabsorción de fosfato en los riñones.,3. Estimula la resorción de calcio y fosfato en el hueso.,4. Inhibe la resorción de calcio y fósforo en el hueso.,3,2021
"57. En la pared de los primeros centímetros del duodeno, especialmente entre el píloro gástrico y la ampolla de Vater, existe un amplio conjunto de glándulas mucosas que secretan moco. Estas glándulas reciben el nombre de:",1. Lieberkühn.,2. Paneth.,3. Brunner.,4. Oxíntica.,3,2021
58. En el control hipotalá mico de la alimentación existen dos tipos de neuronas: 1) las neuronas proopiomelanocortina (POMC) que producen la hormona estimulante α de los melanocitos αMSH) y el transcrito regulado por la cocaína y la anfetamina (CART) y 2) las neuronas que producen la proteína relacionada con el gen Agouti (AGRP) y el neuropéptido Y (NPY). Señale qué hormona activa las neuronas AGRPNPY estimulando la ingesta:,1. Leptina.,2. Insulina.,3. Grelina.,4. Colecistoquinina.,3,2021
"59. Los factores fisiológicos más importantes que regulan la secreción de la hormona antidiurética (ADH) desde la neurohipófisis son la regulación osmótica y hemodinámica. Adicionalmente, existen otros factores que afectan a la secreción de esta hormona. Señale el factor desencadenante de su secreción:",1. Consumo de alcohol.,2. Náuseas.,3. Descenso de la osmolaridad plasmática.,4. Aumento del volumen plasmático.,2,2021
"60. Con respecto a la serie granulocítica, indique cuál de estas células es la más madura:",1. Mielocito.,2. Metamielocito.,3. Mieloblasto.,4. Promielocito.,2,2021
61. ¿Cuál de las siguientes alteraciones morfológicas se buscará en primer lugar en el frotis de un paciente que acude a urgencias con deterioro neurológico y plaquetas por debajo de100.000/L?:,1. Esferocitos.,2. Esquistocitos.,3. Acantocitos.,4. Equinocitos.,2,2021
62. El test de Coombs di recto es una prueba diagnóstica clave en:,1. Anemia hemolítica del recién nacido utilizando sangre materna.,2. Anemia hemolítica adquirida de origen inmune.,3. Anemia hemolítica de causa no inmune.,4. Anemia no hemolítica.,2,2021
63. Indique el grupo sanguíneo del sistema ABO considerado como receptor universal:,1. Grupo AB.,2. Grupo A.,3. Grupo 0.,4. Grupo B.,1,2021
64. ¿Qué hallazgo esperaría encontrar típicamente en una leucemia mieloide aguda tipo M3 clásica?:,1. Leucopenia.,2. Neutrofilia.,3. Trombocitosis.,4. Poliglobulia.,1,2021
65. Indique cuál de los siguientes NO es un hallazgo de laboratorio en el mieloma múltiple:,1. Hipocalcemia.,2. Proteinuria de Bence-Jones.,3. Anemia.,4. Hiperproteinemia.,1,2021
66. Indique cuál de los siguientes parámetros descarta la existencia de tr ombosis si su valor está dentro de la normalidad:,1. Proteína C.,2. D-dímero.,3. Antitrombina III.,4. Proteína S.,2,2021
67. Los pacientes con en fermedad de Addison:,1. Fallecen a edad temprana por sobreestimulación hormonal sistémica.,2. No sintetizan cantidades adecuadas de hormonas suprarrenales.,3. Sintetizan niveles anormales de prolactina.,4. Se diagnostican inicialmente por presentar un trastorno óseo.,2,2021
68. La miastenia gravis o grave se asocia con:,1. Disminución de la producción de acetilcolina en las terminaciones nerviosas.,2. Disminución de la miosina.,3. Déficit de troponina C.,4. Disminución de la transmisión en la unión mioneuronal.,4,2021
"69. En las patologías neurológicas asociadas a depósitos de cuerpos de Lewy, éstos están formados por:",1. Proteína tau.,2. α-Sinucleína.,3. β-Sinucleína.,4. Amiloide β.,2,2021
70. Señale cuál de los siguientes neurotransmisores se encuentra más frecuentemente alterado en la enfermedad de Parkinson:,1. Noradrenalina.,2. Dopamina.,3. Serotonina.,4. Acetilcolina.,2,2021
"71. Ante una situación donde el bombeo cardiaco es insuficiente, el sistema cardiovascular tiene una serie de mecanismos compensadores. Indique cuáles de los siguientes NO forman parte de esos mecanismos:",1. Aumento de la actividad del sistema simpático.,2. Aumento del sistema renina-angiotensinaaldosterona.,3. Aumento del gasto cardiaco mediante el mecanismo de Frank-Starling.,4. Disminución de la angiogénesis.,4,2021
72. Señale el enunciado correcto sobre el cambio genético frecuentemente asociado a la leucemia promielocítica aguda:,1. Se trata de una mutación puntual.,2. La oncoproteína resultante de dicho cambio genético es una tirosina cinasa hiperactiva.,3. Consiste en un gen de fusión entre TMPRSS2 y ETS.,4. Afecta al gen del receptor de ácido retinoico α.,4,2021
"73. Respecto a la enzima glucosa-6-fosfato deshidrogenasa (G6PD) y la anemia hemolítica producida por su deficiencia, señale lo correcto:",1. La G6PD reduce el dinucleótido de nicotinamida adenina (NAD) a NADH.,2. La deficiencia de G6PD tiene una herencia autosómica recesiva.,"3. Las variantes de G6PD asociadas a hemólisis provocan errores de plegamiento de la proteína, haciéndola más susceptible a la degradación proteolítica.",4. La actividad de G6PD impide que el glutatión reducido se oxide.,3,2021
74. Las mutaciones del gen de von Hippel-Lindau (VHL) se relacionan con ciertos carcinomas de células renales y con otros tumores y proliferaciones. Señale lo IN CORRECTO sobre estas mutaciones:,1. Impiden la degradación del factor inducible por hipoxia-1α en condiciones normóxicas.,2. Impiden la ubiquitinación del factor inducible por hipoxia-1α en condiciones normóxicas.,3. Son mutaciones con ganancia de función.,4. Se asocian con un aumento de la síntesis de factores de crecimiento angiogénicos.,3,2021
75. ¿Cuál de los siguientes elementos químicos está relacionado con la generación de radicales libres en el organismo mediante la reacción de Fenton?:,1. Hierro.,2. Selenio.,3. Zinc.,4. Cloro.,1,2021
"76. En ciertas infecciones crónicas y neoplasias aparece caquexia, un esta do patológico caracterizado por pérdida de peso y anorexia al que contribuye la producción  continuada de una citoquina. Indique cuál:",1. Interferón γ.,2. Factor de crecimiento transformante β.,3. Interleucina-10.,4. Factor de necrosis tumoral α.,4,2021
77. ¿Cuál de las siguientes afirmaciones sobre la deficiencia de 21 β-hidroxilasa en la corteza suprarrenal es INCORRECTA?:,1. Produce hiperplasia suprarrenocortical.,2. Se reducen las concentraciones urinarias de17-cetosteroides.,3. Cursa con hipocortisolismo.,4. Se reduce la producción suprarrenal de mineralocorticoides.,2,2021
"122. En los eucariotas, la biosíntesis de los fosfolípidos no nitrogenados, como  el fosfatidilinositol, se lleva a cabo por la condensación de:",1. CDP-diacilglicerol e inositol.,2. Diacilglicerol e inositol.,3. Diacilglicerol y CDP-inositol.,4. CDP-diacilglicerol e inositol-fosfato.,1,2021
123. Es correcto en relación a la β-oxidación y lipogénesis del ácido palmítico (16:0):,"1. En la β-oxidación los intermediarios están unidos a ACP, mientras que los intermediarios de la lipogénesis lo están al CoA.","2. El malonil-CoA sintetizado por la acetil-CoA carboxilasa, actúa como un inhibidor de la βoxidación.","3. La β-cetoacil reductasa consume NADH, mientras que la 3-L-hidroxiacil-CoA deshidrogenasa consume NADPH.","4. En ambas rutas metabólicas, la última reacción está catalizada por la palmitoil tioesteresa.",2,2021
"124. El uso de piruvato como sustrato gluconeogénico se favorece cuando en  la mitocondria, por efecto del acetil-CoA, se produce:",1. La activación de la piruvato quinasa y la inhibición de la fosfoenolpiruvato carboxiquinasa.,2. La inhibición de la hexoquinasa y la activación de la malato deshidrogenasa.,3. La inhibición del complejo de la piruvato deshidrogenasa y la activación de la piruvato carboxilasa.,4. La activación de la lactato deshidrogenasa y la inhibición de la glucosa 6-fosfatasa.,3,2021
"125. Los complejos enzimáti cos de la piruvato deshidrogenasa y de la α-cetoglutarato deshidrogenasa, tienen en común que:",1. Catalizan una reacción de deshidrogenación del sustrato y la formación de una molécula de Acetil-CoA.,"2. En presencia de un elevado cociente [NADH] / [NAD+], se potencia su actividad catalítica.","3. Catalizan la descarboxilación oxidativa del sustrato, mediante una reacción exergónica que genera una molécula de ATP.","4. Para completar la reacción que catalizan, necesitan de la participación de pirofosfato de tiamina, lipoato, coenzima A, FAD y NAD+.",4,2021
126. Indique cuál de las siguientes asociaciones entre coenzima y reacción en la que participan es correcta:,1. Coenzima A — Reaccion es de alquilación.,2. Pirofosfato de tiamina — Reacciones de transferencia de grupos acilo.,3. Biocitina — Reacciones de carboxilación.,4. Piridoxal fosfato — Reacciones de transferencia de grupos aldehído.,3,2021
"127. En eucariotas, la reacción de la glicina con el succinil-CoA que conduce a la síntesis de δaminolevulinato, constituye la primera reacción de la biosíntesis de:",1. Las prostaglandinas.,2. Los gangliósidos.,3. Las porfirinas.,4. Los plasmalógenos.,3,2021
"128. En una reacción cataliz ada enzimáticamente, la presencia de un inhibidor competitivo:","1. Interacciona con el centro activo de la enzima, produciendo una disminución de la V max de la reacción.","2. Tras unirse al centro activo de la enzima, modifica la K M de la reacción (K M aparente) de la siguiente manera KM aparente = α KM.","3. No modifica la interacción entre la enzima y el sustrato, pero al unir se el inhibidor al complejo enzima-sustrato, distorsiona el centro activo impidiendo la transformación del sustrato.","4. Interacciona indistintamente con la enzima libre o con el complejo enzima-sustrato, produciendo la reducción de la V max y de la K M de la reacción.",2,2021
"129. Los agentes desacoplantes, como el 2,4dinitrofenol, impiden la síntesis de ATP porque:","1. Introducen H+ en la matriz mitocondrial, disipando el gradiente electroquímico generado por la cadena de transporte electrónico.","2. Interaccionan con el citocromo A, del complejo IV (citocromo C oxidasa) de la cadena respiratoria, bloqueando el flujo de electrones y la reducción del O2 mitocondrial.","3. Interaccionan con la subunidad F o de la ATP sintasa, impidiendo la formación del enlace fosfoanhídrido entre el ADP y el Pi.","4. Introducen electrones en la matriz mitocondrial, que producen la reducción parcial del O2 mitocondrial y la síntesis del radical superóxido.",1,2021
130. Los aminoácidos cetogénicos se caracterizan porque su cadena hidrocarbonada se degrada hasta:,1. Glutamato.,2. Propionil-CoA.,3. Succinil-CoA.,4. Acetil-CoA.,4,2021
131. ¿Qué tres enzimas catalizan reacciones irreversibles de la glucolisis muscular?:,"1. Aldolasa, gliceraldehído 3-fosfato deshidrogenasa y piruvato quinasa.","2. Hexoquinasa, fosfofructoquinasa-1 y piruvato quinasa.","3. Fosfoglicerato quinasa,  enolasa y piruvato quinasa.","4. Glucoquinasa, fosfoglicerato quinasa y piruvato quinasa.",2,2021
132. La molécula de hemoglobina cuyo ion ferroso (Fe2+) aparece oxidado a férrico (Fe 3+) se denomina:,1. Oxihemoglobina.,2. Hemoglobina S.,3. Metahemoglobina.,4. Hemoglobina reducida.,3,2021
133. ¿Cuál es la función metabólica de la fermentación?:,1. Consumir CO2.,2. Generar productos de desecho que se puedan eliminar.,3. Convertir los azúcares en acetato y compuestos derivados de él.,4. Obtener NAD+ oxidado.,4,2021
134. Los quilomicrones transportan lípidos desde:,1. El hígado hacia los tejidos periféricos.,2. El intestino hacia los tejidos periféricos.,3. El intestino hacia el hígado.,4. Los tejidos periféricos hacia el hígado.,2,2021
135. Es posible investigar de manera selectiva la línea hereditaria materna mediante marcadores en el:,1. Pseudogén.,2. Centrómero.,3. ADN mitocondrial.,4. ARN de transferencia.,3,2021
"136. ¿Cuál es la secuencia nucleotídica que está presente en el gen, pero NO en el ARN mensajero maduro?:",1. Exón.,2. Promotor.,3. Intrón.,4. Intensificador.,3,2021
"137. En relación con las helicasas, ¿qué afirmación es cierta?:",1. Son proteínas que producen alteraciones en la estructura cuaternaria del ARN.,2. Separan las dos hebras del ácido nucleico aprovechando la energía del ATP.,3. Se unen al ADN de cadena sencilla.,4. Su papel fundamental es el de ligar el ADN.,2,2021
138. Un transposón o elemento genético transponible es:,1. Un plásmido T4.,2. Un segmento de ADN que ha sufrido una mutación por desfase.,3. Un cósmido ligeramente modificado.,4. Una secuencia de ADN capaz de replicarse e insertar una copia en un lugar distinto del genoma.,4,2021
139. La formación de un enlace disulfuro entre cadenas polipeptídicas es un ejemplo de estructura:,1. Primaria.,2. Secundaria.,3. Terciaria.,4. Cuaternaria.,3,2021
140. Las mutaciones sin se ntido en el ADN codificante son sustituciones que:,1. Producen una modificación en el marco de lectura de la proteína.,2. Modifican la especificidad del codón afectado a otro aminoácido.,3. Introducen codones de terminación en los genes.,4. Cambian un aminoácido por otro químicamente análogo.,3,2021
"141. En relación con los genes truncados, ¿qué respuesta es correcta?:","1. Son copias incompletas del gen, por pérdida de una región situada en uno de los extremos (5’ o 3’).",2. Son genes que presentan poca homología en la secuencia de ADN.,3. Son las regiones repetitivas de los genes.,4. Son genes agrupados.,1,2021
142. En el proceso de síntesis de una molécula de ADN recombinante:,1. Se requiere de la unión de dos o más fragmentos de enzimas.,"2. Pueden usarse como vectores de clonaje plásmidos, fagos y cromosomas de levadura.",3. El vector de clonaje puede ser tanto una molécula de ADN como de ARN.,4. El ADN recombinante es sinónimo de ADN complementario.,2,2021
143. El mecanismo de reparación mismatch corrige errores del ADN introducidos por:,1. Luz ultravioleta.,2. Desaminación.,3. Replicación del ADN.,4. Recombinación no homóloga.,3,2021
144. ¿Cuál de las siguientes magnitudes biológicas NO ve modificada su concentración con el ejercicio intenso?:,1. Creatina cinasa.,2. Lactato deshidrogenasa.,3. Leucocitos.,4. Alanina aminotransferasa.,4,2021
145. Indique la respuesta INCORRECTA en relación a los elementos traza:,1. Una técnica habitual para su cuantificación es la espectrometría de absorción atómica.,2. La deficiencia de yodo produce hipertiroidismo.,"3. Para las determinaciones del hierro, zinc y manganeso deben evitarse las muestras hemolizadas.","4. La deficiencia de zinc produce alteraciones inmunológicas, lesiones en la piel y alopecia.",2,2021
146. Indique la res puesta INCORRECTA:,1. En la diabetes insípida nefrogénica existe una hipernatremia hipovolémica.,2. E n  e l  s í n d r o m e  d e  secreción inadecuada de hormona antidiurética se produce una hiponatremia.,3. Una causa de hipopotasemia es el hiperaldosteronismo.,4. En la insuficiencia renal aguda se produce hipopotasemia.,4,2021
147. ¿Cuál de los siguientes marcadores bioquímicos NO es de formación ósea?:,1. Fosfatasa alcalina ósea.,2. Osteocalcina.,3. Piridolina.,4. Propéptido del colágeno tipo 1.,3,2021
148. ¿Cuál de las siguientes hormonas NO es contrarreguladora de la insulina?:,1. Adrenalina.,2. Cortisol.,3. Lactógeno placentario.,4. Tirotropina.,4,2021
149. ¿Cuál de las siguientes apolipoproteínas tiene una estructura similar al plasminógeno pero sin su actividad enzimática?:,1. Apo(a).,2. Apo E.,3. Apo AI.,4. Apo CII.,1,2021
183. El diagrama de tallo y hoja es una:,1. Clasificación botánica.,2. Distribución de medias y medianas obtenidas de distintos tamaños muestrales.,3. Distribución de frecuencias de una variable cuantitativa.,4. Distribución de frecuencias de datos categóricos.,3,2021
"184. En una distribución platicúrtica de valores de una variable cuantitativa, los valores:",1. Se distribuyen según la Ley Normal.,2. Se acumulan en las colas en comparación con una distribución normal.,3. Se acumulan en el centro de la distribución en comparación con una distribución normal.,4. Se distribuyen siempre asimétricamente.,2,2021
185. Señale cuál de las siguientes afirmaciones acerca de la dispersión en una serie de datos es cierta:,1. La varianza es la raíz cuadrada de la desviación estándar.,2. La desviación estándar es la media de las diferencias entre cada valor de la variable y la media aritmética de la distribución de los valores.,3. La varianza es la media de las diferencias entre cada valor de la variable y la media aritmética de la distribución de los valores.,4. La varianza es la media de la suma de cuadrados de las diferencias entre cada valor de la variable y la media aritmética de la distribución de los valores.,4,2021
186. Indique cuál de las siguientes afirmaciones acerca de los percentiles es verdadera:,1. No son medidas de posición.,2. Los cuartiles son cada uno de los 4 valores de una variable que dividen la muestra ordenada en 4 grupos de igual tamaño.,3. Los cuartiles son cada uno de los 3 valores de una variable que dividen la muestra ordenada en 4 grupos de igual tamaño.,4. Los cuartiles son cada uno de los 4 valores de una variable que dividen la muestra ordenada en 3 grupos de igual tamaño.,3,2021
