Question,Option_1,Option_2,Option_3,Option_4,RC,year
29. ¿Cuál(es) de los siguientes agentes etiológicos de endocarditis NO se podría(n) detectar mediante el método de hemocultivos?:,1. Staphylococcus aureus.,2. Bartonella spp.,3. Streptococcus viridans.,4. Aggregatibacter spp.,2,2023
30. ¿Cuál de las siguientes afirmaciones es correcta en cua nto al diagnóstico m icrobiológico de Legionella pneumophila?:,1. El medio de cultivo que se suele usar para su aislamie nto es el  aga r BCYE (agar tamponado con carbón activado y extracto de levadura).,2. Los inmunoanálisis se emplean pa ra detectar antíge nos lipopolisacáridos específicos de Legionella de t odos l os se rogrupos excretados en la orina de los pacientes afectados.,3. En la tinción de Gram aparecen como bacilos gra mpositivos fi nos y pleomorfos teñidos de forma débil.,4. Para s u crecimiento necesit an medios de cultivo carentes de L-cisteína.,1,2023
31. ¿Cuál de l as siguientes asociaciones N O es co rrecta?:,1. Infección de  que maduras-Pseudomonas aeruginosa.,2. Infección por mordedura-Eikenella corrodens.,3. Fascitis n ecrosante-Streptococcus py ogenes.,4. Impétigo-Clostridioides difficile.,4,2023
32. ¿Cuál de las siguientes afirmaciones es correcta con respecto a Listeria monocytogenes?:,1. Son bacilos gramnegativos.,2. En a gar sangre de c ordero muestran β hemólisis.,3. Son anaerobios estrictos.,4. Da positiva la prueba de la oxidasa.,2,2023
33. ¿Cuál de los siguientes métodos empleados para estudiar la susceptibilidad de un micro organismo frente a un antimicrobiano NO es un método cuantitativo?:,1. Microdilución en caldo.,2. Tira de gradiente de concentración.,3. Macrodilución en caldo.,4. Método de Kirby-Bauer.,4,2023
34. ¿Qué factor (o factores ) requiere Ha emophilus influenzae para crecer en cultivo?:,1. Factores V y X.,2. Factores V y IX.,3. Factores IX y X.,4. Sólo factor V.,1,2023
35. Señale la res puesta correc ta c on respe cto al género Nocardia:,1. Son bacterias anaerobias estrictas.,2. En la tinción de Gram se suelen ver como bacilos gramnegativos finos y ramificados.,3. Son parcialmente ácido-alcohol resistentes.,4. Son bacterias capsuladas.,3,2023
36. ¿Cuál de las siguientes enfermedades infecciosas es una zoonosis?:,1. Legionelosis.,2. Leptospirosis.,3. Tosferina.,4. Enfermedad de Whipple.,2,2023
37. Señale la respuesta correcta en relación a Streptococcus pneumoniae:,1. Existen 23 serotipos capsulares.,2. Produce beta-hemólisis en agar sangre.,3. Da positiva la pru eba de solubilidad en bilis.,4. La resistencia  a los betalactámicos está mediada por una betalactamasa.,3,2023
"38. ¿Qué ec toparásito pres enta el siguiente orden taxonómico: filo Arthropoda, cla se Insecta, or den Diptera?:",1. Pediculus.,2. Sarcoptes.,3. Chrysomya.,4. Pulex.,3,2023
"39. Paciente de 32 añ os, esplenectomizado, VIH positivo acude a urge ncias por fi ebre de 40ºC, cefalea y artralgias intensas de 72 h oras d e evolución. Re fiere picadur a de  garrapatas. En el frotis de sangre periférica se observa la presencia de u n microorganismo i ntraeritrocitario formando una im agen en forma de cruz  (tétrada en la división del microorganismo) que resulta patognomónica. ¿A qué enfermedad corresponde?:",1. Enfermedad de Lyme.,2. Babesiosis.,3. Ehrlichiosis.,4. Anaplasmosis granulocítica humana.,2,2023
40. Paciente de 50 años procedente de Guinea Ecuatorial con dolor abdominal y diarr ea de 8 días de e volución. En el  es tudio p arasitológico se observan trofozoítos de Dientamoeba fragilis. No se aísla ningún otro patógeno. ¿Cuál sería el tratamiento de elección?:,"1. Exclusivamente sintomático, no se rec omienda en estos cas os el uso de a ntimicrobianos.",2. Paromomicina 500 mg/8h oral.,"3. Metronidazol 1 g oral, en dosis única.",4. Tinidazol 500 mg/8h oral.,2,2023
48. El flujo sanguíneo coronario en  rep oso del ser humano alcanza un promedio de 250 mL/min. ¿Qué porcentaje del gasto cardíaco total representa aproximadamente?:,1. 1%.,2. 5%.,3. 10%.,4. 15%.,2,2023
49. Señale l a continuación de l a secuencia q ue su cede en el proceso de fototransducción del ojo (Luz  Ro dopsina   T ransducina  GMPc fosfosdiesteresa …):,1. Cierre de cana les de  K+  Despolarización.,2. Apertura de canales de Na+  Hiperpolarización.,3. Apertura de canales de Na+  Despolarización.,4. Cierre de ca nales de Na+  Hi perpolarización.,4,2023
"50. La velocidad del flujo sanguíneo es directamente pr oporcional a la c uarta potenci a del radi o del va so, l o que signif ica que, a mayor grosor, mayor flujo de s angre. Es ta afirm ación viene determinada por la ecuación o ley de:",1. Fick.,2. Frank-Starling.,3. Poiseuille.,4. Ohm.,3,2023
"51. En cuanto a la clasificación de las fibras nerviosas, aquellas que c onducen la te mperatura son del grupo:",1. Ia.,2. Ib.,3. II.,4. III.,4,2023
52. Indique el tipo de células en las que se secreta el péptido inhibidor gástrico:,1. Células G.,2. Células I.,3. Células K.,4. Células S.,3,2023
"53. ¿En la maduración eri troide, cu ál de l as si guientes células se encuentra entre el eritroblasto policromático y el reticulocito?:",1. Proeritroblasto.,2. Hematíe.,3. Eritroblasto ortocromático.,4. Eritroblasto basófilo.,3,2023
54. Respecto al sistema digestivo señale la respuesta correcta:,1. La colipasa es una enzima glucolítica.,2. La elastasa y la aminopeptidasa se activan por la tripsina.,3. Las principales enzimas lipolíticas son las dipeptidasas.,4. Las carboxi peptidasas A y B son endopeptidasas.,2,2023
55. ¿Cuál de l os siguientes fenómenos favorece el desplazamiento a la derecha de  la c urva de disociación de oxígeno-hemoglobina?:,1. Aumento de la temperatura.,2. Aumento de pH.,3. Disminución de CO2.,"4. Disminución de la concentración de 2 ,3di-fosfoglicerato (2,3-DPG).",1,2023
56. ¿Cuál de l as siguientes sustancias pr oduce una disminución del filtrado glomerular?:,1. Óxido nítrico.,2. Prostaglandinas.,3. Noradrenalina.,4. Angiotensina II.,3,2023
57. Las célul as de Ser toli se cretan una proteín a denominada:,1. Proteína de unión de testosterona (TBP).,2. Proteína de unión a andrógenos (ABP).,3. Proteína granular acrosómica (AGP).,4. Proteína de unión meiótica (MBP).,2,2023
58. ¿Cuál de  los  siguientes ele mentos deriva de l a Unidad F ormadora de Colonias Megacariocíticas (CFU-Meg)?:,1. Plaqueta.,2. Glóbulo rojo.,3. Linfocito.,4. Neutrófilo.,1,2023
59. El sistema multiplicador contr acorriente del riñón consiste en el interc ambio de agua e iones entre el intersticio renal y:,1. El filtrado d el tú bulo con torneado prox imal.,2. La sangre de la red capilar peritubular.,3. La sangre de la parte recta.,4. El filtrado del asa de Henle.,4,2023
60. ¿Qué nombre reciben los granulocitos de tamaño aumentado e hipersegmentados?:,1. Megalocitos.,2. Células de Mott.,3. Centrocitos.,4. Pleocariocitos.,4,2023
61. ¿Cuál es la morfología eritrocitaria más común en sangre periférica en las anemias hemolíticas autoinmunes?:,1. Microcitosis e hipocromía.,"2. Policromasia, esferocitos, esq uistocitos y excepcionalmente alg ún e ritroblasto aislado.","3. Policromasia, an isopoiquilocitosis y drepanocitos.",4. Macrocitosis y acantocitos.,2,2023
62. ¿Qué tipo de anemia es la Hemoglobinuria Paroxística Nocturna?:,1. Hemolítica congénita.,2. Hemolítica autoinmune.,3. Hemolítica adquirida.,4. Ferropénica secundaria.,3,2023
63. ¿Cuál es la vida media de un hematíe en condiciones fisiológicas?:,1. 30 días.,2. 60 días.,3. 120 días.,4. 150 días.,3,2023
64. ¿Qué hallazgo es típic o de una Leuce mia Mie loide Aguda con t(15;17)(q22;q12)?:,1. Trombocitosis.,2. Neutrofilia.,3. Leucopenia.,4. Poliglobulia.,3,2023
"65. Un he mograma re fleja número bajo de hematíes acompañado de macr ocitosis y  m arcado aumento de hemoglobina. Al observar el frotis, los he matíes son normo cíticos y  normoc romos pero form an acúmulos. ¿Qué situación c ausa este hallazgo?:",1. Déficit de hierro.,2. Crioaglutininas.,3. Anticoagulante EDTA.,4. Neoplasia mielo proliferativa tip o Po licitemia Vera.,2,2023
66. Señale la opción correcta sobre el síndr ome de HELLP:,"1. Es u n sí ndrome que c ursa c on neutropenia, pero no con hemólisis.",2. Su etiología se debe a una disfunción endotelial.,3. Los pacientes presentan una trombocitosis marcada.,"4. Se ven afectados diversos órganos, como los pulmones o el coraz ón, pero no s uele afectar al hígado.",2,2023
67. ¿Cuál de los siguientes mediadores se encuentra disminuido e n el e ndotelio vascul ar en las primeras fases de la enfermedad cardiovascular?:,1. Óxido nítrico.,2. Noradrenalina.,3. Angiotensina II.,"4. Endotelina.68. Señale la res puesta c orrecta en rel ación con el caso de un paciente que presenta unos niveles de potasio de  6,5 mEq/L (valores de referencia:",1,2023
"3,5-5 mEq/L):","1. El ciclosilicato de so dio y zirconio, q ue favorece la excreción del catión, es un intercambiador d e po tasio muy selectivo empleado en hiperpotasemias.","2. A diferencia de las hipopotasemias, el uso de gluconato cálcico no tendría interés, al no contrarrestar el calcio los efectos sobre las membra nas celulares  caus ados por el potasio.","3. La insulina es un fármaco que se usa para reducir el potasio de f orma mu y segura, ya que cuando este es superior a 5 mEq/L, no presenta efecto hipoglucemiante.","4. El uso de bet abloqueantes resulta de interés e n pacientes con potas io eleva do, disminuyendo su concentración plasmática al favorecer su penetración en el citoplasma de las células.",1,2023
69. Un paciente v arón de 75 a ños es di agnosticado por s u cardiólogo de hipertensión pulmonar. ¿Cuál de las siguientes afirmaciones NO es cierta?:,1. Es proba ble que el paciente presente  ga nancia de peso debido a edema periférico.,2. Es p osible di agnosticar una hipertensión pulmonar e n este paciente sin que esté presente una enfermedad re spiratoria de base.,3. Una de las opciones de tratamiento disponibles se ría el uso de i nhibidores de  f osfodiesterasa-5 junto con agonistas del receptor de la endotelina.,4. Este paciente estuvo en África subsaha riana hace 10 años; una posibilidad es que la hipertensión pulmonar que presenta sea secundaria a  una i nfección por Schistosoma spp.,3,2023
70. BS es una m ujer de 71 años que acude a la consulta de a tención farmacéutica por estar utilizando alec tinib p ara tratar su cáncer de pulmón estadio IV. ¿Cuál de las siguientes afirmaciones es cierta?:,1. Lo más probable es que esté usando alectinib porque presente una mutación en el exón 19 o 21 del gen EGFR.,2. La mutación “ driver” de  esta  pacie nte se suele asociar a personas no fumadoras.,"3. Como es un cáncer de pulmón estadio IV, el enfoque óptimo del tratamiento para lograr la co mpleta cu ración d e la enfermedad es realizar una resección pulmonar del tumor.","4. Si presentara un  un cán cer de pulmón de tipo escamoso, correspondería a un subtipo de cáncer de pulmón microcítico.",2,2023
71. ¿Cuál de  las siguientes enfermedades NO es tá causada por anticuerpos?:,1. Síndrome de neu rotoxicidad asociada a células efectoras (ICANS).,2. Síndrome de Guillain-Barré.,3. Pénfigo vulgar.,4. Enfermedad de Graves.,1,2023
72. ¿Cuál de estos hallazgos NO es esperable encontrar en un paciente di agnosticado de síndrome de Liddle?:,1. Hipernatremia.,2. Hipertensión.,3. Acidosis metabólica.,4. Hipocalemia.,3,2023
"73. CA se ha realizado un estudio genético. Mediante una re acción en cadena de l a polimerasa (PCR) se ha detectado una expansión del triplete CTG en el cromosoma 19, con unas 60 repeticiones. ¿Con qué enfermedad podría estar relacionada dicha anomalía?:",1. Distrofia miotónica.,2. Corea de Huntington.,3. Distrofia muscular de Becker.,4. Distrofia muscular de Duchenne.,1,2023
74. Señale la respuesta corre cta respecto a la encefalopatía de Wernicke:,1. Se p roduce de bido al déficit de vi tamina B3 en pacientes alcohólicos.,"2. Es una fase m ás a vanzada, irreversible y prolongada del síndrome de Ko rsakoff, el cual es una fase aguda que la precede.","3. Ante la sospecha de esta encefalopatía, lo primero que se recomienda es administrar suero glucosado, y, una vez finalizado, las vitaminas correspondientes.",4. Estar sometido a sesion es de hemodiálisis intermitente supone un factor de riesgo de padecerla.,4,2023
"75. La hipofosfatemia l igada al cromosoma X es una e nfermedad r ara e n la cual existen mutaciones que inducen la producción exces iva y descontrolada del fac tor de crecimiento de fibroblastos 23. Sabiendo que este  factor reduce la expresión de los transportadores encargados de l a reabsorción de fósforo e n di versas localizaciones del organismo, y que reduce la expresión d e la hidroxilasa renal de l a vitamina D, ¿qué afirmación es correcta?:",1. La aparición de esta enfermedad en la n iñez pr ovoca o steoporosis como pri ncipal manifestación ósea.,2. Una de  las c omplicaciones que pueden surgir de s u tratamiento c on dosis elevadas de sales de fosfato y de calcitriol es la nefrocalcinosis.,3. Debe a dministrarse colecalc iferol como forma preferente de vi tamina D pa ra compensar el déficit de fosfato.,"4. Una estrategia de tratamient o pa ra compensar una hipofosfatemia refractaria a las medidas iniciales, es añadir al tratamiento dosis altas de sales de calcio.",2,2023
"76. Acerca del cáncer de mama, se ñale la opció n correcta:","1. Una paciente con un tumor que mide más de 50 mm, pero no se ha diseminado a los ganglios linfáticos axilares presenta un estadio IV.","2. La ho rmonoterapia ad yuvante con tamoxifeno o i nhibidores de  la aromatasa está i ndicada e n pacientes premenopáusicas, p ero no posmenopáusicas, ya que en este segundo grupo la producción d e estrógenos es mínima.","3. El subtipo luminal tiende a presentar niveles altos de expresión de receptores de estrógenos y/o de pr ogesterona, pero no una sobreexpresión de la proteína HER2 (recept or-2 de facto r de crecimiento epidérmico humano).",4. Las mu taciones BRCA1 y BRCA2 son patognomónicas del  cá ncer de mama.,3,2023
"77. En cuanto al glaucoma, señale la opción correcta:",1. El uso de prostaglandinas t ópicas varias veces al día es una estrategia más útil para disminuir la presión intraocular qu e emplear asociaciones de fármacos.,"2. Para que se pueda establecer un di agnóstico de glaucoma, la presión in traocular debe esta r si empre por e ncima de 21 mmHg.","3. Si se de sarrolla un glaucoma a gudo, l o más probable es que  este se a de  á ngulo estrecho.",4. El aumento de la presión intraocular se debe fundame ntalmente al aumento de producción de humor vítreo.,3,2023
78. ¿Cuál de  l os siguientes hallazgos sería más esperable en un paciente c on colitis ulcerosa grave?:,1. Anemia que pudiese requerir necesidad de transfusión.,2. Desnutrición grave por malabsorción.,3. Elevación muy marcada d e la pro calcitonina en las heces.,4. Formación de fístulas perianales.,1,2023
"79. El síndrome  ASA-tríada o tríada de  S amter se caracteriza por intolerancia a aspirina y a otros antiinflamatorios no esteroideos, la presencia de pólipos nasales y:",1. Artritis reumatoide.,2. Asma.,3. Lupus eritematoso sistémico con anticuerpos antinucleares.,4. Enfermedad de Alzheimer.,2,2023
"80. Un p aciente d e 8 años y 30 kg de pes o ingresa en la unidad de infecciosas con fiebre de 38 ºC y sospecha de bacteriemia generalizada. No tolera vía oral, por lo que se le pr escribe sueroterapia de mantenimiento. ¿Cuál sería el volu men a administrar, así como el ritmo de infusión según el método de Holliday-Segar?: Volumen diario de mantenimiento: Peso 0-10 kg: 100 mL/kg. Peso 11-20 kg: 1.000 mL + 50 mL /kg por cada kg >10 kg Peso >20 kg: 1.500 mL + 20 mL/kg por cada kg >20 kg. Ritmo de infusión: Peso 0-10 kg: 4 mL/kg/h Peso 11-20 k g: 40 mL/h + 2 mL /kg/h p or cad a kg >10 kg Peso >20 kg: 60 mL/h + 1 mL/kg/h por cada kg >20 kg.","1. 2.100 mL; 88,5 mL/h.",2. 1.700 mL; 70 mL/h.,"3. 1.500 mL; 62,5 mL/h.",4. 850 mL; 35 mL/h.,2,2023
81. Señale l a respuesta I NCORRECTA re specto a la enfermedad pulmonar  obstructiva c rónica (EPOC):,1. La deficienc ia grave de alfa1antitripsina es un factor de riesgo para el desarrollo de la enfermedad.,2. El recuento de eosinófilos en sangre periférica se usa  como biomarcador para determinar el tratamiento en exace rbaciones.,"3. El tiotropio tiene una semivida más corta que el ipratropio, por lo que se administra 2 veces al día.","4. La tri ple terapia in halada con un broncodilatador b eta-agonista d e larga duración, u n br oncodilatador ant agonista muscarínico de lar ga duración y un corticoide, puede ser adecuada en determinados pacientes.",3,2023
"123. En cua nto a la degradación de l os esqueletos carbonados de los aminoácidos, es cierto que:",1. La treonina es un ejemplo de aminoácido exclusivamente cetogénico.,2. El tetrah idrofolato y la Sadenosilmetionina son dos de los más importantes cofactores de enzimas que participan en la transferencia de grupos amino.,"3. Los aminoácidos que provienen de la degradación de proteínas y acaban produciendo fumara to, se consideran ce togénicos.","4. En condiciones de ayuno, la leu cina contribuye de manera importante a la cetosis.",4,2023
125. Señale la afirmación correcta con res pecto a la ruta de las pentosas-fosfato:,1. En la fase oxidativa se produce la conversión de glucosa 6-P a ribulosa 5-P con obtención de 4 moléculas de NADPH.,2. La primera reacción de la fase no ox idativa consiste en la oxidación de glucosa 6-P a 6-fosfogluconolactona.,3. La en zima g lucosa 6- fosfato d eshidrogenasa cataliza la conversión de glucosa 6-P a 6- fosfogluconolactona. Lo s individuos con dé ficit de  esta enzima t ienen mayor susceptibilidad de infecci ón por Plasmodium falciparum.,4. La primera reacción de la fase no ox idativa consiste en una reacción de epimerización.,4,2023
"127. Las rutas de la glucólisis y de la gluconeogénesis resultan ese nciales para el correc to funcionamiento del cuerpo humano. En rela ción a ellas, señale la opción verdadera:","1. De las 10  reacciones qu e tien en lug ar en la glucólisis, 5 s on comunes a  l a gluconeogénesis, pero realizándose en el se ntido inverso.",2. La reacción catalizada por la fosfoglicerato q uinasa durante la glucólisis es la primera del proceso que p roduce p oder reductor en forma de NADH.,"3. La fo sforilación d e la fru ctosa-6P en la posición 1 se ve favorecida por la presencia de fructosa 2,6-bifosfato.",4. La glucoquinasa es un tipo de hexoquinasa muy selectiva para la  gl ucosa que se encuentra fundamentalmente en el músculo esquelético para optimizar la obtención de energía en este.,3,2023
"129. La heparina es un glucosaminoglucano empleado habitu almente como anticoagulante. Actú a uniéndose a divers as pr oteínas plasmáticas, incluida la antitrombina III. ¿A cuál de los siguientes residuos aminoacídicos es m ás probable que se una la heparina?:",1. Lisina.,2. Serina.,3. Leucina.,4. Ácido glutámico.,1,2023
131. Un p aciente varón acaba de ser  di agnosticado de una gluc ogenosis tipo 1 (enfermedad de Von Gierke). ¿Cuál de las siguientes afirmaciones le parece c oherente con respe cto a su di agnóstico?:,"1. Es bastante probable que su descendencia presente esta misma patología, al estar ligada al sexo de forma dominante.",2. Se espera que los niveles de glucemia basal del paciente sean muy elevados por la hiperactivación de gl ucógeno fosforilasa que presenta.,"3. Aunque prácticamente cual quier órgano puede verse afectado por esta patología, el principal defecto ocurre a nivel muscular.","4. Aunque se llame glucogenosis, la enzima afectada e n esta patol ogía actúa s obre unidades aisladas de glucosa, en forma de monosacárido.",4,2023
"133. La síntesis de ADN se  l leva a c abo de f orma semiconservativa durante l a replicación, y se caracteriza por:",1. Llevarse a  ca bo siempre en dirección 3’ → 5’ ta nto en euca riotas como en procariotas.,2. Dar l ugar a una molécula de ADN me diante la r otura de l as he bras de origen que se reordenan de una forma intercalada de fragmentos nuevos y viejos.,"3. Originar dos moléculas de ADN, cada una de el las c ompuesta de una hebra del ADN original y de una hebra complementaria nueva.","4. Generar dos mol éculas de  AD N, do nde cada molécula recién sintetiz ada está formada por dos cadenas de novo.",3,2023
135. El proces o de cor te y empalme ( splicing) del ARN es un proceso:,1. Post-transcripcional de mad uración del ARN transcrito primario d el cual eliminan intrones.,"2. Que tien e lugar en lo s ex tremos 5' de la cadena de AR N, pero no en los extremos3'.",3. En el que los exones del transcrito primario son eliminados de  forma secuencial y los intrones situados a cada lado de los sitios de empalme deben unirse.,4. Exclusivo del procesamiento del ARN ribosómico.,1,2023
"137. La reparación p or l a es cisión nucleotídica (NER, nucleotide excision repair) es un mecanismo que repara daños en el ADN que consiste en la:","1. Corrección de  alteraciones que ca usan distorsión en l a doble hél ice, y el iminación de diversos daños voluminosos.","2. Reparación de daños por hidrólisis (desaminación o pérdida de base), oxidación por ra dicales l ibres de oxígeno, al quilación, y derivados no voluminosos.",3. Corrección de errores cometidos en la replicación o errores que la impiden.,4. Reparación d e la r otura física d el ADN que puede ocurrir por exposición a radiación ionizante.,1,2023
"139. El sistema que loca liza em parejamientos incorrectos puede identificar cuál de las dos hebras de ADN es la parental, en función de:",1. El contenido en G+C de cada hebra.,2. La longitud de cada hebra.,3. La temperatura de fusión de cada hebra.,4. El grado de metilación de cada hebra.,4,2023
"141. Una enzima de restricción es aquella que puede reconocer una secue ncia c aracterística de nucleótidos de ntro de  un a molécula de ADN. En relación con esto, señale la respuesta FALSA de las siguientes opciones:","1. Los isoesquizómeros son dos enzimas con la misma sec uencia de reconocimiento, aunque puede que no corten en la misma posición.",2. El ADN recombinante se obtiene mediante enzimas de restricción.,3. El corte de ADN se realiza a través de la ruptura de los enlaces fosfodiéster sólo en la hebra de cadena simple.,4. Corta el ADN en un pun to en concreto o sito diana g enerando ex tremos romos y cohesivos.,3,2023
"143. Para l a cu antificación fiable del lactato e n plasma, además de un anticoagulante, ¿qué otro aditivo debe estar presente?:",1. Un gel inerte separador del suero (SST).,2. Heparina de litio.,3. Piruvato.,4. Fluoruro sódico.,4,2023
145. ¿Qué es l a fracción delta de la bilirrubina o biliproteína?:,1. Es un polímero re sultado de enlaces intermoleculares entre la bilirrubina mono y diconjugada.,2. Es la d enominación actual de la bilirrubina no conjugada.,3. Es la b ilirrubina no conjugada unida a la albúmina.,4. Es el p recursor in mediato del u robilinógeno.,3,2023
147. La imagen a djunta mues tra el proteinograma de suero de un paciente en estudio (caso) frente al de  un control sano. ¿Cuál es la hip ótesis diagnóstica más probable?:,1. Mieloma.,2. Gammapatía triclonal.,3. Síndrome nefrótico.,4. Deficiencia de alfa-1-antitripsina.,4,2023
"149. Si ingresase un paciente en la Unidad de Cuidados In tensivos de su hospital c on sospecha de shock sép tico, ¿cuál de l as siguientes al teraciones NO se esperaría encontrar en su analítica?:",1. Elevación de la proteína C reactiva.,2. Disminución de la prealbúmina.,3. Disminución de la transferrina.,4. Disminución de la procalcitonina.,4,2023
"183. ¿Cuál es el rango intercuartílico correspondiente a la siguiente serie de números: 1, 2, 2, 2, 3, 4,9, 9, 9 y 16?:",1. 1.,2. 7.,3. 9.,4. 16.,2,2023
184. ¿Cuál de l os siguientes métodos NO es adecuado para valorar la concordancia de lo s resultados c uantitativos obtenidos por dos p ruebas diagnósticas determinadas?:,1. Gráfica de Bland-Altman.,2. Coeficiente de correlación intraclase.,3. Coeficiente de concordancia de Lin.,4. Coeficiente de correlación de Pearson.,4,2023
185. ¿Cuál(es) de estos índices estadísticos se representa(n) en un diagrama de caja?:,1. La media a ritmética y la desviación estándar.,2. El coeficiente de variación cuartil.,3. La mediana y los percentiles P25 y P75.,4. La moda y la amplitud.,3,2023
186. La función de riesgo en u n análisis de supervi vencia es:,1. Una razón de odds.,2. Una frecuencia absoluta.,3. Una frecuencia relativa.,4. Una tasa de incidencia.,4,2023
"187. En un estudi o de validación de una p rueba diagnóstica, se obtiene un valor de área bajo la curva RO C de 0, 50. ¿C uál de las siguientes afirmaciones es correcta c on respec to a est a prueba?:",1. Tiene una capacidad de  discriminación excelente.,2. Tiene una capacidad de  discriminación moderada.,3. Tiene una capacidad de  discriminación pobre.,4. No tiene capacidad de discriminación.,4,2023
188. La prueba estadística de Kruskal-Wallis es una prueba:,1. Paramétrica de  com paración de variables cuantitativas.,2. No paramétrica de c omparación de variables cuantitativas.,3. Paramétrica de  com paración de variables cualitativas.,4. No paramétrica de c omparación de variables cualitativas.,2,2023
194. ¿Cuál de las siguientes afirmaciones en relación con las células NK es cierta?:,1. Su función depende del balance en la expresión de receptores activa dores e i nhibidores.,2. Son células de la inmunidad adaptativa.,"3. A diferencia de o tros tipo s de lin focitos, no poseen gránulos secretores citotóxicos.",4. Su principal función e s la producción de interferones de tipo 1.,1,2023
195. Las pr oteínas del sistem a del c omplemento actúan en  ca scada para eliminar p atógenos e inducir inflamación. ¿Cómo actúan las diferentes vías de este sistema?:,1. La vía de las lectinas se activa por un mecanismo dependiente de anticuerpos.,2. La vía alternativa está unida a la i nmunidad específica.,3. La vía de las lectinas sólo se diferencia de la clásica en las fases iniciales.,4. La vía clásica es independiente de las interacciones anticuerpo-antígeno.,3,2023
196. ¿Cuáles de los siguientes receptores de la respuesta innata NO inducen fagocitosis?:,1. Receptores tipo Toll.,2. Receptores de manosa.,3. Receptores de complemento.,4. Receptores carroñeros.,1,2023
197. En la m aduración de l os linfocitos B s e pueden distinguir:,"1. La etapa a ntígeno-independiente, que tiene l ugar e n el  l infonodo, y promueve l a expansión clonal.","2. La fase an tígeno-dependiente, qu e tien e lugar en l a médula ósea, y pe rmite el cambio de isotipo.","3. La fase an tígeno-independiente, que tiene lugar en l a médula ósea, y la antígenodependiente e n l os órganos l infoides secundarios.","4. La etapa a ntígeno-dependiente, que tiene lugar en el timo , e imp lica la clon alidad de los linfocitos.",3,2023
198. Indique cuál de las afirmaciones s obre el reconocimiento de antígeno por el TCR es correcta (APC: célula presentadora de antígeno):,"1. El TCR se dispone sobre el complejo péptido-MHC, de  manera q ue l as regiones CDR1 in teraccionan con la parte cen tral del péptido y las CDR2 interaccionan con las hélices alfa del MHC.",2. La afinidad del TCR por el complejo péptido-MHC no es suficiente para activar un linfocito T virgen y por ello se necesitan interacciones accesorias entre la APC y el linfocito T.,"3. Los c orreceptores que ac ompañan al TCR, CD4 o CD8, están fo rmados po r cadenas alfa; el CD4 es monomérico pero el CD8 puede fo rmar homodímeros al fa/alfa.","4. El correceptor CD4, que i nteracciona con un dominio polimórfico de la molécula de MHC de clase  II, e stabiliza la interacci ón TCR-péptido/MHC.",2,2023
