Question,Option_1,Option_2,Option_3,Option_4,RC,year
"94. En la replicación del DNA en E. coli, señale la respuesta correcta:",1. La enzima primasa cataliza la síntesis de los cebadores de la DNA polimerasa.,2. Los cebadores de la DNA polimerasa se denominan fragmentos de Okazaki.,3. La eliminación de los cebadores la lleva a cabo la DNA polimerasa III.,4. La DNA girasa introduce superenrollamientos helicoidales positivos,1,2019
95. El método de Sanger para la secuenciación de DNA requiere del uso de:,1. Dideoxinucleótidos.,2. Ribonucleótidos.,3. Desoxinucleótidos.,4. Nucleósidos.,1,2019
96. ¿Qué es un plásmido?:,1. Es un virus que infecta bacterias.,2. Es una molécula de DNA de tamaño muy reducido que contiene un solo gen.,3. Es una molécula de DNA extracromosómico circular.,4. Es una enzima que actúa en los mecanismos de reparación del DNA.,3,2019
"97. ¿Cuál de estas frases referidas a la teoría quimiosmótica, que relaciona el transporte electrónico mitocondrial y la fosforilación oxidativa, es correcta?:",1. La ATP sintasa no se halla afectada por el gradiente de protones.,2. La energía liberada por el transporte electrónico se conserva como un gradiente de pH transmembrana.,3. La fosforilación oxidativa puede tener lugar en un sistema libre de membranas.,"4. Independientemente del punto de entrada de los electrones en la cadena de transporte, el número de moléculas de ATP sintetizadas es constante.",2,2019
98. ¿Cuál de los siguientes NO es un vector capaz de introducir material genético en el interior de células hospedadoras susceptibles?:,1. Cósmido.,2. Virus.,3. Fago.,4. Operón.,4,2019
"99. La fructosa 2,6-bisfosfato:","1. Promueve la actividad de la fructosa 1,6bisfosfatasa promoviendo la glucólisis.",2. Inhibe la actividad de la fosfofructoquinasa-1 inhibiendo la glucólisis.,"3. Tiene un papel principal en la regulación de la glucólisis, pero no de la gluconeogénesis.",4. Tiene un papel principal en la regulación tanto de la glucólisis como de la gluconeogénesis.,4,2019
100. ¿Qué enzima es inhibida por malonil-CoA para evitar que se oxiden ácidos grasos de forma simultánea a su biosíntesis?:,1. La carnitina aciltransferasa I.,2. La acil-CoA deshidrogenasa.,3. La enoil-CoA hidratasa.,4. La tiolasa.,1,2019
101. La gluconeogénesis es una ruta metabólica que:,1. Conduce a la síntesis mitocondrial de glucosa a partir de acetil-CoA en mamíferos.,2. Utiliza exactamente las mismas enzimas que la glucólisis actuando en sentido contrario.,3. Consume una cantidad de energía metabólica considerablemente mayor que la generada por la glucólisis.,"4. Es de naturaleza catabólica, aunque genera menor cantidad de ATP que del ciclo de ácido cítrico.",3,2019
102. ¿Qué tipo de inhibidor enzimático AUMENTA la Km y NO varía la Vmax?:,1. Inhibidor reversible no competitivo.,2. Inhibidor reversible competitivo.,3. Inhibidor reversible acompetitivo.,4. Inhibidor irreversible.,2,2019
103. La anhidrasa carbónica:,1. Es una enzima extracelular.,2. Cataliza la conversión de ácido carbónico en CO2 y agua.,3. Tiene un número de recambio muy bajo.,4. Cataliza la reacción de conversión de H2CO3 en HCO3- y H+.,2,2019
"104. Respecto de las RNA polimerasas de eucariotas, ¿Cuál de estas afirmaciones es INCORRECTA?:",1. La RNApol I transcribe los precursores de la mayoría de rRNA.,2. La RNApol II transcribe los precursores de los mRNA.,3. La RNApol III transcribe los precursores de los tRNA.,4. La RNApol IV transcribe los precursores de los snRNA y el rRNA 5S.,4,2019
105. Las enzimas denominadas proteasas:,1. Hidrolizan enlaces glicosídicos en las proteínas.,2. Catalizan la rotura hidrolítica de enlaces peptídicos en las proteínas.,3. Catalizan la rotura hidrolítica de los puentes disulfuro en las proteínas.,4. Hidrolizan enlaces fosfoéster en las proteínas.,2,2019
178. Las hélices  de las proteínas se deben a:,1. La formación de puentes de hidrógeno intramoleculares entre residuos próximos entre sí.,2. Una organización al azar.,3. La formación de puentes de hidrógeno intermoleculares entre residuos próximos entre sí.,4. A la ausencia de puentes de hidrógeno intero intramoleculares.,1,2019
179. Las enzimas alteran:,1. Las velocidades de reacción y los equilibrios.,2. Las velocidades de reacción pero no los equilibrios.,3. Únicamente los equilibrios de la reacción.,4. La afinidad por los sustratos.,2,2019
180. ¿Cuál de las siguientes biomoléculas contiene cobre en el centro activo?:,1. Alcohol deshidrogenasa.,2. Ascorbato oxidasa,3. Anhidrasa carbónica.,4. Vitamina B12.,2,2019
181. ¿Cuál de los siguientes iones metálicos pueden hallarse en los centros activos de las enzimas superóxido dismutasas?:,1. Mn3+.,2. Mg2+.,3. Cr3+.,4. Co3+.,1,2019
