Question,Option_1,Option_2,Option_3,Option_4,RC,year
20. La succión mamaria inhibe:,1. La secreción adenohipofisaria de prolactina.,2. La secreción neurohipofisaria de oxitocina.,3. La secreción hipotalámica de dopamina.,4. La galactopoyesis.,3,2022
21. En la regulación de la ingesta:,1. El neuropéptido Y estimula el apetito.,2. La ghrelina es una anorexina.,3. La leptina es una orexina.,4. Las neuronas del hipotálamo ventromedial actúan como centro del hambre.,1,2022
22. Con respecto a la saliva:,1. Las concentraciones iónicas se mantienen constantes independientemente del flujo de secreción.,2. Los acinos producen una secreción primaria cuya composición ióni ca es parecida a la del líquido extracelular.,"3. En condiciones, tanto de reposo como de máxima salivación, sodio y cloro están en concentraciones mayores que las plasmáticas.",4. Las concentraciones de potasio y bicarbonato son siempre menores a las plasmáticas.,2,2022
23. La onda alcalina postpandrial o “marea/oleada alcalina” se produce por:,1. La  reabsorción de bicarbonato durante  la se creción de ácido clorhídrico.,2. La inhibición de la anhidrasa carbónica en las células parietales u oxínticas.,3. La producción de pepsina en las células principales o peptídicas.,"4. La acción de inhibidores de la bomba de protones, como el omeprazol, en las células parietales u oxínticas.",1,2022
"24. Sobre la secreción pancreática, puede afirmarse que:",1. La secretina estimula en los acinos pancreáticos la secreción enzimática.,2. La colecistoquinina o CCK estimula en los conductos pancreáticos la secreción de agua y bicarbonato.,3. Su principal componente es el pepsinógeno que se activa a pepsina.,4. La enterocinasa o enteropeptidasa intestinal convierte el tripsinógeno inactivo en tripsina activa.,4,2022
25. El transportador PepT1 dependiente de H + d e los enterocitos transporta:,1. Proteínas no digeridas.,2. Oligopéptidos y algunos antibióticos.,3. Aminoácidos libres.,4. Polipéptidos.,2,2022
26. El flujo sanguíneo renal:,1. Es inversamente proporcional a la presión hidrostática en la arteria renal.,2. Es independiente de la presión arterial.,3. Es muy inferior en la vasa recta en comparación con la corteza renal.,4. Aumenta tras estimulación simpática.,3,2022
"27. En relación con la perme abilidad al agua en el túbulo colector de las nefronas, es FALSO que:",1. Es proporcional a la concentración plasmática de hormona antidiurética (ADH).,2. Es proporcional a la permeabilidad al agua en el asa de Henle.,3. Es controlada por la inserción regulada de acuaporina 2 (AQP2) en la membrana apical de las células tubulares.,4. Permite controlar la concentración/dilución de la orina excretada.,2,2022
28. La excreción renal  de una sustancia:,1. Es igual a la tasa de filtración glomerular.,2. Es independiente de la tasa de filtración glomerular.,3. Es igual a la cantidad filtrada menos la cantidad reabsorbida más la cantidad secretada.,4. Aumenta con la disminución de la tasa de filtración glomerular.,3,2022
29. En relación con el Asa de Henle de las nefronas:,"1. La rama ascendente gruesa es permeable para el NaCl, la urea y el agua.","2. La rama ascendente fina es permeable para el NaCl y la urea, pero no para el agua.","3. La rama ascendente fina es impermeable para el NaCl, la urea, y el agua.",4. Los procesos de transporte en el Asa de Henle no están relacionados con los del túbulo colector de la nefrona.,2,2022
30. En relación con el man ejo renal del potasio:,1. La mayor parte del potasio filtrado en el glomérulo se reabsorbe en el túbulo proximal de la nefrona.,2. La regulación de la secreción de potasio tiene lugar en el túbulo proximal de la nefrona.,"3. La regulación de la secreción de potasio ocurre, por cotransporte con sodio, en la porción gruesa ascendente del Asa de Henle.",4. La concentración de potasio plasmático es regulada por el factor natriurético.,1,2022
31. ¿Cuántas moléculas de oxígeno pueden ser transportados por cada molécula de hemoglobina?:,1. 2.,2. 4.,3. 8.,4. 16.,2,2022
32. La fórmula de la hemoglobina fetal es:,1. α2β2.,2. α2ϵ2.,3. α2ү2.,4. α2β2ү2.,3,2022
33. ¿Cuál es la osmolarida d (mOsm/L) de una solución que contiene NaCl 150 milimolar y KCl100 milimolar?:,1. 250.,2. 300.,3. 500.,4. 600.,3,2022
34. ¿Qué vía de coagulación comienza con el factor de contacto o factor XII?:,1. Vía intrínseca.,2. Vía extrínseca.,3. Vía común.,4. Fibrinolisis.,1,2022
35. El hierro liberado de los hematíes destruidos o viejos es transportado por:,1. Apoferritina.,2. Hemosiderina.,3. Ferritina.,4. Transferrina.,4,2022
36. La presión transpulmonar es la diferencia entre:,1. La presión alveolar y la presión pleural.,2. La presión alveolar y la presión pulmonar.,3. La presión atmosférica y la presión alveolar.,4. La presión de espiración y la presión transmural.,1,2022
37. Se denomina volumen residual a:,1. El volumen de aire que queda en los pulmones después de una espiración forzada.,2. El volumen adicional de aire que se puede inspirar mediante una inspiración forzada.,3. El volumen adicional de aire que se puede espirar mediante una espiración forzada.,4. El volumen de reserva inspiratoria más el volumen de reserva espiratoria.,1,2022
38. La sustancia tensoactiva pulmonar es producida por:,1. Células epiteliales del bronquiolo.,2. Células alveolares (o neumocitos) tipo II.,3. Macrófagos alveolares.,4. Linfocitos.,2,2022
39. Los cuerpos carotíde o y aórtico son quimiorreceptores periféricos que responden a los cambios de:,"1. Po2, Pco2 y pH.",2. Presión arterial y frecuencia respiratoria.,3. Solo a los cambios de Pco2.,4. Solo a los cambios de Po2.,1,2022
40. El reflejo inhibidor de la inspiración de HeringBreuer se estimula ante:,1. Aumento de la frecuencia cardíaca.,2. Aumento del volumen pulmonar.,3. Disminución de la frecuencia respiratoria.,4. Disminución del volumen corriente.,2,2022
"4 1 .  En  el  humano , ¿qué  capas conforman el  disco embrionario en la segunda semana de desarrollo?:","1. Ectodermo, mesodermo y endodermo.",2. Epiblasto e hipoblasto.,3. Ectodermo y endodermo.,4. Epiblasto.,2,2022
42. ¿Qué es un teratoma?:,1. El tumor más frecuente en los recién nacidos.,2. Un tumor producido por la alteración de la gastrulación.,3. Un tumor derivado exclusivamente del epiblasto.,4. Un tumor derivado del tejido placentario.,0,2022
43. En el ser humano ¿cuál de las siguientes estructuras deriva del ectodermo?:,1. Páncreas.,2. Glándulas mamarias.,3. Riñón.,4. Corazón.,2,2022
44. En el ser humano ¿cuál de las siguientes estructuras deriva del metencéfalo?:,1. El bulbo raquídeo.,2. El tálamo.,3. La hipófisis.,4. El cerebelo.,4,2022
45. En el ser humano ¿dó nde tiene lugar la fecundación normalmente?:,1. En la ampolla de la trompa uterina.,2. En el istmo de la trompa uterina.,3. En el útero.,4. En el cérvix.,1,2022
46. ¿Cuál de las siguientes funciones NO es propia de las mitocondrias?:,1. Biosíntesis de aminoácidos.,2. Fosforilación oxidativa y síntesis de ATP.,3. Homeostasis de especies reactivas de oxígeno (ROS).,4. Modificaciones postraduccionales de proteínas de la vía secretora (glucosilaciones y puentes disulfuro).,4,2022
47. ¿Por medio de qué meca nismo se acidifica el lumen de los lisosomas y de las vacuolas?:,1. Por medio de difusión facilitada de iones.,2. Por medio de una bomba de protones.,3. Por la bomba Na+/K+.,4. Por la bomba de Ca2+.,2,2022
48. ¿En qué etapa del ciclo celular se produce la replicación del material genético en células eucariotas?:,1. Durante la fase G1.,2. Durante la fase S.,3. En la profase.,4. En la prometafase.,2,2022
49. ¿Cómo transmiten la señal los receptores de membrana acoplados a proteínas G?:,1. El ligando se une al receptor de siete dominios transmembrana que está asociado a una proteína G heterotrimérica.,"2. Sus ligandos, de naturaleza hidrofóbica, atraviesan directamente la membrana activando a una pequeña GTPasa intracelular.",3. El ligando extracelular se une al receptor con actividad tirosina cinasa que está asociado a una proteína G.,"4. El propio receptor, tras su unión a ligando, hidroliza GTP y transmite la señal al siguiente efector.",1,2022
50. Las microvellosidades:,1. Son anexos cutáneos de queratina.,2. Contienen filamentos de actina.,3. Intervienen en la transición epiteliomesénquima.,4. Intervienen en el movimiento ameboideo.,2,2022
51. Las chaperonas moleculares intervienen en:,1. El plegamiento de proteínas.,2. La fusión de vesículas sinápticas.,3. El bloqueo de filamentos de actina.,4. La organización de los centrómeros.,1,2022
52. El flujo coronario durante la sístole:,1. Es MAYOR en el endocardio.,2. Es MAYOR en las venas de Tebesio.,3. Es MAYOR en el epicardio.,4. Es MENOR en el endocardio.,4,2022
53. En relación a los receptores acoplados a proteína G:,1. Son transportadores iónicos.,2. Pueden activar el aumento de AMPc en el citosol.,3. Dependen de ATP para su activación.,4. Una de las subunidades de la proteína G es una adenilato ciclasa.,2,2022
54. La proteína del retinoblastoma (Rb):,1. Activa la transición de G2 a M.,2. Es una proteína supresora de tumores.,3. Inactiva la cinasa dependiente de la ciclina D.,"4. Bloquea p53, favoreciendo la progresión del ciclo celular.",2,2022
55. Las estructuras denominadas conexones son propias de:,1. Las uniones ocluyentes o uniones estrechas (zonula occludens).,2. Las uniones adherentes tipo cinturones de adhesión (zonula adherens).,3. Las uniones de hendidura o nexos.,4. Los contactos o adhesiones focales.,3,2022
56. ¿Cuál de los siguientes órganos está revestido por un epitelio cilíndrico simple?:,1. El intestino.,2. El esófago.,3. La vejiga urinaria.,4. Los alveolos pulmonares.,1,2022
57. Los denominados “grupos isógenos o isogénicos” son propios:,1. Del tejido conjuntivo fibrilar denso.,2. Del tejido cartilaginoso.,3. Del tejido óseo.,4. Del tejido adiposo pardo.,2,2022
58. ¿Cuál de los siguientes tipos celulares del tejido conjuntivo proceden de monocitos sanguíneos?:,1. Las células plasmáticas.,2. Los adipocitos.,3. Los macrófagos.,4. Las células cebadas o mastocitos.,3,2022
59. ¿Cuál de las siguientes células suele tener más de un núcleo celular?:,1. Células de la capa germinal del epitelio de la piel.,2. Células musculares lisas.,3. Osteoclastos.,4. Pericitos.,3,2022
"60. En el ovario, el folículo de Graaf dispone de una membrana basal que separa:",1. La granulosa de la teca interna.,2. La teca interna y la externa.,3. El ovocito de las células de la granulosa.,4. El cumulus ooforus del antro folicular.,1,2022
61. El epitelio de la nasofaringe es:,1. Poliestratificado con células caliciformes.,2. Plano y ciliado.,3. Pseudoestratificado con queratina.,4. Pseudoestratificado y ciliado.,4,2022
62. Las células que rodean a las neuronas de los ganglios nerviosos se denominan:,1. Células de Schwann.,2. Oligodendrocitos.,3. Células satélite.,4. Astrocitos.,3,2022
63. Una función de los astrocitos es:,1. Actuar como trasmisor.,2. Dar soporte estructural y metabólico a la neurona.,3. Formar sinapsis.,4. Contener enzimas para degradar la neurona en caso de fallo funcional.,2,2022
64. Los capilares sanguíneos están compuestos por:,1. Una capa de células mesenquimales.,2. Varias capas de células endoteliales.,3. Una capa de células endoteliales y otra de células musculares lisas.,4. Una capa de células endoteliales y una lámina basal.,4,2022
65. El endocardio se compone de:,1. Un epitelio simple escamoso y una capa de tejido conectivo.,2. Un epitelio simple cilíndrico y una capa de células musculares lisas.,3. Un epitelio simple cilíndrico ciliado y una capa de células musculares estriadas.,4. Una capa de células endoteliales que descansa directamente sobre el miocardio.,1,2022
66. Los cordones de Billroth son propios de:,1. Hígado.,2. Bazo.,3. Testículo.,4. Glándula adrenal.,2,2022
67. Los acúmulos de nódulos linfoides del íleon se denominan:,1. Glándulas de Brunner.,2. Placas de Peyer.,3. Células de Paneth.,4. Criptas de Lieberkühn.,2,2022
"68. Los cromosomas que presentan el centrómero descentrado, entre el centro y el extremo, con un brazo ligeramente más largo que el otro, se denominan:",1. Metacéntricos.,2. Submetacéntricos.,3. Telocéntricos.,4. Acrocéntricos.,2,2022
"69. Los organismos de una especie dada tienen un número diploide igual a 18. En esta especie, ¿cuántos cromosomas tendría un individuo triploide?:",1. 17.,2. 19.,3. 27.,4. 36.,3,2022
70. La síntesis de la cadena de ADN complementaria de la cadena de ADN molde durante el proceso de replicación se produce:,1. Siempre en dirección 5’3’.,2. Siempre en dirección 3’5’.,3. La dirección de síntesis depende del tipo de polimerasa.,4. La dirección de síntesis es específica en cada organismo.,1,2022
"71. Para ser efectiva, una terapia génica de sustitución debe asegurar que el gen sano se introduzca en la célula objetivo y:",1. Destruya el gen endógeno defectuoso.,2. Produzca la cantidad correcta de la proteína deseada normal.,3. Se una al ARN mensajero celular.,4. Se inserte en la mitocondria.,2,2022
72. La fibrosis quística es un trastorno genético ocasionado por mutaciones en:,"1. El gen PAH, que codifica una enzima que convierte la fenilalanina en tirosina.",2. El gen HEXA que genera una deficiencia importante de la enzima hexosaminidasa A (hex A).,"3. El gen CFTR, que codifica un canal del cloruro localizado en la membrana apical de algunas células epiteliales.",4. El gen SERPINA1 que genera deficiencia de la enzima α1-antitripsina (α1AT).,3,2022
73. La expresión fenotípica de un carácter hereditario depende del:,1. Genotipo exclusivamente.,2. Genotipo y tamaño de la población.,3. Genotipo y ambiente.,"4. Genotipo, ambiente y tamaño de la población.",3,2022
74. El test de Ames se utiliza para:,1. Medir la frecuencia con que revierte una mutación.,2. Medir la intensidad de la radiación ultravioleta.,3. Detectar la capacidad reparadora de una sustancia.,4. Detectar la mutagenicidad de una sustancia.,4,2022
75. La acción de la telomerasa:,1. Contrarresta el acortamiento replicativo de los cromosomas.,2. Favorece el envejecimiento del genoma.,3. Escinde los telómeros al final de la fase S del ciclo celular.,4. Sólo tiene lugar en las células germinales.,1,2022
76. La presencia de codones de fin de mensaje prematuros en un ARN mensajero eucariótico:,1. Favorece los procesos de splicing alternativo.,2. Impide la terminación de su transcripción.,3. Produce proteínas más estables.,4. Induce su rápida degradación.,4,2022
77. Un desoxinucleótido está formado por:,"1. Una base nitrogenada, un azúcar de cinco carbonos y un ácido fosfórico.","2. Una base hidrogenada, una pentosa y un ácido fosfórico.","3. Una base nitrogenada, una hexosa y un ácido fosfórico.","4. Dos bases nitrogenadas, un azúcar de cinco carbonos y un ácido fosfórico.",1,2022
78. El nucleosoma está compuesto por:,"1. Dos copias de cada una de las histonas H2A, H2B, H3 y H4 y 1470 pb de ADN.","2. Cuatro copias de cada una de las histonas H2A, H2B, H3 y H4 y 147 pb de ADN.","3. Dos copias de cada una de las histonas H2A, H2B, H3 y H4 y 147 pb de ADN.","4. Cuatro copias de cada una de las histonas H2A, H2B, H3 y H4 y 1470 pb de ADN.",3,2022
79. La ARN-Polimerasa I transcribe los genes ribosomales:,"1. 5s, 18s y 28s.","2. 5.8s, 18s y 28s.","3. 8s, 18s y 28s.","4. 8.5s, 18s y 28s.",2,2022
80. La enzima ADN ligasa:,1. Sintetiza el ARN iniciador.,2. Desenrolla la doble hélice de ADN.,3. Escinde los fragmentos de Okazaki.,4. Une los fragmentos de Okazaki.,4,2022
81. La doble hélice de ADN tiene un diámetro de:,1. 2 nanómetros.,"2. 3,4 nanómetros.",3. 20 nanómetros.,4. 34 nanómetros.,1,2022
82. La hemofilia A es un tipo de enfermedad:,1. Ligada al cromosoma Y.,2. Ligada al cromosoma X.,3. Con impronta paterna.,4. Con impronta materna.,2,2022
83. La monosomía consiste en:,1. Pérdida de un cromosoma.,2. Ganancia de un cromosoma.,3. Pérdida de un par de cromosomas homólogos.,4. Ganancia de un par de cromosomas homólogos.,1,2022
84. ¿Cuál de las siguientes mutaciones se clasificaría como una transición?:,1. CGA a AGA.,2. CGA a CCA.,3. CGA a CGT.,4. CGA a CGG.,4,2022
"85. El hijo de una pareja en la que el grupo sanguíneo de la madre es A y el del padre es B, podrá ser:",1. Exclusivamente grupo AB.,2. Exclusivamente grupo A o grupo B.,"3. Sólo grupo A, grupo B o grupo AB.","4. Grupo A, grupo B, grupo AB o grupo 0.",4,2022
86. Una persona con 45 cromosomas tiene una:,1. Euploidía.,2. Aneuploidía.,3. Monoploidía.,4. Trisomía.,2,2022
87. La telomerasa:,1. Degrada el ADN de los telómeros.,2. Sintetiza ADN en los telómeros sin emplear molde.,3. Sintetiza ADN en los telómeros usando ADN como molde.,4. Sintetiza ADN en los telómeros usando ARN como molde.,4,2022
88. Una ribozima es:,1. Un complejo formado por ARN y proteínas.,2. Un ARN que codifica una proteína con funciones enzimáticas.,3. Una molécula de ARN con funciones catalíticas.,4. Una proteína que degrada moléculas de ARN.,3,2022
89. Si la temperatura de fusión o desnaturalización (Tm) de una muestra de ADN (A) es mayor que la de una muestra (B) significa que:,1. La muestra A es más rica en pares AT que la muestra B.,2. La muestra A es más rica en pares GC que la muestra B.,3. El contenido de pares AT es similar en ambas muestras.,4. El contenido de pares GC es similar en ambas muestras.,2,2022
90. ¿Cuántas moléculas de ADN contiene una célula diploide 2n=36 durante la fase G1 del ciclo celular?:,1. 18.,2. 36.,3. 72.,4. 108.,2,2022
91. La memoria inmunológica se debe a la presencia de:,1. Células NK.,2. Linfocitos inmaduros.,3. Neutrófilos.,4. Linfocitos sensibilizados a antígenos.,4,2022
92. ¿Los macrófagos producen quimiocinas?:,"1. Los macrófagos NO producen quimiocinas, sólo pueden producirlas las células epiteliales.","2. SÍ, es una de sus respuestas.",3. NO se sabe.,4. Sólo en estado de salud.,2,2022
93. ¿Cuál es uno de los ma rcadores más característicos de las células B?:,1. CD14.,2. CD32.,3. CD19.,4. CD38.,3,2022
"94. En los linfocitos T, los dominios ITAM:",1. Se encuentran en las cadenas alfa y beta del TCR.,2. Intervienen en la adherencia celular.,3. Se fosforilan por la acción de tirosina cinasas.,4. Están en el dominio extracelular de las cadenas de CD3.,3,2022
95. ¿Cuál es el ligando de la molécula CD40L presente en los linfocitos T?:,1. CD4.,2. CD8.,3. CD40.,4. CD56.,3,2022
96. ¿Cuál de estas moléculas es producida por linfocitos T principalmente?:,1. Interferón beta.,2. Interleucina 1.,3. Componente 1 del complemento.,4. Interferón gamma.,4,2022
97. ¿Qué receptor tipo To ll (TLR) tiene como ligando ácidos nucleicos?:,1. TLR2.,2. TLR4.,3. TLR5.,4. TLR9.,4,2022
98. ¿Qué técnica permite cuantificar antígenos o inmunoglobulinas solubles en el plasma?:,1. ELISA.,2. Inmunocitoquímica.,3. ELISpot.,4. RNAseq.,1,2022
99. ¿Qué célula de linaje mieloide generalmente está presente en la sangre?:,1. Linfocito T.,2. Célula plasmática.,3. Basófilo.,4. Macrófago.,3,2022
100. ¿Qué tipo de linfoc itos reconocen preferentemente péptidos unidos al complejo mayor de histocompatibilidad tipo I (MHC-I)?:,1. Linfocitos T CD4.,2. Células NK.,3. Linfocitos T CD8.,4. Linfocitos B.,3,2022
101. ¿Qué característica N O es propia de la inmunidad adaptativa?:,1. Tener memoria.,2. Se desencadena en pocas horas.,3. Presentar expansión clonal.,4. Ser muy específica.,2,2022
102. ¿Cómo se denomina al injerto trasplantado entre dos sujetos con una composición génica idéntica?:,1. Autógeno.,2. Alógeno.,3. Xenógeno.,4. Singénico,4,2022
103. ¿Qué inmunoglobulina carece de región bisagra?:,1. IgA.,2. IgM.,3. IgG.,4. IgD.,2,2022
104. ¿Qué anticuerpo contiene principalmente la leche materna:,1. IgD.,2. IgM.,3. IgA.,4. IgE.,3,2022
105. ¿Cuál de los siguie ntes receptores NO se encuentra en la superficie celular (membrana plasmática) de los macrófagos?:,1. TLR1.,2. TLR4.,3. TLR5.,4. TLR7.,4,2022
"106. El paso de los anticuerpos maternos al feto, que permite a los recién nacidos combatir las infecciones, se considera:",1. Inmunización pasiva.,2. Inmunización adaptativa humoral.,3. Inmunización activa.,4. Inmunización mixta.,1,2022
"107. Con respecto a la respuesta inmunitaria adaptativa, cuando decimos que una de sus características es la “diversidad o variabilidad” hacemos referencia a que:",1. Aumenta el número de linfocitos específicos frente al antígeno capaces de controlar a los microorganismos.,2. Aumenta la capacidad de combatir infecciones repetidas por varios patógenos.,3. Capacita al sistema inmunitario para responder a una gran variedad de antígenos (microbianos o no).,4. Asegura que la respuesta inmunitaria frente a un antígeno (microbiano o no) se dirija a ese antígeno.,3,2022
108. ¿En las fases de la respuesta inmunitaria adaptativa qué proceso media en la contención de los linfocitos implicados?:,1. Reconocimiento de antígeno.,2. Expansión clonal.,3. Apoptosis.,4. Diferenciación.,3,2022
"109. En la respuesta inmuni taria innata, los receptores para el reconocimiento del patrón se activan tras asociación a:",1. Citocinas del patógeno.,2. PRAP del microrganismo.,3. PRR del microorganismo.,4. PMAP (o PAMP) en el agente patógeno.,4,2022
"110. Las células B productoras de anticuerpos con mayor afinidad se unen preferentemente al antígeno y, como resultado de la selección, se convierten en los linfo citos B dominantes en cada exposición posterior al antígeno, lo que respecto de las inmunoglobulinas genera:",1. La maduración de afinidad del anticuerpo.,2. El cambio de isotipo.,3. La agregación de Ig en la equivalencia.,4. La mejora de la diversidad.,1,2022
111. Las interacciones ant ígeno-anticuerpo son:,1. De tipo covalente.,2. Irreversibles.,3. No covalentes y reversibles.,4. Puentes de hidrógeno exclusivamente.,3,2022
112. ¿En qué células se ex presa la molécula complejo mayor de histocompatibilidad de clase I (MHC I) en el ser humano?:,1. En los eritrocitos.,2. En la mayoría de las células nucleadas del organismo y en los eritrocitos.,3. En las células del sistema inmune exclusivamente.,4. En la mayoría de las células nucleadas del organismo.,4,2022
113. ¿Qué reconocen los receptores de reconocimiento de patrón?:,1. Receptores tipo Toll (TLRs) y tipo NOD (dominio de oligomerización de nucleótidos).,2. Células B y T activas.,3. Componentes moleculares conservados asociados al sistema inmune innato.,4. Componentes moleculares conservados asociadas a patógenos.,4,2022
114. ¿Qué función tienen las opsoninas?:,1. Disminuyen la fagocitosis.,2. Marcan microbios para ser fagocitados.,3. Inhiben el complemento.,4. Marcan células no apoptóticas.,2,2022
115. ¿Cuáles son las tres etapas de la teoría de inmunoedición del cáncer?:,"1. Eliminación, equilibrio y escape.","2. Citotoxicidad, fagocitosis y activación de macrófagos M1.","3. Citotoxicidad, fagocitosis y activación de macrófagos M2.","4. Inducción, protección y escape.",1,2022
116. ¿Cuál de las siguientes interacciones es CIERTA?:,1. CXCL8 en endotelio-CXCR3 en neutrófilos.,2. CXCL8 en plaquetas-ICAM-1 en endotelio.,3. CR3 en neutrófilos-ICAM-1 en endotelio.,4. CD31 en endotelio-LFA-1 en neutrófilos.,3,2022
117. La función de las células NK uterinas es:,1. Defender al feto vía adaptativa frente a infecciones durante el embarazo.,2. Colaborar con las células fetales trofoblásticas para defender de infecciones al feto.,3. Controlar la invasión de las arterias espirales por las células trofoblásticas extravillosas.,4. Expresar HLA de clase I para interaccionar con las células trofoblásticas.,3,2022
118. ¿Qué patología es una enfermedad autoinmune órgano-específica?:,1. Artritis reumatoide.,2. Esclerodermia.,3. Tiroiditis de Hashimoto.,4. Lupus eritematoso.,3,2022
119. La inducción de diferenciación a los distintos subtipos funcionales de linfocitos CD4 + e s t á condicionada a la presencia en el medio de determinadas citocinas. S eñalar la asociación CORRECTA:,1. IL-12 e IFNγ inducen diferenciación a TH1.,2. IL-5 e IFNα o IFNβ inducen diferenciación a TH2.,3. IL-6 e IL-17 inducen diferenciación a TH17.,4. TGFβ e IL-6 inducen diferenciación a Treguladoras.,1,2022
120. ¿La agammaglobulinemia ligada al cromosoma X es?:,1. Una inmunodeficiencia común variable.,2. Una enfermedad granulomatosa crónica.,3. Una inmunodeficiencia primaria.,4. Una inmunodeficiencia adquirida.,3,2022
121. Una característica fundamental en los estudios de cohortes es que:,1. Estiman el número de eventos nuevos de salud en un tiempo determinado.,"2. La exposición al factor de interés no es asignada por el investigador y, en general, viene dada de antemano.",3. A cada uno de los sujetos de estudio se le asigna aleatoriamente la dosis de exposición al factor de interés.,4. Los sujetos son seleccionados en base a si tienen o no un estado particular de salud.,2,2022
"122. En un diagrama de cajas (“Box-plot” o “Boxand-Whisker plot”) que usamos para describir un conjunto de valores cuantitativos, los valores que delimitan la caja central son:",1. La mediana y el cuantil 95%.,2. Los límites del intervalo de confianza para la media al 95%.,3. La media más/menos el rango intercuartílico.,4. El primer y tercer cuartil.,4,2022
123. La distribución de probabilidad que es necesario usar para calcular el intervalo de confianza de la varianza de una población normal es:,1. La distribución normal.,2. La distribución t de Student.,3. La distribución ji(chi)-cuadrado.,4. La distribución uniforme.,3,2022
124. El gráfico adecuado para representar las frecuencias de una variable cuantitativa continua que hemos agrupado en intervalos de distinta longitud es:,1. Un diagrama de barras.,2. Un gráfico de tarta.,3. Un histograma.,4. Un diagrama de cajas (“Box-plot”).,3,2022
