Question,Option_1,Option_2,Option_3,Option_4,RC,year
57. El conducto toráci co drena la linfa en:,1. La vena yuxtaglomerular derecha.,2. La vena subclavia izquierda.,3. La arteria subaracnoidea.,4. La arteria linfática prefrontal.,2,2022
58. Los órganos accesorio s de reproducción masculinos derivan de:,1. Los conductos wolffianos (mesofrénicos).,2. Los conductos mullerianos (paramesofrénicos).,3. Los conductos seminíferos (paramesentéricos).,4. Los conductos antimullerianos (paramesofrénicos).,1,2022
59. La síntesis y liberaci ón de aldosterona ocurren:,1. En la zona glomerular suprarrenal y están reguladas por la angiotensina I.,2. En la zona glomerular suprarrenal y están reguladas por la angiotensina II.,3. En la zona fasciculada suprarrenal y están reguladas por la angiotensina II.,4. En la zona fasciculada suprarrenal y están reguladas por la angiotensina I.,2,2022
60. ¿Cuál es el orden correcto de maduración de la línea mieloide?:,"1. Promielocito, metamielocito, mielocito, cayado.","2. Promielocito, mielocito, metamielocito, cayado.","3. Mielocito, promielocito, metamielocito, cayado.","4. Metamielocito, promielocito, mielocito, cayado.",2,2022
"61. ¿Qué entidad hematológica cursa con una cifra elevada de hematíes, hemoglobina en rango normal o muy próximo a este, y un volumen corpuscular medio (VCM) bajo?:",1. Drepanocitosis.,2. Policitemia vera.,3. Talasemia menor.,4. Anemia ferropénica.,3,2022
62. La presencia en sangre periférica de una cifra anormalmente elevada de linfocitos pequeños con cromatina en “caparazón de tortuga” o “grumelée” es típica de la siguiente neoplasia linfoide:,1. Linfoma-leucemia de Burkitt.,2. Linfoma del manto.,3. Leucemia linfática crónica.,4. Leucemia prolinfocítica B.,3,2022
"63. Los hematíes que presentan formas irregulares, con espículas alargadas repartidas de forma asimétrica por la superficie, y que aparecen en pacientes con hepatopatía grave se denominan:",1. Equinocitos.,2. Drepanocitos.,3. Esquistocitos.,4. Acantocitos.,4,2022
64. Señale la respuesta correcta respecto al impacto de las interferencias preanalíticas en los resultados de las pruebas de coagulación:,"1. Cuando existe hemoglobina libre después de la centrifugación se altera la línea de base detectada por el analizador, debido a la disminución de absorbancia de la misma a las longitudes de onda usadas en los métodos coagulométricos.","2. La liberación de moléculas citoplasmáticas y de moléculas de membrana pueden activar la coagulación y las plaquetas, generando un sesgo en los resultados del análisis por activación temprana de la coagulación o por consumo de factores de coagulación.",3. La hemólisis de la muestra raramente se debe a problemas en la toma de muestras.,"4. Aunque la interferencia por hiperbilirrubinemia se debe a un solapamiento espectral, en el caso de la hipertrigliceridemia la turbidez de la muestra no afecta a la dispersión de la luz.",2,2022
65. Señale la afirmación cierta para la tricoleucemia o leucemia de células peludas clásica:,1. Es una neoplasia de linfocitos T.,2. Es frecuente en niños.,3. Cursa con monocitopenia.,4. Las células presentan un citoplasma altamente basófilo.,3,2022
66. ¿En cuál de las siguientes entidades hematológicas encontraremos macrotrombocitos?:,1. Trombocitopenia asociada al gen MYH9.,2. Anemia megaloblástica.,3. Anemia aplásica.,4. Leucemia linfoide crónica.,1,2022
67. Un bloqueo cardiaco de primer grado se caracteriza porque:,1. El intervalo PR del electrocardiograma está alargado.,"2. Resulta esencial tratarlo con verapamilo, el antiarrítmico de elección en estos casos.",3. La onda T del electrocardiograma está invertida.,4. La onda P del electrocardiograma solamente en ocasiones va seguida de un complejo QRS.,1,2022
68. Señale la afirmación correcta en relación con la degeneración macular asociada a la edad (DMAE) de tipo exudativo o húmeda:,"1. La única alternativa disponible para tratarla es el uso de vitaminas C, E y zinc para retrasar su aparición.",2. Se inicia por acumulación de depósitos extracelulares denominados drusas.,"3. Es una enfermedad típica de personas jóvenes, entre 20 y 30 años.",4. Los factores de crecimiento vascular endotelial (VEGF) tienen un papel central en su desarrollo.,4,2022
69. ¿Cuál de las siguientes afirmaciones es correcta en relación a los diferentes tipos de shock?:,"1. En un shock séptico refractario, emplear vasopresina por su acción agonista del receptor V1 podría resultar una opción adecuada.","2. Tras una hemorragia masiva, lo más probable es encontrarnos ante un shock distributivo.",3. La noradrenalina se utiliza frecuentemente en los estados de shock para aumentar la frecuencia cardíaca.,"4. En un shock cardiogénico no hay manifestaciones de isquemia tisular, como es el aumento de lactato en sangre, a diferencia del resto de subtipos.",1,2022
"70. AG es una mujer de 82 años, con antecedentes de hipertensión arterial mal controlada a pesar de recibir tratamiento con ramipril 5 mg cada24 horas, diabetes mellitus tipo 2 insulinodependiente en seguimiento por endocrinología, y reciente diagnóstico de fibrilación auricular apenas sintomática. ¿Qué actitud sería la más adecuada ante este diagnóstico reciente?:",1. Realizar un control de ritmo con fármacos que ralenticen el paso del impulso cardiaco de las aurículas a los ventrículos y un control de la frecuencia con fármacos que intenten revertir el ritmo a un ritmo sinusal.,"2. Dada la edad de la paciente, la actitud más recomendada sería una estrategia conservadora donde no se usen fármacos, priorizando el control del estrés y la modificación del estilo de vida, para mejorar los factores desencadenantes de la fibrilación auricular.",3. La paciente aparentemente cumple criterios para iniciar tratamiento anticoagulante como una de las primeras actitudes a tomar.,4. Es esencial observar el tamaño de las ondas P del electrocardiograma antes de decidir qué hacer.,3,2022
71. Acerca del accidente isquémico transitorio (AIT) es cierto que:,"1. Se trata de una lesión isquémica de menos de24 horas de evolución, detectada radiológicamente (en TC o RMN), sin manifestaciones clínicas, por lo que suele pasar inadvertida para los pacientes.","2. Cuando se diagnostica, es necesario comenzar una triple terapia antiagregante plaquetaria, ya que esta ha demostrado reducir el riesgo de desarrollo posterior de ictus.",3. El factor de riesgo más influyente para desarrollarlo es presentar valores de LDL por encima de los valores de referencia de forma sostenida.,"4. Puede aparecer amaurosis fugax, que consiste en la pérdida transitoria de la visión.",4,2022
72. ¿Cuál de los siguientes trastornos tiene un origen hereditario autosómico dominante?:,1. Distrofia muscular de Duchenne.,2. Hipertermia maligna.,3. Miastenia gravis.,4. Botulismo.,2,2022
73. Con respecto a la forma ción de cálculos renales:,1. El 80% de los cálculos encontrados están compuestos por ácido úrico.,2. Habitualmente la aparición de cálculos de oxalato cálcico se acompaña de niveles altos de citrato en orina.,3. Los cálculos de fosfato amónico y magnésico son típicos de personas con orina alcalina debido a ciertas infecciones del tracto urinario.,"4. Previo al inicio del tratamiento de una leucemia, es importante acidificar la orina para prevenir la formación de cálculos de ácido úrico.",3,2022
74. La fibrosis pulmonar idiopática:,1. Es una enfermedad pulmonar obstructiva.,2. Se diagnostica en la mayoría de los pacientes en la infancia.,3. En la actualidad carece de un tratamiento farmacológico curativo.,4. Puede manifestarse como consecuencia de la utilización de fármacos antagonistas de PD-1.,3,2022
"75. En cuanto a las enfer medades relacionadas con la mielina, indique el enunciado correcto:",1. Los anticuerpos anti-acuaporina 4 (AQP4) son patognomónicos de la esclerosis múltiple.,"2. Una hiponatremia debe corregirse rápidamente, ya que subidas menores a 8 mmoles/L de sodio diarios pueden conducir a un síndrome de desmielinización osmótica.",3. El bloqueo de la vía del complemento o de la señalización de la interleucina 6 son estrategias útiles para tratar la neuromielitis óptica.,4. Actualmente existen disponibles más fármacos para tratar las formas de esclerosis múltiple progresiva primaria que las formas remitentes-recurrentes.,3,2022
"76. ¿Cuál de las siguientes interleucinas (IL) se asocia con la patogenia del asma y, por tanto, es una diana terapéutica en su tratamiento?:",1. IL-1.,2. IL-5.,3. IL-6.,4. IL-17.,2,2022
"77. BT es una paciente mayor que presenta diabetes mellitus tipo 2 en tratamiento con metformina y dapagliflozina, pero no es muy adherente. ¿Cuál de las siguientes complicaciones NO esperaríamos encontrar en ella?:",1. Otitis externa maligna que curse con otalgia y otorrea.,"2. Estado de hiperosmolaridad plasmática, acidosis metabólica y elevación de cuerpos cetónicos.",3. Polineuropatía distal simétrica.,4. Edema macular con reducción de la agudeza visual.,2,2022
"78. Acerca de las hemorragias digestivas, señale la afirmación correcta:","1. Es esperable un descenso de la frecuencia cardiaca, una disminución de la presión arterial, y un descenso de la hemoglobina.",2. La hematemesis es típica de hemorragias digestivas de tubo alto y las melenas de las hemorragias de tubo digestivo bajo.,"3. La hematoquecia puede tener lugar tanto en hemorragias de tubo digestivo alto como en hemorragias de tubo digestivo bajo, si bien es más frecuente en las segundas.",4. La elevación de nitrógeno ureico en sangre es característica de hemorragias de colon debido a la absorción de las proteínas plasmáticas procedentes del sangrado.,3,2022
85. ¿Cuál de las siguientes afirmaciones es correcta con relación al tratamiento de la enfermedad pulmonar obstructiva crónica (EPOC)?:,1. El efecto secundario más frecuente de los agonistas muscarínicos anticolinérgicos es la sequedad bucal.,2. La utilización prolongada de corticoides inhalados se ha asociado con candidiasis orofaríngea y pérdida de densidad ósea.,3. Se recomienda el uso continuado de corticoides orales debido a su buen perfil de seguridad.,4. El papel principal de los corticoides inhalados es emplearse como tratamiento agudo de las exacerbaciones.,2,2022
86. Se presenta el caso de un paciente con enfermedad renal crónica en diá lisis peritoneal y tratamiento con agentes estimulantes de la eritropoyesis. ¿Cuál de las siguientes afirmaciones es correcta?:,"1. No es importante conocer las reservas férricas en médula ósea para asegurar una respuesta adecuada al tratamiento con agentes estimulantes de la eritropoyesis, ya que estos funcionan independientemente de la cantidad de hierro del organismo.",2. La diálisis peritoneal se acompaña de diversas complicaciones metabólicas como la hipoproteinemia.,3. Una de las complicaciones frecuentes de la diálisis es la hipoglucemia.,"4. Cuando utilizamos agentes estimulantes de la eritropoyesis, buscamos conseguir subidas muy rápidas de hemoglobina, por encima de los 3 g/dL al mes.",2,2022
87. ¿Cuál de las siguientes vacunas se formula con agentes atenuados?:,1. Vacuna de la hepatitis B.,2. Vacuna de la fiebre amarilla.,3. Vacuna de la rabia.,4. Vacuna del papilomavirus.,2,2022
"123. La proteína quinasa dependiente de AMP o AMP quinasa, es uno de los principales reguladores de la homeostasis metabólica. En su forma activa, esta enzima produce:",1. La inhibición de la glucolisis y de la glucogenólisis muscular.,2. La inhibición hepática de la lipogénesis y de la colesterogénesis.,3. La activación de la síntesis de ácidos grasos en adipocitos.,4. La activación de la fosfoenolpiruvato carboxiquinasa (PEPCK) y la consiguiente estimulación de la gluconeogénesis hepática.,2,2022
124. Indique cuál de estas etapas del ciclo de Krebs está sometida a regulación alostérica:,1. Isocitrato - α-cetoglutarato.,2. Citrato - isocitrato.,3. Succinil-CoA - succinato.,4. Fumarato - malato.,1,2022
125. ¿Cuál de las siguientes funciones NO la realiza un derivado del isopreno?:,1. Regular el metabolismo del calcio.,2. Provocar la respuesta inflamatoria y fiebre.,3. Estimular la proliferación de la mucosa endometrial del útero.,4. Incrementar la reabsorción de sodio y secreción de potasio.,2,2022
"126. ¿Cuál de las siguientes afirmaciones acerca del ciclo del ácido cítrico, también conocido como ciclo de Krebs o ciclo de los ácidos tricarboxílicos, es correcta?:","1. Es un ciclo reversible, que puede funcionar en ambas direcciones.","2. El calcio (Ca 2+) es un potente inhibidor del ciclo, actuando sobre la isocitrato deshidrogenasa y la α-cetoglutarato deshidrogenasa.","3. La succinil-CoA sintetasa, anclada en la membrana mitocondrial interna, forma parte del complejo II de la cadena de transporte electrónico.","4. El ciclo cataliza la oxidación de acetil-CoA a CO2, generando NADH+H +, FADH 2 y  G T P , aunque la enzima fumarasa no participa en la producción de ninguna de estas moléculas mencionadas.",4,2022
127. ¿Dónde tienen lugar de forma casi exclusiva las reacciones del ciclo de la urea?:,1. En el músculo esquelético.,2. En el hígado.,3. En el riñón.,4. En la mucosa intestinal.,2,2022
"128. Un paciente fue sometido a una pancreaticoduodenectomía (resección completa del duodeno, de la vesícula biliar y de la cabeza del páncreas) hace 6 meses. Ha recibido múltiples ciclos de antibióticos de amplio espectro por haber sido colonizado por una bacteria multirresistente durante el ingreso, y actualmente presenta hematuria. ¿Qué afirmación sería más probable?:","1. Debido a una resección de este tipo y el uso prolongado de antibióticos, la hematuria podría ser secundaria a una deficiencia de naftoquinonas.","2. Debido a la resección parcial del páncreas y total de la vesícula biliar, la hematuria podría ser secundaria a una trombopenia por deficiencia de tocoferol.","3. Debido a la resección duodenal, la hematuria podría ser secundaria a un déficit de absorción de vitamina B12.","4. Debido a la resección duodenal, la hematuria podría ser una de las hemorragias típicas de la púrpura Schoenlein-Henoch, causada por déficit de vitaminas liposolubles.",1,2022
129. Señale qué respuest a es INCORRECTA en relación a los heteropolisacáridos:,1. El ácido hialurónico es el glicosaminoglicano que más comúnmente se encuentra formando la parte glucídica de los proteoglicanos.,2. Los proteoglicanos son heterósidos que presentan un porcentaje mayor de glúcidos que las glucoproteínas.,"3. El fondaparinux es un fármaco anticoagulante que presenta una secuencia heteropolisacarídica semejante a la heparina, a la que se ha añadido un grupo metoxilo.","4. Los glicosaminoglicanos están formados por unidades monosacarídicas distintas, una de las cuales es siempre N-acetilglucosamina o N-acetilgalactosamina.",1,2022
130. ¿En cuál de las siguientes acciones esperaría que un mayor porcentaje de la producción de ATP procediera del sistema oxidativo?:,"1. Esprintar durante un partido de tenis (10 segundos, uso mayoritario de musculatura de miembros inferiores).","2. Realizar una tanda de 30 flexiones (60 segundos, uso mayoritario de musculatura de pecho y miembros superiores).","3. Jugar una partida de ajedrez contra Hans Niemann (30 minutos, sin uso mayoritario de ninguna musculatura).","4. Competir en una prueba de natación de 100 m mariposa (70 segundos, uso de miembros superiores, inferiores y pecho).",3,2022
"131. ¿Con respecto al metabolismo hepático del alcohol (etanol),  qué afirmación es correcta?:",1. Se inicia con una descarboxilación oxidativa catalizada por la enzima alcohol descarboxilasa.,2. Genera un exceso de acetil-CoA que se puede utilizar para la síntesis de ácidos grasos.,3. Provoca un aumento del pH sanguíneo debido a la acción final de la enzima acetaldehído deshidrogenasa.,"4. Para ser metabolizado, se consume NADH y se genera en consecuencia NAD+.",2,2022
132. ¿Qué papel desempeña la apoproteína E en la eliminación de remanentes de quilomicrones y de lipoproteínas de muy baja densidad (VLDL) de la circulación sanguínea?:,1. Favorece la transferenci a de material lipídico de ambas lipoproteínas a las HDL.,2. Es reconocida por los receptores celulares hepáticos que pertenecen a la familia de receptores de lipoproteínas de baja densidad.,3. Actúa como cofactor activador de la lipoproteín lipasa sérica.,4. Estabiliza la estructura de las lipoproteínas y desaparece de ellas por la cesión de ácidos grasos a las células periféricas.,2,2022
"133. En relación a las endonucleasas de restricción, ¿qué afirmación es INCORRECTA?:",1. Reconocen secuencias p alindrómicas; GATC sería un ejemplo de estas.,2. Cortan la molécula de ADN en un sitio preciso.,"3. No se pueden emplear en procesos de clonación debido a su termolabilidad, quedando restringidas a procesos de modificación génica más sencillos.","4. Pueden originar extremos tanto romos como cohesivos, dependiendo de la enzima.",3,2022
"134. En relación con los ARNm policistrónicos, ¿qué afirmación es cierta?","1. A pesar de ser muy largos, codifican una sola proteína.",2. Se sintetizan en el interior del núcleo celular para luego salir de este y traducirse en el citoplasma.,"3. Una de sus características particulares es que son los únicos ARNm donde encontramos codones formados por 4 bases, en lugar de 3.","4. Los podemos encontrar en procariotas y virus, pero no en eucariotas.",4,2022
135. ¿Cuál de las siguientes opciones NO es una mutación puntual en la secuencia de ADN?:,1. Sustitución.,2. Deleción.,3. Inserción.,4. Traslocación.,4,2022
"136. En cuanto a la estructura helicoidal de la conformación A y B del ADN bicatenario, ¿qué afirmación es cierta?:",1. Ambas conformaciones presentan una hélice con vuelta a la izquierda (ADN-levógiro).,2. Ambas conformaciones presentan una hélice con vuelta a la derecha (ADN-dextrógiro).,3. La conformación A presenta una hélice con vuelta a la derecha (ADN-dextrógiro) y la conformación B presenta una hélice con vuelta a la izquierda (ADN-levógiro).,4. La conformación A presenta una hélice con vuelta a la izquierda (ADN-levógiro) y la conformación B presenta una hélice con vuelta a la derecha (ADN-dextrógiro).,2,2022
137. ¿Cuál de las siguientes opciones NO es un sistema de reparación del ADN?:,1. Reparación por escisión de bases.,2. Reparación por supresión de nucleótidos.,3. Reparación de emparejamientos de la hebra simple.,4. Reparación de pares erróneos.,3,2022
138. ¿En cuál de los siguientes casos esperamos encontrar una cant idad de cobre elevada en la orina?:,1. Paciente con enfermedad de Menkes.,2. Paciente con una patología que curse con un déficit en la síntesis de ceruloplasmina.,3. Paciente que ingiere grandes cantidades de zinc de forma crónica.,4. Paciente con mutaciones en el transportador codificado por el gen ATP7A.,2,2022
"139. AR es una paciente que ingresa para tratarse de un linfoma, y tiene un diagnóstico de déficit grave de glucosa 6 fosfato deshidrogenasa.  A l revisar su prescripción, usted se encuentra con que uno de los fármacos que recibe presenta especial riesgo de desencadenar una crisis de anemia hemolítica. ¿Cuál es ese fármaco?",1. Meropenem.,2. Tramadol.,3. Rasburicasa.,4. Bisoprolol.,3,2022
"140. Respecto al aminoácid o cisteína, señale el enunciado correcto:",1. Es uno de los aminoácidos esenciales en el adulto.,2. Tiene capacidad de absorber luz ultravioleta a280 nm.,"3. Forma parte del tetrapéptido glutatión, que protege de la oxidación a través de la enzima glutatión peroxidasa.",4. Se clasifica generalmente como polar a pesar de tener un índice hidropático positivo.,4,2022
