Question,Option_1,Option_2,Option_3,Option_4,RC,year
26. En relación a la autorregulación del flujo sanguíneo renal es CIERTO que:,"1. Cuando la tensión arterial tiene valores entre90 y 180 mm Hg, el flujo sanguíneo renal se mantiene en límites fisiológicos.",2. El flujo sanguíneo renal es constante independientemente del funcionamiento del aparato circulatorio.,3. Cualquier valor de tensión arterial garantiza el flujo sanguíneo renal.,4. La presión hidrostática en los capilares glomerulares es independiente de los valores de la tensión arterial.,1,2023
"27. Sobre el manejo renal del sodio, señale la aseveración que considere CIERTA:",1. La reabsorción de sodio en las nefronas se realiza intercambiándolo por potasio.,2. La aldosterona regula la reabsorción de sodio en las nefronas.,3. La reabsorción de sodio se regula exclusivamente en el túbulo proximal.,4. La reabsorción de sodio es constante a lo largo de toda la nefrona.,2,2023
"28. En relación con la concentración de solutos en diferentes segmentos tubulares de la nefrona, es CIERTO que:","1. La concentración de glucosa, proteínas y aminoácidos disminuye en el túbulo proximal.",2. La concentración de calcio aumenta en el túbulo distal por secreción bajo la influencia de la paratohormona (PTH).,"3. La concentración de sodio, potasio y cloro es prácticamente indetectable en el asa de Henle.",4. La concentración de sodio y potasio en el túbulo proximal está regulada por aldosterona.,1,2023
"29. En relación con la retroalimentación túbulo glomerular o equilibrio glomérulo tubular, señale la afirmación que considere FALSA:",1. Es un mecanismo para regular la tasa de filtración glomerular en función de señales provenientes de los túbulos renales.,2. La mácula densa es el sensor de esta respuesta fisiológica.,3. Implica que un aumento de la tasa de filtración glomerular provoca una disminución de la reabsorción tubular.,4. Implica que un aumento de la tasa de flujo tubular provoca una disminución de la tasa de filtración glomerular.,3,2023
"30. En relación con el denominado mecanismo multiplicador contracorriente existente en las nefronas, es CIERTO que:",1. La osmolaridad de la médula renal del humano puede alcanzar los 3.000 mOsm/L,2. La rama ascendente del asa de Henle transporta activamente agua hacia el intersticio medular renal.,3. La rama descendente del asa de Henle es muy permeable al agua.,4. La hormona antidiurética (ADH) regula la excreción de agua en el túbulo proximal.,3,2023
31. La vía intrínseca de la coagulación se inicia con el factor:,1. IX.,2. X.,3. XI.,4. XII.,4,2023
32. La proteína transportadora de hierro en plasma es la:,1. Apoferritina.,2. Ferritina.,3. Transferrina.,4. Hemosiderina.,3,2023
33. Sólo un grupo sanguíneo contiene aglutininas anti-A y anti-B:,1. 0.,2. A.,3. B.,4. AB.,1,2023
34. La producción de fosfato de timidina en la hematopoyesis depende de:,1. Eritropoyetina.,2. Factor de Castle y vitamina B12.,3. Vitamina B6 y ferritina.,4. Vitamina B12 y ácido fólico.,4,2023
"35. En relación con la PO2 tisular, sólo una de las siguientes afirmaciones es cierta:",1. Depende exclusivamente del transporte de O2,2. Depende del transporte de O2 y de su tasa de uso por los tejidos.,3. No está en relación con la tasa metabólica del tejido.,4. Se autorregula según su concentración.,2,2023
36. Se denomina “volumen de reserva espiratoria”:,1. Al volumen adicional máximo de aire que se puede espirar mediante una espiración forzada después del final de una espiración a volumen corriente normal.,2. Al volumen de aire que queda en los pulmones después de la espiración más forzada.,3. Al volumen de aire que se inspira o se espira en cada respiración normal.,4. Al volumen residual más el volumen corriente.,1,2023
37. Definimos espacio muerto fisiológico como:,1. El volumen de gas que rellena las vías aéreas de conducción.,2. El volumen corriente menos el volumen alveolar.,3. El volumen total de gas en cada respiración que no participa en el intercambio de gases.,4. El volumen de perfusión menos el volumen corriente.,3,2023
38. El reflejo de Hering-Breuer es desencadenado por mecanorreceptores localizados en:,1. Los pulmones.,2. El diafragma y los músculos intercostales.,3. El corazón.,4. Arterias cerebrales.,1,2023
39. El volumen respiratorio minuto es igual a:,1. El volumen corriente multiplicado por la capacidad pulmonar por minuto.,2. El volumen corriente multiplicado por la frecuencia respiratoria por minuto.,3. La capacidad inspiratoria multiplicada por la frecuencia respiratoria por minuto.,4. La capacidad pulmonar total multiplicada por el volumen residual por minuto.,2,2023
40. ¿Cuál de los siguientes es el estímulo directo para las neuronas del área quimiosensible de la zona bulbar reguladora de la respiración?:,1. PO2.,2. Concentración de protones.,3. PCO2.,4. Concentración de HCO3-.,2,2023
41. Las células que forman los nervios ópticos derivan del neuroectodermo del:,1. Metencéfalo.,2. Diencéfalo.,3. Mielencéfalo.,4. Telencéfalo.,2,2023
42. ¿Cuál es la propiedad singular que distingue a las células troncales (stem) frente a los progenitores celulares?:,1. Su ilimitada capacidad de autorrenovación.,2. Su multipotencialidad.,3. Su clonogenicidad.,4. Su elevada tasa de proliferación.,1,2023
43. La vía molecular Notch/Delta/Jagged recibe y transduce en las células señales de naturaleza:,1. Autocrina.,2. Paracrina.,3. Yuxtacrina.,4. Endocrina.,3,2023
44. ¿En qué región del embrión aparecen las células madre hematopoyéticas intraembrionarias definitivas?:,1. En el intestino posterior.,2. En la región aorta-gónada-mesonefros (AGM).,3. En las venas cardinales.,4. En el endocardio.,2,2023
45. ¿Dónde se encuentran las células madre y los progenitores de los queratinocitos?:,1. En el estrato basal epidérmico.,2. En el estrato córneo epidérmico.,3. En el estrato granuloso epidérmico.,4. En la dermis.,1,2023
46. ¿Qué determina el movimiento a través de una biomembrana de un soluto con carga?:,1. El gradiente electroquímico.,2. El potencial electrostático exclusivamente.,3. El gradiente de concentración exclusivamente.,4. La concentración de transportadores específicos para ese soluto en la membrana.,1,2023
47. ¿Qué compartimento de las mitocondrias es químicamente equivalente al citosol respecto de las moléculas pequeñas e iones que contiene?:,1. La matriz mitocondrial.,2. La membrana interna.,3. El espacio intermembranoso.,4. Todos los compartimentos muestran un contenido muy especializado por transporte selectivo.,3,2023
48. ¿Qué tipo de vesícula media el transporte entre el aparato de Golgi y los lisosomas?:,1. Vesículas recubiertas de coatómeros.,"2. Vesículas recubiertas de COPII (COP, acrónimo de “coat protein”).","3. Vesículas recubiertas de COPI (COP, acrónimo de “coat protein”).",4. Vesículas recubiertas de clatrina.,4,2023
"49. Según la teoría quimiosmótica de Mitchell, ¿en cuál de las siguientes condiciones experimentales se conseguirá catalizar la síntesis de ATP?:",1. Expresando una proteína transportadora en la membrana interna mitocondrial que permita el movimiento de protones a favor de gradiente.,2. Acoplando un sistema generador de gradiente de protones a la actividad de la ATP sintasa y en presencia de ADP y fosfato inorgánico.,3. Añadiendo a las mitocondrias agentes desacopladores del gradiente de protones como el DNP.,"4. En ausencia de las proteínas de la cadena de transporte electrónico, sobreexpresando la ATP sintasa y proporcionando un exceso de ADP y fosfato inorgánico.",2,2023
50. ¿A través de qué receptor la adrenalina promueve la degradación de glucógeno en músculo esquelético?:,1. Un receptor acoplado a proteína G.,2. Un receptor con actividad tirosina quinasa.,3. Un receptor con actividad serina-treonina quinasa.,4. Un receptor intracelular.,1,2023
51. Respecto a la bomba Na+/K+ de las células eucariotas animales:,1. Contribuye a regular la osmolaridad (o tonicidad) del citosol.,2. Transporta Na+ hacia el citosol.,3. El transporte de Na+ y K+ es a favor de gradiente.,4. Es una ATPasa dependiente de Ca2+.,1,2023
52. La enzima ATP sintasa implicada en la fosforilación oxidativa mitocondrial se encuentra en:,1. La matriz mitocondrial.,2. El espacio intermembrana mitocondrial.,3. La membrana mitocondrial interna.,4. La membrana mitocondrial externa.,3,2023
"53. Respecto a los lisosomas primarios, se sabe que:",1. Las enzimas lisosómicas se incorporan por translocación proteica.,2. En el lumen lisosómico se encuentran las hidrolasas básicas.,3. Las ATPasas de la membrana lisosómica bombean protones del lumen lisosómico al citosol.,4. La mayoría de las proteínas de membrana lisosómicas están muy glucosiladas.,4,2023
54. ¿Cuál de las siguientes estructuras no está asociada a filamentos del citoesqueleto?:,1. Uniones comunicantes o tipo gap.,2. Uniones estancas (también llamadas herméticas u oclusivas).,3. Uniones adherentes.,4. Desmosomas.,1,2023
55. ¿Cuál es el mecanismo de secreción de las glándulas sebáceas de la piel?:,1. Ecrina.,2. Apocrina.,3. Holocrina.,4. Molecular.,3,2023
56. ¿En qué tejido es abundante el colágeno de tipo II?:,1. Tejido conjuntivo fibrilar denso.,2. Tejido cartilaginoso.,3. Tejido adiposo.,4. Tejido óseo.,2,2023
57. ¿Qué tipo celular del tejido óseo tiene su origen en células precursoras presentes en la médula ósea?:,1. Los osteoclastos.,2. Los osteocitos.,3. Los osteoblastos.,4. Las células osteoprogenitoras.,0,2023
58. ¿Cuál es la estructura de unión de los cardiomiocitos?:,1. Las líneas Z.,2. Los túbulos T.,3. Los discos intercalares.,4. Las cisternas del retículo sarcoplásmico.,3,2023
"59. En los husos neuromusculares se pueden distinguir dos tipos diferentes de fibras musculares modificadas, que se distinguen fácilmente por:",1. La disposición de sus núcleos celulares.,2. Porque unas reciben contactos sinápticos y otras no.,3. Porque unas detectan estiramiento y otras tensión.,4. Por su disposición en el centro o en la periferia del huso.,1,2023
60. En el tejido hepático los espacios de Disse se delimitan por:,1. Hepatocitos y canalículos biliares.,2. Vena centrolobulillar y sinusoides.,3. Células de Kupffer.,4. Endotelio de los sinusoides y hepatocitos.,4,2023
"61. En los tejidos que tienen relación con el medio externo (piel, tracto digestivo, pulmón, etc) se observan células “dendríticas”, cuya función principal es:",1. Renovar la sustancia fundamental del tejido conectivo.,2. Variar la permeabilidad de los vasos sanguíneos.,3. Presentar antígenos para los linfocitos.,4. Transmitir señales eléctricas al sistema endocrino difuso.,3,2023
62. Señale cuál de las siguientes estructuras NO se puede observar nunca en el cordón umbilical:,1. Células mesenquimales.,2. Arteria.,3. Trofoblasto.,4. Vena.,3,2023
63. ¿De qué células derivan las células plasmáticas?:,1. Linfocitos B.,2. Linfocitos T.,3. Macrófagos.,4. Monocitos.,1,2023
64. ¿Qué caracteriza a las células mioepiteliales?:,1. Se asocian al intestino.,2. Son exclusivas de vasos sanguíneos de gran tamaño.,3. Son células asociadas a glándulas secretoras.,4. Son propias de órganos huecos como la vesícula biliar.,3,2023
"65. ¿Cuáles son las capas de la epidermis denominada gruesa, como la de la palma de las manos, desde la más interna a la más externa?:","1. Estrato basal, lúcido, espinoso, granuloso y córneo.","2. Estrato basal, espinoso, lúcido, granuloso y córneo.","3. Estrato basal, granuloso, espinoso, lúcido y córneo.","4. Estrato basal, espinoso, granuloso, lúcido y córneo.",4,2023
66. La cápsula de Glisson recubre:,1. Bazo.,2. Hígado.,3. Riñón.,4. Pulmón.,2,2023
67. ¿Qué epitelio es exclusivo de las vías urinarias?:,1. Epitelio simple cúbico.,2. Epitelio estratificado plano no queratinizado.,3. Epitelio de transición.,4. Epitelio simple cilíndrico.,3,2023
68. Indica cuál de las siguientes afirmaciones NO es correcta para introducir un gen exógeno en una célula diana:,1. La electroporación utiliza una corriente eléctrica que abre poros en la membrana de la célula diana.,2. La microinyección permite introducir el gen de interés a través de la membrana de la célula diana mediante una microaguja.,3. La utilización de detergentes suaves es un método químico que abre poros en la membrana celular para permitir el paso del gen exógeno al interior de la célula diana.,4. El uso de virus que contienen el gen exógeno permite aumentar la especificidad y la eficacia de la entrega en las células objetivo.,3,2023
69. Las hijas de una pareja en la que solo el padre manifiesta un carácter dominante ligado al cromosoma X con 100% de penetrancia:,1. Nunca manifestarán el carácter.,2. Lo manifestarán en el 25% de los casos.,3. Lo manifestarán en el 50% de los casos.,4. Siempre manifestarán el carácter.,4,2023
70. ¿Puede una persona con síndrome de Down presentar solo 46 cromosomas en su cariotipo?:,"1. NO, en ningún caso.","2. Sí, como consecuencia de ciertas translocaciones robertsonianas.","3. Sí, como consecuencia de ciertas deleciones.","4. Sí, como consecuencia de ciertas inversiones.",2,2023
71. ¿Puede heredarse más de un alelo de un gen que presente herencia mitocondrial?:,"1. No, porque el genoma mitocondrial se hereda exclusivamente de la madre.","2. No, porque los sistemas de reparación del ADN lo impiden.","3. Sí, como consecuencia de heteroplasmia materna.","4. Sí, pero solo en el caso de dos alelos codominantes.",3,2023
72. En los estudios familiares de heredabilidad de caracteres cuantitativos ¿qué información proporciona la varianza de los gemelos monozigóticos?:,1. Exclusivamente la varianza ambiental.,2. Exclusivamente la varianza genética.,3. La suma de las varianzas genética y ambiental.,4. La suma de la varianza ambiental y la mitad de la genética.,1,2023
73. ¿Cuál de los siguientes fenómenos contribuye a la generación de mutaciones espontáneas?:,1. La presencia de codones STOP.,2. La isomerización de las bases nitrogenadas del ADN por tautomería.,3. La maduración co-transcripcional del preARN mensajero.,4. La acumulación de colesterol en la envuelta nuclear.,2,2023
74. Indique cuáles de las siguientes bases nitrogenadas son clasificadas como purinas:,1. Guanina y adenina.,2. Adenina y timina.,3. Citosina y adenina.,4. Citosina y timina.,1,2023
75. Selecciona la fase del ciclo celular donde los cromosomas se disponen en plano ecuatorial:,1. Profase.,2. Metafase.,3. Telofase.,4. Anafase.,2,2023
76. Defina en qué consiste un microsatélite:,1. Región de secuencias repetitivas de ADN en el extremo de un cromosoma.,2. Secuencias de ADN transponibles que pueden moverse a otras localizaciones dentro del genoma.,3. Secuencias de ADN de 10 a 100 pares de bases de longitud que se encuentran en segmentos de aproximadamente 3000 repeticiones.,"4. Secuencias de ADN cortas de 10 a 40 pares de bases de longitud, moderadamente repetidas dispersas por el genoma.",4,2023
77. Escoja el tipo de cromosomas que tienen el centrómero en la mitad de su estructura:,1. Metacéntricos.,2. Acrocéntricos.,3. Telocéntricos.,4. Submetacéntricos.,1,2023
78. Seleccione la causa de síndrome de Down familiar:,1. Una inversión en el cromosoma 21.,2. Una deleción en el cromosoma 21.,3. Una traslocación entre el cromosoma 14 y 21.,4. Un cromosoma X extra.,3,2023
79. Seleccione la definición de monosomía:,1. Ganancia de un solo cromosoma en un genoma diploide.,2. Pérdida de un solo cromosoma en un genoma diploide.,3. Ganancia de un solo cromosoma en un genoma haploide.,4. Pérdida de dos cromosomas en un genoma diploide.,2,2023
80. El experimento de Meselson y Stahl demostró que:,1. La transcripción es semiconservativa.,2. La transcripción es dispersiva.,3. La replicación es conservativa.,4. La replicación es semiconservativa.,4,2023
81. El código genético degenerado significa que:,1. Las mutaciones que implican un cambio en el marco de lectura son toleradas.,2. Un determinado aminoácido puede ser especificado por más de un codón.,3. El ARNm se degrada rápidamente.,4. El código genético no es universal en todos los organismos.,2,2023
82. Seleccione los codones de stop:,"1. UAG, UAA y UGA.","2. UAG, UUA y UGA.","3. UAG, GUG y GCA.","4. UAG, CAG y UGA.",1,2023
83. ¿En qué ciclo de vida del bacteriófago se incorpora el ADN del fago en el cromosoma bacteriano?:,1. En el ciclo lítico.,2. En el ciclo lisogénico.,3. Tanto en el ciclo lítico como en el ciclo lisogénico.,4. Ni en el ciclo lítico ni en el ciclo lisogénico.,2,2023
84. ¿Qué enzima utiliza un retrovirus para realizar una copia de ADN de su genoma?:,1. ADN polimerasa.,2. ARN polimerasa.,3. Transcriptasa inversa.,4. Integrasa.,3,2023
85. ¿Cuál de las siguientes relaciones sería verdadera en una molécula de ADN bicatenario?:,1. A + T = G + C,2. A + T = G + T,3. A + C = G + T,4. A / T = G / T,3,2023
"86. En la cadena de ADN, el fosfato conecta el carbono 3’ de una desoxirribosa con:",1. El carbono 5’ de la desoxirribosa adyacente.,2. El carbono 3’ de la desoxirribosa adyacente.,3. La base nitrogenada del nucleótido anterior.,4. La base nitrogenada del nucleótido siguiente.,1,2023
87. ¿Cuántas copias de la histona H2B se hallarán en una cromatina que contiene 50 nucleosomas?:,1. 1.,2. 5.,3. 50.,4. 100.,4,2023
88. Una mutación en un gen que revierte el fenotipo de una mutación en un gen diferente es:,1. Una mutación supresora intergénica.,2. Una mutación supresora intragénica.,3. Un efecto posicional.,4. Una mutación neutral.,1,2023
89. La reparación de las roturas de ADN de doble cadena se realiza mediante:,1. La unión de extremos no homólogos.,2. La fotoliasa.,3. Reparación por escisión de nucleótidos.,4. No se puede reparar.,1,2023
90. El locus del gen del Retinoblastoma (RB1) está en el cromosoma:,1. 11.,2. 12.,3. 13.,4. 17.,3,2023
91. Los genes que presentan impronta se expresan de manera diferente:,1. En el adulto respecto al embrión.,2. Según el sexo del individuo.,3. Antes y después del desarrollo sexual.,4. Según provengan del gameto paterno o materno.,4,2023
92. La herencia de una de las siguientes enfermedades es autosómica recesiva:,1. Corea de Huntington.,2. Síndrome de Marfan.,3. Alcaptonuria.,4. Porfiria aguda intermitente.,3,2023
93. En un hombre de 52 años que recibe radioterapia y quimioterapia citotóxica frente a la médula ósea para poder recibir un trasplante y combatir el cáncer que sufre. ¿Cuál de los siguientes cambios es más probable que se produzca?:,1. Producción normal de todas las células sanguíneas debido a la hematopoyesis extramedular compensatoria.,2. Disminución de la producción de linfocitos B pero no de linfocitos T.,3. Disminución de la producción de neutrófilos y monocitos pero no de linfocitos B.,"4. Disminución de la producción de linfocitos, B y T, monocitos, neutrófilos y glóbulos rojos.",4,2023
94. ¿Cuál de los siguientes órganos linfoides se considera como órgano linfoide primario?:,1. Amígdalas.,2. Timo.,3. Placas de Peyer.,4. Ganglio linfático.,2,2023
95. La maduración por afinidad en los centros germinales significa que:,1. Aparecen mutaciones en el ADN que codifican las regiones constantes de las inmunoglobulinas.,2. La afinidad es mayor en las respuestas primarias que en las secundarias.,"3. Cuando se estimula un linfocito B, puede expresar el segundo alelo parental del gen de las inmunoglobulinas.",4. La afinidad de los anticuerpos por el antígeno aumenta con la estimulación antigénica.,4,2023
96. La molécula CD8:,1. Interactúa parcialmente con el antígeno presentado.,2. Se expresa en linfocitos B memoria.,3. Tiene homología estructural con TLR4.,4. Se expresa en linfocitos T citotóxicos.,4,2023
97. ¿Qué dos tipos celulares al fusionarse generan un hibridoma productor de anticuerpos monoclonales?:,1. Linfocito B y linfocito T.,2. Linfocito B y célula de mieloma.,3. Célula de mieloma y linfocito T.,4. Linfocito B y eosinófilo tumoral.,2,2023
98. ¿Cuál es el ligando del receptor tipo Toll 4 (TLR4)?:,1. ADN bacteriano.,2. Lipopolisacárido (LPS) bacteriano.,3. Material genético vírico.,4. Flagelina.,2,2023
99. ¿De qué tipo de reacciones alérgicas son responsables los mastocitos presentes en la piel y mucosas?:,1. Mediadas por IgE.,2. Mediadas por inmunocomplejos.,3. Mediadas por reacciones citotóxicas.,4. Mediadas por linfocitos T.,1,2023
"100. ¿Qué receptor forma la asociación de las moléculas Igβ, Igα e IgM?:",1. TCR.,2. TLR.,3. BCR.,4. RIG.,3,2023
101. ¿Qué tipo de anticuerpos están implicados en las reacciones alérgicas de tipo I?:,1. IgE.,2. IgG.,3. IgA.,4. IgM.,1,2023
102. ¿Cuál de las siguientes enfermedades de base inmunológica se asocia a una reacción de hipersensibilidad inmediata o de tipo I?:,1. Fiebre del heno.,2. Tuberculosis pulmonar.,3. Dermatitis de contacto por niquel.,4. Lupus eritematoso sistémico.,1,2023
103. ¿Cuál de las siguientes células del sistema inmune NO es de estirpe mieloide?:,1. Monocitos.,2. Basófilos.,3. ILC3.,4. Mastocitos.,3,2023
104. ¿Cuál de los siguientes mediadores que liberan los mastocitos durante una anafilaxia se utiliza de manera rutinaria en el diagnóstico de dicha reacción?:,1. Triptasa.,2. Leucotrienos.,3. PAF.,4. Histamina.,1,2023
105. ¿Cuál de los siguientes receptores NO se encuentra en la superficie celular (membrana plasmática) de los macrófagos?:,1. TLR1.,2. TLR2.,3. TLR3.,4. TLR4.,3,2023
106. ¿Cuál de los siguientes enunciados respecto a las acciones biológicas de los interferones (IFN) de tipo I es INCORRECTO?:,1. Los IFN de tipo I son producidos por células infectadas por virus en respuesta a señales intracelulares (TLR).,2. El estímulo más potente para la síntesis de IFN de tipo I es la IL-2 producida por los linfocitos T CD4.,3. Los IFN de tipo I son capaces de inhibir la síntesis de determinadas proteínas virales.,4. El defecto funcional de IFN de tipo I se ha implicado con una mayor gravedad de la enfermedad COVID-19 causada por el SARS CoV 2.,2,2023
"107. Son alérgenos de alimentos de declaración obligatoria (Reglamento Europeo 1169/2011; Real Decreto 126/2015) en restaurantes de España y Europa, todos los siguientes EXCEPTO:",1. Pescado.,2. Leche.,3. Frutas rosáceas.,4. Mostaza.,3,2023
108. Las células Jurkat:,1. Son una línea celular de linfocitos B inmortalizada.,2. Son una línea celular de linfocitos T inmortalizada.,3. Proceden de un mieloma humano.,4. Proceden de un tumor de melanoma humano.,2,2023
"109. ¿Qué órgano vascularizado puede eliminar células sanguíneas viejas y dañadas, microorganismos opsonizados y está implicado en iniciar respuestas inmunitarias adaptativas frente a antígenos?:",1. Tejido linfoide asociado a las mucosas (MALT).,2. Timo.,3. Bazo.,4. Ganglio linfático.,3,2023
110. Indique las citosinas características producidas por linfocitos T CD4+ del subgrupo TH1:,1. IFN-gamma e IL-2.,2. IL-17 e IL-22.,3. IL-17 y TGF-beta.,"4. IL-4, IL-5 e IL-13.",0,2023
111. ¿Qué enfermedad específica de órgano de las indicadas NO se debe a la interacción de linfocitos autorreactivos T con antígenos propios?:,1. Esclerosis múltiple.,2. Diabetes de tipo 2.,3. Psoriasis.,4. Diabetes de tipo 1.,2,2023
112. ¿Qué función efectora implicada en la inmunidad innata y en la inmunidad humoral específica NO es propia del sistema del complemento?:,1. Estimular la inflamación.,2. Mediar en la fagocitosis de los microorganismos.,3. Evitar la opsonización.,4. Inducir la lisis osmótica de los microorganismos.,3,2023
113. ¿Cómo se denomina a la reacción sistémica de hipersensibilidad inmediata con edema en muchos tejidos y bajada de la presión arterial secundaria a la vasodilatación?:,1. Reacción inmediata alérgica.,2. Desensibilización sistémica.,3. Hipersensibilidad de tipo III.,4. Anafilaxia.,4,2023
114. ¿Cuáles de las opciones es una inmunodeficiencia secundaria?:,1. Enfermedad granulomatosa crónica.,2. Síndrome de inmunodeficiencia adquirida.,3. Agammaglobulinemia ligada al cromosoma X.,4. Síndrome de inmunodeficiencia común variable.,2,2023
115. ¿Qué tipo de hipersensibilidad es la dermatitis alérgica por contacto?:,1. Tipo I o inmediata.,2. Tipo II o mediada por anticuerpos.,3. Tipo III o mediada por inmunocomplejos.,4. Tipo IV o retardada.,4,2023
116. La opsonización:,1. Se produce por la unión de opsoninas a la superficie de los microbios.,2. Disminuye la fagocitosis.,3. Es inhibida por el complemento.,4. Está aumentada en individuos con deficiencia en C3.,1,2023
117. ¿Cuál de las siguientes moléculas de reconocimiento de patrones del sistema inmunitario innato NO es soluble?:,1. Receptores similares a la lectina tipo C (CLRs).,2. Factores del complemento.,3. Pentraxinas.,4. Colectinas.,1,2023
118. Indique qué TLR de los siguientes reconoce moléculas de ARN bicatenario:,1. TLR2.,2. TLR3.,3. TLR7.,4. TLR9.,2,2023
