Question,Option_1,Option_2,Option_3,Option_4,RC,year
"134. De los siguientes aminoácidos, cuál es considerado como NO esencial:",1. Histidina.,2. Arginina.,3. Isoleucina.,4. Alanina.,4,2021
135. La determinación de las isoenzimas de la creatina quinasa en plasma es de utilidad clínica dado que:,1. Es una enzima dimérica con distribución no específica de tejido u órgano.,2. Es una enzima trimérica con distribución no específica de tejido u órgano.,3. Es una enzima dimérica con distribución específica de tejido y órgano.,4. Es una enzima trimérica con distribución específica de tejido u órgano.,3,2021
136. ¿Cuál de estas activida des enzimáticas limita la velocidad de la lipogénesis?:,1. La malonil transacilasa.,2. La acetil-CoA carboxilasa.,3. La enoil reductasa.,4. La beta-cetoacil sintasa.,2,2021
137. ¿Qué es una holoenzima?:,1. Entidad catalítica formada por un cofactor y una apoenzima.,2. Unión de dos isoenzimas con idéntica estructura aminoacídica.,3. Unión de dos cofactores orgánicos.,4. Un grupo prostético iónico.,1,2021
"138. La bilirrubina es un producto de degradación, mayoritariamente de la  hemoglobina. Algunas de sus características son:",1. Ser muy soluble en agua.,2. Se transporta al hígado directamente.,3. Se transporta al hígado asociada con la biliverdina.,4. Se transporta al hígado asociada con la albúmina.,4,2021
139. Las integrinas son:,1. Proteínas de membrana involucradas en el transporte de iones.,2. Proteínas de membrana que actúan como mediadoras en la adhesión celular.,3.  Proteínas de la matriz extracelular que se unen a proteínas de la superficie celular.,4. Proteínas transportadoras de glucosa y otros monosacáridos.,2,2021
"140. La estimulación hormo nal de la formación del segundo mensajero inositol 1,4,5-trifosfato (IP 3) conduce rápidamente a la liberación, ¿de qué otro mensajero intracelular?:",1. AMP cíclico.,2. Prosteglandina.,3. Calcio.,4. GMP cíclico.,3,2021
141. La traducción del código de nucleótidos del mRNA a proteínas está mediada por los ribosomas en el citoplasma. ¿Cuál de las siguientes afirmaciones sobre este proceso es correcta?:,1. El ribosoma se une al extremo 3' del mRNA para formar un ambiente químicamente estable para el resto de moléculas implicadas en la síntesis proteica.,"2. Los codones UAG, UGA y UGC señalizan el final de un gen.",3. La secuencia codificante de aminoácidos se lee en grupos de tres nucleótidos en dirección3' a 5'.,4. La síntesis de proteínas comienza por el extremo N-terminal al C-terminal.,4,2021
142. ¿Cómo afecta el aumen to de la temperatura a la reacción entre antígeno y anticuerpo?:,1. Aumento de la velocidad de reacción y disminución de la afinidad de unión.,2. Disminución de la velocidad de reacción y aumento de la afinidad de unión.,3. Aumento de la velocidad de reacción y aumento de la afinidad de unión.,4. Disminución de la velocidad de reacción y disminución de la afinidad de unión.,1,2021
143. La ubiquinona (también llamada coenzima Q) es:,1. Una coenzima de óxido-reducción con un grupo hemo.,2. Un citocromo transportador de electrones en la cadena respiratoria.,3. Un componente de grupo enzimático que marca las proteínas para su degradación proteolítica.,4. Una quinona hidrofóbica que transporta electrones en la cadena respiratoria.,4,2021
144. Cada molécula de inmunoglobulina contiene dos cadenas ligeras y dos pesadas las cuales se pueden separar por la pérdida de uno de los siguientes tipos de interacciones:,1. Enlaces iónicos.,2. Enlaces disulfuro.,3. Enlaces de hidrógeno.,4. Enlaces de Van del Waals.,2,2021
145. ¿Cuál de las siguientes afirmaciones sobre los efectos de un incremento de insulina es FALSA?:,1. Activa la gluconeogénesis.,2. Activa la lipogénesis.,3. Activa la síntesis de glucógeno.,4. Promueve la captación de glucosa en tejidos periféricos.,1,2021
146. Una Unidad Internacional (UI) de actividad enzimática es la cantidad de enzima que:,1. Convierte 1 µmol de sustrato en producto por litro.,2. Produce 1 mg de producto por decilitro.,3. Convierte 1 µmol de sustrato en producto por minuto.,4. Produce 1 µmol de producto por litro.,3,2021
147. ¿Cuál de los siguientes enunciados es verdadero solo para las vías anabólicas?:,1. Sus reacciones irreversibles (fuera del equilibrio) están reguladas.,2. Se llaman ciclos si regeneran un intermediario.,3. Son convergentes y generan  unos cuantos productos simples.,4. Son divergentes y generan variedad de compuestos complejos.,4,2021
148. ¿A través de qué mecanismo generan su energía los eritrocitos?:,1. Ciclo de los ácidos tricarboxílicos.,2. Fosforilación oxidativa.,3. Fosforilación a nivel de sustrato.,4. Transferencia de electrones al oxígeno.,3,2021
149. Los factores o proteínas reguladoras de la transcripción de mRNA en eucariotas:,1. Se unen a elementos o secuencias cis.,2. Se unen a elementos o secuencias trans.,3. Activan a la RNA polimerasa II.,4. Sin ellos no hay transcripción.,1,2021
"150. Todas las frases siguientes describen de forma correcta propiedades de las proteínas, EXCEPTO:",1. El sulfato amónico normalmente precipita las proteínas conservando la actividad biológica.,2. La solubilidad es máxima en el punto isoeléctrico.,3. El ácido tricloroacético precipita y desnaturaliza las proteínas.,4. La cromatografía en geles separa las proteínas de acuerdo con su tamaño.,2,2021
151. El elevado consumo de glucosa por parte de las células cancerosas se debe a que recurren a la glucolisis anaerobia en  mayor medida que las células normales. Esta observación recibe el nombre de:,1. Efecto Warburg.,2. Efecto cooperador positivo.,3. Efecto Bohr.,4. Glucolisis latente.,1,2021
152. ¿Cuál es el efecto de las enzimas sobre las reacciones que catalizan?:,1. Aumentar la constante de equilibrio de la reacción.,"2. Incrementar la velocidad de la reacción, únicamente en el sentido de la formación de producto.",3. Provocar un descenso en la energía de activación de la reacción.,4. Aumentar la energía de activación de la reacción.,3,2021
153. El escorbuto es una e nfermedad provocada por un déficit en vitamina C.  El efecto bioquímico de esta deficiencia es:,1. La ausencia de síntesis de retinal y la consiguiente pérdida de la visión.,"2. Un menor rendimiento d el transporte electrónico mitocondrial, donde la vitamina C juega un papel importante.",3. Un defecto en una enzima responsable de la síntesis de ácidos grasos que acarrea una grave pérdida de peso.,"4. La imposibilidad de hidroxilación de la prolina del colágeno a hidroxiprolina, lo que acarrea graves defectos en la estructura de esta proteína.",4,2021
154. ¿En cuál de los siguien tes tejidos es dependiente de insulina el transporte de glucosa al interior de la célula?:,1. Adiposo.,2. Cerebral.,3. Hepático.,4. Eritrocítico.,1,2021
155. La actividad de corrección de pruebas de la DNA Polimerasa I procariótica es una actividad:,1. Polimerizante 5´-3´.,2. Transesterificadora 5- 3´.,3. Exonucleasa 5´ -3´.,4. Exonucleasa 3´ -5´.,4,2021
156. ¿Qué ocurrirá en el caso de que el pH sanguíneo pase de ser 7.4 a ser 7.2?:,1. Se verá afectada la unión de oxígeno a la mioglobina.,2. Descenderá la afinidad de la hemoglobina por el oxígeno.,3. Aumentará la afinidad de la hemoglobina por el oxígeno.,"4. La hemoglobina no podrá fijar 2,3bisfosfoglicerato en el espacio central entre subunidadades.",2,2021
157. La gluconeogénesis se realiza en:,1. Únicamente hígado y corteza adrenal.,"2. Hígado y corteza adrenal y, en condiciones de ayuno, intestino delgado.","3. Hígado y corteza adrenal y, en condiciones de ayuno, músculo.",4. Hígado e intestino delgado.,2,2021
"158. Todos los aminoácidos siguientes contienen sólo grupos metilo o metileno como constituyentes de sus cadenas laterales, EXCEPTO:",1. Leucina.,2. Alanina.,3. Isoleucina.,4. Lisina.,4,2021
159. ¿Cuál de las siguientes  afirmaciones sobre la vía de las pentosas fosfato NO es cierta?:,"1. Es una ruta cerrada, siempre transcurre con la misma secuencia de reacciones.",2. Todas las reacciones de la vía transcurren en el citoplasma.,3. Todas las enzimas implicadas en eta vía son solubles.,4. Algunas de las enzimas implicadas no son exclusivas de esta vía.,1,2021
"160. Con relación a la reacción en cadena de la polimerasa, señale la respuesta correcta:","1. Es una reacción química, in vivo, que inhibe la síntesis de los ácidos nucleicos eucariotas.",2. Utiliza una mezcla equimolar de ribonucleótidos trifosfato (NTPs).,3. Se hace a través de la acción de una polimerasa de DNA termoestable.,4. No necesita cebadores.,3,2021
207. La Rifampicina inhibe la transcripción en las bacterias porque:,1. Se une a la subunidad beta de las RNA polimerasas bacterianas impidiendo el desalojo del promotor.,2. Se une en el DNA a las secuencias promotoras de la transcripción.,3. Desestabiliza el heteroduplex DNA-RNA formado durante el proceso de elongación.,4. Se intercala en el molde de DNA e impide la elongación de la transcripción.,1,2021
210. La principal fuente d e colesterol extracelular para los tejidos humanos es:,1. Las lipoproteínas de muy baja densidad (VLDL).,2. Las lipoproteínas de baja densidad (LDL).,3. Las lipoproteínas de elevada densidad (HDL).,4. Los quilomicrones.,2,2021
