Question,Option_1,Option_2,Option_3,Option_4,RC,year
48. ¿Cuál de las siguientes afirmaciones sobre la digoxina es correcta?:,1. En algunos ancianos su excreción renal puede disminuir tanto que su concentración plasmática alcanza niveles tóxicos.,2. Reduce la mortalidad tras un infarto de miocardio.,3. Reduce las taquiarritmias recurrentes asociadas a vías de conducción anómalas del impulso cardiaco.,4. Se usa en el tratamiento de la angina de pecho resistente a nitratos.,1,2019
49. Respecto al ajuste de medicación antihemostática señale lo INCORRECTO:,1. El tiempo de tromboplastina parcial activada tiene utilidad en el ajuste de la dosis de heparina no fraccionada.,2. El tiempo de trombina se utiliza para ajustar la dosis de fármacos fibrinolíticos.,"3. La dosis de warfarina se ajusta en función del tiempo de protrombina, expresado como cociente normalizado internacional (INR).",4. La dosis de lepirudina se ajusta en función del tiempo de tromboplastina parcial activada.,2,2019
50. Respecto a la enfermedad pulmonar obstructiva crónica (EPOC) señale la opción correcta:,1. Se caracteriza por la obstrucción progresiva y en gran medida irreversible del flujo aéreo.,2. El tabaco se ha descartado como factor de riesgo.,3. Se ha demostrado como factor predisponente el poseer un exceso de alfa 1-antitripsina.,4. Los pacientes no presentan hiperreactividad bronquial.,1,2019
51. Los receptores táctiles cuya principal función es localizar las sensaciones de los estímulos en zonas específicas de la superficie del cuerpo son los corpúsculos de:,1. Ruffini.,2. Krause.,3. Pacini.,4. Meissner.,4,2019
52. Indique la respuesta FALSA sobre la vía intrínseca de la coagulación:,"1. Se desencadena cuando la sangre contacta con el factor tisular, formándose un complejo con el factor VII.","2. Se inicia con la activación del factor XII, producida por el contacto con una superficie desprovista de endotelio.",3. Participa el factor IX.,"4. Los fosfolípidos, que intervienen como una superficie catalizante, son proporcionados por las plaquetas.",1,2019
53. Entre las causas de trombocitopenia NO se encuentra:,1. Hiperesplenismo.,2. Sepsis.,3. Hemofilia.,4. Aplasia medular.,3,2019
54. Indique cuál de estos antígenos se expresa en los linfocitos B:,1. CD2.,2. CD19.,3. CD3.,4. CD5.,2,2019
55. Con respecto al fibrinógeno indique la respuesta FALSA:,1. Es el factor I de la coagulación.,2. Su transformación en fibrina se debe a la acción de la trombina.,3. Es de síntesis hepática y extrahepática.,"4. Está presente en el suero, pero no en el plasma.",4,2019
56. Indique la asociación correcta en relación a la morfología eritrocitaria:,1. Esquistocitos --- hematíes falciformes.,2. Dacriocitos --- hematíes en forma de lágrima.,3. Drepanocitos --- hematíes fragmentados.,4. Estomatocitos --- hematíes en forma de diana.,2,2019
57. La lesión de la membrana basal glomerular puede originar:,1. Síndrome nefrítico.,2. Descenso de proteína en orina.,3. Síndrome nefrótico.,4. No genera ningún problema.,0,2019
58. ¿Cuál de los siguientes hallazgos es el más característico de la leucemia mieloide crónica?:,1. Células de Reed-Stemberg.,2. Esplenomegalia palpable.,3. La disminución de la fosfatasa alcalina granulocitaria.,4. El reordenamiento del gen BCR/ABL.,4,2019
59. Indique cuál de las siguientes NO es una consecuencia de la hipertensión arterial:,1. Hipertrofia ventricular.,2. Accidente cerebrovascular.,3. Osteoporosis.,4. Arteriosclerosis.,3,2019
60. ¿Cuál de las siguientes afecciones NO tiene un papel importante en el desarrollo de la hipertensión arterial pulmonar?:,1. Enfisema.,2. Tromboembolismo en arterias pulmonares.,3. Hipertensión sistémica.,4. Insuficiencia cardiaca.,3,2019
61. Señale la afirmación FALSA referente a la enfermedad de Parkinson:,1. Suele acompañarse de rigidez y bradiquinesia.,2. Se produce como consecuencia de la pérdida de neuronas dopaminérgicas de la sustancia negra.,3. Frecuentemente se asocia a la pérdida de audición.,4. La característica clínica más llamativa es el temblor.,3,2019
"62. Respecto a la acalasia, alteración esofágica, señale lo correcto:",1. Es un trastorno del esfínter esofágico superior.,"2. Es un trastorno del esfínter esofágico inferior, con actividad peristáltica reducida.",3. Implica contracciones simultáneas en todo el esófago carentes de efecto propulsor.,4. Es un dolor retroesternal producido por contracciones esofágicas tónicas.,2,2019
63. La distrofia muscular de Duchenne:,1. Es una enfermedad recesiva ligada al cromosoma Y.,2. Se produce por una carencia en la proteína distrofina.,3. Provoca que no se mantengan el tono muscular y los reflejos.,4. Es una variante menos grave de la enfermedad de Becker.,2,2019
64. Señale la respuesta INCORRECTA en relación a la hipercolesterolemia familiar:,1. Es una variante autosómica recesiva de la hipercolesterolemia por defectos del receptor LDL.,2. La mayoría de los pacientes presenta mutaciones en el gen del receptor de las LDL.,"3. La ocasionan mutaciones en el receptor LDL, el déficit familiar de apo B y variantes del PCSK9.","4. Conlleva la elevación de la concentración de colesterol total, mientras que la de triglicéridos suele ser normal.",1,2019
65. La enfermedad de Fabry:,"1. Es una enfermedad recesiva ligada al cromosoma X, caracterizada por déficit de alfa galactosidasa A.","2. Es una enfermedad recesiva ligada al cromosoma Y, caracterizada por déficit de alfa galactosidasa A.","3. Es una enfermedad dominante ligada al cromosoma Y, caracterizada por déficit de alfa galactosidasa B.","4. Es una enfermedad dominante ligada al cromosoma X, caracterizada por déficit de alfa galactosidasa B.",1,2019
66. Señale la respuesta correcta en relación a las porfirias:,1. Son un grupo de doce enfermedades debidas a anomalías en la síntesis del grupo hemo.,"2. Se pueden clasificar en tres categorías: eritropoyéticas, hepáticas y renales.",3. La enzimopatía básica causante de esta enfermedad es una hipoactividad de la uroporfirinógeno III sintasa.,4. La orina tiene un aspecto incoloro debido a la uroporfirina y en menor medida a la coproporfirina.,3,2019
"105. En relación con la inhibición reversible de una reacción enzimática, ¿cuál de las siguientes afirmaciones es FALSA?:",1. Un inhibidor competitivo modifica la Vmax.,2. Un inhibidor competitivo modifica la Km.,3. Un inhibidor no competitivo modifica la Vmax.,4. Un inhibidor no competitivo modifica la Km.,1,2019
106. ¿Cuál de las siguientes moléculas NO forma parte de un proteoglucano?:,1. Agrecán.,2. Hialuronano.,3. Sulfato de queratán.,4. Fibronectina.,4,2019
107. ¿Cuál de los siguientes lípidos es un esfingolípido?:,1. Fosfatidilcolina.,2. Cardiolipina.,3. Gangliósido GM2.,4. Plasmalógeno.,3,2019
108. La insulina disminuye la expresión del gen de:,1. Acetil-CoA carboxilasa.,2. Fosfoenolpiruvato carboxiquinasa.,3. Fosfofructoquinasa-1.,4. Glucosa 6-fosfato deshidrogenasa.,2,2019
109. Uno de los siguientes procesos NO tiene lugar en las mitocondrias de las células animales:,1. Oxidación de ácidos grasos.,2. Alargamiento de ácidos grasos.,3. Síntesis de ácidos grasos.,4. Síntesis de cuerpos cetónicos.,3,2019
110. Señale el aminoácido cetogénico:,1. Cisteína.,2. Glutamina.,3. Metionina.,4. Lisina.,4,2019
111. ¿Cuál de las siguientes afirmaciones sobre la hemoglobina es cierta?:,1. La disminución del pH aumenta la afinidad de la hemoglobina por el oxígeno.,"2. La presencia de 2,3-bisfosfoglicerato en los glóbulos rojos disminuye la afinidad de la hemoglobina por el oxígeno.",3. Presenta una curva de saturación de oxígeno hiperbólica.,4. Se une al oxígeno de forma irreversible.,2,2019
112. ¿Cuál de las siguientes afirmaciones sobre la constante de Michaelis es cierta?:,1. Es la concentración de sustrato a la que la velocidad de la reacción es la mitad de la velocidad máxima (1/2 Vmax).,2. Es la concentración de sustrato a la que la velocidad de la reacción es Vmax.,3. Es la Vmax a la cual la enzima se encuentra saturada por el sustrato.,4. Es la concentración de sustrato medida en el momento inicial.,1,2019
113. ¿Cuál de las siguientes reacciones NO forma parte de la glucólisis?:,1. Glucosa + ATP → Glucosa-6-P + ADP.,"2. Fructosa-6-fosfato + ATP → Fructosa-1,6bifosfato + ADP.",3. Glucosa-6-fosfato → Glucosa-1-fosfato.,4. Fosfoenolpiruvato + ADP → Piruvato + ATP.,3,2019
114. ¿Cuál de los siguientes metabolitos es común para la glucólisis y la ruta de las pentosas fosfato?:,1. Ribulosa-5-fosfato.,2. 6-Fosfogluconato.,3. Xilulosa-5-fosfato.,4. Gliceraldehido-3-fosfato.,4,2019
115. El ciclo de los ácidos tricarboxílicos o ciclo de Krebs:,1. Tiene lugar en la mitocondria y sólo en ausencia de oxígeno.,"2. Es la ruta central de oxidación de hidratos de carbono, lípidos y proteínas.",3. Genera NAD+ y FAD.,4. No es una ruta anfibólica.,2,2019
116. ¿Cuál de las siguientes reacciones es catalizada por el complejo multienzimático de la piruvato deshidrogenasa (PDH)?:,1. Piruvato +CO2 +ATP +H2O  oxalacetato +ADP +Pi +2H+.,2. Piruvato +GTP +ATP +H2O  fosfoenolpiruvato +GDP +ADP +Pi +2H+.,3. Piruvato +CoA +NAD+  acetil-CoA +CO2 + NADH +H+.,4. Piruvato + NADH +H+  lactato + NAD+.,3,2019
117. ¿Cuál de los siguientes mecanismos de reparación actúa después de la replicación del ADN?:,1. La reversión directa.,2. Escisión de nucleótidos.,3. Reparación por emparejamientos incorrectos.,4. Eliminación de mutágenos.,3,2019
"118. En relación con la traducción, ¿qué afirmación es cierta?:",1. Consiste en la síntesis de proteínas.,2. Un fragmento de ADN puede ser transferido desde el genoma de una célula al de otra.,3. Es un proceso de recombinación de las secuencias de ADN.,4. Es el primer paso de la expresión de un gen.,1,2019
119. La carga negativa del ADN se debe a:,1. La pentosa.,2. La base nitrogenada.,3. El grupo fosfato.,4. Los enlaces simples.,3,2019
"120. Con respecto a la heterocromatina, ¿qué afirmación es FALSA?:",1. Está asociada a los centrómeros.,2. La transcripción de un gen eucariótico está fuertemente reprimida cuando su ADN está condensado en la heterocromatina.,3. Es transcripcionalmente activa.,4. Se encuentra en un estado más condensado que el resto de la cromatina.,3,2019
121. La replicación semiconservativa es un proceso en el que:,1. Se produce un ADN completamente nuevo.,"2. Se originan dos moléculas de ADN, cada una de ellas compuesta de una hebra del ADN original y de una hebra complementaria nueva.",3. Se rompen las hebras de origen durante la replicación que se reordenan en una molécula con una mezcla de fragmentos nuevos y viejos.,4. Se produce sólo de forma hipotética.,2,2019
122. ¿Qué significa que el código genético es degenerado?:,1. Que existen tres marcos de lectura.,2. Que es un código universal.,3. Que no requiere un codón de terminación.,4. Que un aminoácido puede estar codificado por más de un codón.,4,2019
123. ¿Cuál de los siguientes parámetros se utiliza para el cálculo de la osmolaridad plasmática?:,1. Hemoglobina.,2. Creatinina.,3. Proteínas totales.,4. Sodio.,4,2019
124. ¿Cuál de las siguientes proteínas migra en la zona alfa 2 de la electroforesis?:,1. Transferrina.,2. Haptoglobina.,3. C3.,4. IgA.,2,2019
125. La unidad de medida internacional de la actividad enzimática es:,1. UI/mL.,2. Katal.,3. mg/dL.,4. Litro.,2,2019
126. Indique la relación FALSA sobre los elementos traza y sus principales funciones:,1. Yodo --- Presente en las hormonas tiroideas.,2. Cromo --- Participa en el metabolismo de la glucosa.,3. Cobre --- Síntesis de melanina.,4. Molibdeno --- Forma parte de la vitamina B12.,4,2019
127. ¿Cuál de las siguientes situaciones clínicas en el momento del diagnóstico es FALSA?:,1. Hipertiroidismo subclínico --- TSH disminuida y T4 normal.,2. Hipotiroidismo primario --- TSH aumentada y T4 disminuida.,3. Hipotiroidismo subclínico --- TSH disminuida y T4 aumentada.,4. Hipotiroidismo central --- TSH disminuida y T4 disminuida.,3,2019
128. ¿Cuál es la forma activa de la vitamina D?:,1. Vitamina D2 (ergocalciferol).,"2. 1,25-dihidroxivitamina D.",3. 25-hidroxivitamina D.,"4. 24,25-dihidroxivitamina D.",2,2019
"129. ¿A qué grupo de agentes quelantes pertenece el EDTA (ácido etilenodiaminotetraacético), un reactivo ampliamente utilizado en las valoraciones de formación de complejos?:",1. Unidentado.,2. Bidentado.,3. Tetradentado.,4. Hexadentado.,4,2019
"130. La vitamina C puede determinarse en una valoración de óxido-reducción, por retroceso utilizando yodato potásico como patrón primario, para producir triyoduro. ¿Qué reactivo titulante sería de elección en esta valoración?:",1. Dicromato de potasio.,2. Permanganato de potasio.,3. Tiosulfato de sodio.,4. Tetraborato de sodio.,3,2019
167. La enfermedad de injerto contra huésped se inicia cuando:,1. Los linfocitos T reguladores presentes en la muestra del injerto reaccionan contra los antígenos del huésped.,2. Los linfocitos T maduros presentes en la muestra del injerto reaccionan contra los antígenos del huésped.,3. Los macrófagos y neutrófilos presentes en la muestra del injerto reaccionan contra los antígenos del huésped.,4. Los linfocitos T maduros del injerto reaccionan contra los antígenos del órgano trasplantado.,2,2019
168. La respuesta adaptativa a bacterias intracelulares mediada por células T CD4:,1. Se denomina Th1 y está inducida por IL-12 e IFN-gamma.,2. Se denomina Th17 y está inducida por IL-17 e IFN-gamma.,3. Se denomina Th1 y está inducida por IL-1 e IFN-gamma.,"4. Se denomina Th12 y está mediada por IL-12, IFN-gamma.",1,2019
169. ¿Dónde se produce la activación de los linfocitos T específica para un antígeno?:,1. En los ganglios linfáticos a través del contacto con las células dendríticas.,2. En cualquier sitio donde se encuentren con el antígeno.,3. En el timo a través de la selección clonal.,4. En el sitio de infección al entrar en contacto con el patógeno.,1,2019
170. ¿Cuál es la función de los linfocitos CD4+ Th17?:,1. Producir IL-17 e inducir una respuesta antiinflamatoria.,"2. Producir IL-1, IL-7 e inducir una respuesta inflamatoria.","3. Producir IL-1, IL-7 e inducir una respuesta antiinflamatoria.",4. Producir IL-17 e inducir una respuesta inflamatoria.,4,2019
171. ¿Cuál es la característica de las células T de memoria?:,1. Son de proliferación constante sin antígeno y de reactividad aumentada a la exposición del antígeno.,2. Son quiescentes y de reactividad aumentada a la exposición del antígeno.,"3. Son quiescentes, de reactividad disminuida a la exposición del antígeno y por tanto responsables de la autoinmunidad.",4. Son inmortales y activan a las células T vírgenes a la reposición del antígeno.,2,2019
172. Indique la respuesta INCORRECTA sobre el receptor de antígeno de los linfocitos T o TCR:,1. Las regiones hipervariables del TCR sufren el fenómeno de hipermutación somática en el linfonodo.,2. Las cadenas que conforman el TCR pueden ser: alfa-beta o gamma-delta y siempre se expresan acompañadas del CD3.,3. En el reordenamiento del TCR se produce el fenómeno de exclusión alélica: el reordenamiento correcto de un gen parental bloquea el reordenamiento del otro.,"4. El TCR-alfa-beta se genera por la recombinación somática de los segmentos V, D y J (cadena beta) y los segmentos V y J (cadena alfa).",1,2019
"173. ¿Cuál de las siguientes asociaciones entre linfocitos T efectores, respuesta a patógeno y mecanismo efector es correcta?:",1. Linfocitos T reguladores --- hongos --- liberación de péptidos antifúngicos en el tracto digestivo,2. Linfocitos TH2 --- alérgeno --- liberación de histamina por mastocitos.,3. Linfocitos TH1 --- bacterias extracelulares --- producción de IFN-gamma para activación de células NK.,4. Linfocitos TH17 --- bacterias intracelulares -- fagocitosis por células dendríticas.,2,2019
174. Indique la afirmación INCORRECTA respecto a las quimiocinas:,1. CXCR5 dirige el movimiento de los linfocitos B a través de la zona T hasta los folículos linfoides del linfonodo.,2. CXCL13 determina la entrada de los linfocitos T colaboradores foliculares (THF) a los folículos linfoides.,3. CXCL8 es una quimiocina implicada en la quimiotaxis de los neutrófilos.,4. CCR5 dirige la migración de los linfocitos T naive en el paracórtex del linfonodo.,4,2019
175. ¿Qué reconoce un TCR?:,1. Un antígeno en su forma nativa.,2. Un péptido antigénico asociado a una molécula presentadora.,"3. Un antígeno de cualquier naturaleza, siempre que esté expresado en la membrana de las células presentadoras de antígeno.",4. Patrones moleculares sobre la superficie de las bacterias.,2,2019
"176. ¿Cuál de estas leyes siguen mejor la distribución de frecuencias de una característica poco frecuente (π<0,05) obtenida al azar y con reposición en muestras muy grandes (n≥100)?:",1. La ley hipogeométrica.,2. La ley de Poisson.,3. La ley de Norman.,4. La ley de Kruger.,2,2019
177. Las reacciones en el centro germinal:,1. Se producen en ausencia de linfocitos T.,2. Requieren el reclutamiento de neutrófilos y macrófagos.,3. Son necesarias para la diferenciación a células plasmáticas productoras de anticuerpos.,4. Se requieren para la maduración de la afinidad de las respuestas humorales.,4,2019
178. ¿Cuál de los siguientes bacilos gramnegativos no fermentadores es oxidasa negativo?:,1. Pseudomonas aeruginosa.,2. Acinetobacter baumanii.,3. Burkholderia cepacia.,4. Moraxella catarrhalis.,2,2019
181. Respecto a la diabetes mellitus indique la respuesta correcta:,"1. La diabetes mellitus tipo 2 está relacionada con antígenos de HLA DR3, DR4, DQA1.",2. La diabetes mellitus tipo 1 cursa con hiperinsulinemia.,3. La diabetes mellitus tipo 1 es de aparición brusca.,4. En la diabetes mellitus tipo 2 la cetoacidosis es la primera manifestación clínica de la enfermedad.,3,2019
182. La deficiencia de carbamoil-fosfato sintetasa conlleva una inhibición de:,1. El ciclo de la urea.,2. El ciclo de Cori.,3. El ciclo glucosa-alanina.,4. El ciclo de los ácidos tricarboxílicos.,1,2019
183. ¿Qué fármacos se utilizan tanto en el tratamiento del VIH como en la hepatitis B?:,1. Lamivudina y tenofovir.,2. Lamivudina y darunavir.,3. Telbivudina y darunavir.,4. Tenofovir y darunavir.,1,2019
