Question,Option_1,Option_2,Option_3,Option_4,RC,year
"30. ¿Qué parásito sigue el siguiente ciclo biológico? Tras la ingesta de huevos, las larvas nacen en el intestino delgado y migran al ciego, donde penetran en la mucosa y maduran hasta convertirse en gusanos adultos:",1. Ascaris lumbricoides.,2. Trichuris trichiura.,3. Ancylostoma duodenale.,4. Trichinella spiralis.,2,2020
31. Una joven buceadora ingresa en el hospital por una sinusitis aguda complicada que evoluciona tórpidamente hasta presentar un cuadro de meningoencefalitis aguda hemorrágica necrotizante. La paciente es intervenida por neurocirugía y en la biopsia de tejido cerebral se observa la presencia de trofozoítos. ¿Cuál es el patógeno compatible con el cuadro clínico descrito?:,1. Taenia solium.,2. Toxoplasma gondii.,3. Naegleria fowleri.,4. Cryptococcus neoformans.,3,2020
32. ¿Cuál de los siguientes NO se encuentra dentro de los ensayos de control descritos en la Real Farmacopea Española para asegurar la eficacia terapéutica de los inhaladores de polvo seco?:,1. Uniformidad de dosis emitida.,2. Dosis de las partículas finas.,3. Número mínimo de descargas para obtener la dosis mínima recomendada.,4. Número de descargas por envase (para inhaladores multidosis).,3,2020
33. ¿Cuál de los siguientes enunciados NO corresponde a una ventaja de las cápsulas?:,"1. Son fácilmente identificables, tanto por parte del fabricante como del paciente, mediante una adecuada selección de colores o serigrafiado.","2. En general, la biodisponibilidad del fármaco a partir de las cápsulas es superior a la de los comprimidos.","3. Presentan un menor coste de producción, a escala industrial, con respecto a los comprimidos.","4. Su elaboración puede llevarse a cabo en la oficina de farmacia, lo que posibilita la individualización de dosis de acuerdo con las necesidades del paciente.",3,2020
34. Los procesos de segregación en mezclas ordenadas surgen como consecuencia de:,1. La saturación de los lugares de unión disponibles en la superficie de las partículas del portador.,2. La baja cohesividad de sus componentes.,3. La acción de la gravedad cuando existen diferencias en la densidad de los componentes de la mezcla.,"4. El deslizamiento de las partículas más pequeñas de la mezcla (en especial si son más densas) a través de los espacios inter-particulares, concentrándose en la parte inferior de los recipientes.",1,2020
"35. Las preparaciones inyectables tipo suspensión, ¿pueden presentar un sedimento visible?:","1. Sí, siempre que sean preparaciones inyectables de pequeño volumen.","2. Sí, siempre que sea un sedimento que pueda redispersarse fácil y totalmente por agitación.","3. No, en ningún caso, ya que uno de los requisitos de los preparados parenterales es la limpidez.","4. No, salvo que sean preparaciones inyectables de pequeño volumen.",2,2020
36. La liberación paramétrica de un lote de una formulación estéril de administración parenteral consiste en su liberación en función de:,1. Los resultados de ciertos parámetros críticos de control sobre una muestra del lote final.,2. Ciertos parámetros de calidad críticos de la zona estéril de fabricación.,3. Si se cumplen las especificaciones del producto final sobre una muestra representativa.,"4. Los datos recogidos durante el proceso de fabricación, que incluye una esterilización terminal validada.",4,2020
37. El índice de Hausner describe la relación entre las:,1. Densidades inicial y final en un proceso de compresión e indica la plasticidad de un material.,2. Viscosidades obtenidas en un reograma a dos velocidades de cizalla e indica la tixotropía del material.,3. Densidades apelmazada y aparente e indica la fluidez de un material pulverulento.,4. Fuerzas aplicada y transmitida en un proceso de compresión e indica la plasticidad de un material.,3,2020
"38. Según la definición oficial de la Real Farmacopea Española, ¿es posible elaborar supositorios por compresión?:","1. Sí, porque son preparaciones unidosis sólidas que se fabrican por cualquier procedimiento que garantice el cumplimiento de sus especificaciones.","2. No, porque son preparaciones unidosis sólidas que se fabrican exclusivamente por moldeo y posterior enfriamiento.","3. Sí, porque son preparaciones unidosis sólidas que se pueden preparar por compresión y por moldeo.","4. No, porque sólo los comprimidos pueden elaborarse mediante un proceso de compresión.",3,2020
"39. Señale el nombre de la proteína que interacciona con el colesterol y que está presente en las invaginaciones de la membrana de varios tipos de células (como por ejemplo, las endoteliales):",1. Catelicidina.,2. Caveolina.,3. Catepsina.,4. Calsecuestrina.,2,2020
"40. Los receptores situados en la capa más profunda de la dermis, de adaptación lenta y que median las sensaciones de contacto intenso o persistente, reciben el nombre de:",1. Corpúsculos de Meissner.,2. Discos de Merkel.,3. Corpúsculos de Ruffini.,4. Corpúsculos de Pacini.,3,2020
41. Señale qué factor provoca la inhibición de la secreción de la hormona antidiurética:,1. Náuseas y vómitos.,2. Disminución del volumen sanguíneo.,3. Estrés.,4. Llenado excesivo de la aurícula.,4,2020
42. Señale el efecto que NO provoca la aldosterona:,1. Aumento de la reabsorción tubular renal de sodio.,2. Disminución de la secreción de potasio.,3. Estimulación del sistema nervioso simpático.,4. Aumento de la absorción intestinal de sodio.,2,2020
"43. La percepción de profundidad, obtenida a partir de las diferencias entre las imágenes de ambas retinas que aparecen como consecuencia de la separación horizontal de los globos oculares, se denomina:",1. Discromatopsia.,2. Estereopsia.,3. Acomodación.,4. Prosopagnosia.,2,2020
44. ¿Qué ley define y calcula el flujo sanguíneo a través de los vasos sanguíneos en función del gradiente de presión y la resistencia?:,1. Ley de Frank-Starling.,2. Ley de Weber-Flechner.,3. Ley de Poiseuille.,4. Ley de Ohm.,4,2020
45. Indique cuál de las siguientes situaciones NO conduce a hipoxia:,1. Aumento del espacio muerto fisiológico.,2. Aumento de la distensibilidad pulmonar.,3. Intoxicación por monóxido de carbono.,4. Insuficiencia cardíaca.,2,2020
46. Señale la afirmación INCORRECTA sobre los efectos fisiológicos de la insulina:,"1. Inactiva la fosforilasa hepática, principal enzima que degrada glucógeno a glucosa.","2. Activa la ATPasa Na+-K+ en muchas células, aumentando la captación de potasio a su interior, lo que puede conducir a una hipopotasemia asociada al aumento de potasio intracelular.",3. Aumenta la actividad lipasa que hidroliza las grasas del tejido adiposo y disminuye la actividad de la lipoproteinlipasa que estimula la absorción intestinal de ácidos grasos.,4. Estimula la captación de aminoácidos al interior de las células.,3,2020
47. ¿Qué haz NO conduce a la propagación o transmisión del impulso cardiaco a través de las aurículas?:,"1. Thorel, o posterior.","2. Wenckebach, o medial.",3. Bachmann.,4. His.,4,2020
48. Diferentes situaciones o alteraciones fisiológicas pueden provocar voltajes anormales del complejo QRS. Señale cuál de las siguientes NO disminuye el voltaje del electrocardiograma:,1. Enfisema pulmonar.,2. Líquido en el pericardio.,3. Hipertrofia del músculo cardiaco.,4. Infartos arteriales miocárdicos antiguos.,3,2020
49. Con respecto al túbulo colector cortical señale la afirmación INCORRECTA:,1. Las células intercaladas secretan hidrógeno y reabsorben bicarbonato y potasio.,2. Las células principales absorben potasio y secretan sodio.,3. Está regulado por la aldosterona.,4. Las células intercaladas secretan hidrógeno mediante una bomba H+-ATPasa.,2,2020
50. ¿Qué factor de coagulación recibe el nombre de factor de Stuart?:,1. Factor XIII.,2. Factor XII.,3. Factor XI.,4. Factor X.,4,2020
"51. Las zonas periventriculares del hipotálamo y del tálamo, la sustancia gris central del mesencéfalo, las zonas de la amígdala y del hipocampo son localizaciones de:",1. Centros de recompensa.,2. Corteza límbica.,3. Centros de castigo.,4. Ganglios basales.,3,2020
52. Indique cuáles NO son inclusiones eritrocitarias:,1. Cuerpos de Heinz.,2. Anillos de Cabot.,3. Cuerpos de Döhle.,4. Cuerpos de Pappenheimer.,3,2020
53. Indique la afirmación FALSA con respecto a los linfocitos:,1. Los linfocitos B adquieren su competencia inmunológica en la médula ósea.,2. La principal función de los linfocitos T es mediar la inmunidad celular.,3. Los linfocitos T colaboradores expresan el antígeno de superficie CD4.,4. Los linfocitos T supresores se pueden identificar mediante su falta de reacción frente al anticuerpo monoclonal anti-CD8.,4,2020
54. Indique la respuesta correcta sobre el sistema ABO:,1. Un paciente con grupo sanguíneo AB no tiene anticuerpos anti-A ni anti-B en el suero.,2. Un paciente con grupo sanguíneo A tiene antígeno B en los hematíes.,3. Un paciente con grupo sanguíneo B tiene anticuerpos anti-B en el suero.,4. Un paciente con grupo sanguíneo 0 tiene antígenos A y B en los hematíes.,1,2020
55. Indique la afirmación FALSA sobre los índices eritrocitarios:,1. El volumen corpuscular medio (VCM) es el cociente entre el hematocrito y la concentración de eritrocitos.,2. La hemoglobina corpuscular media (HCM) es el cociente entre la concentración de eritrocitos y la concentración de hemoglobina.,3. La concentración corpuscular media de hemoglobina (CCMH) es el cociente entre la concentración de hemoglobina y el hematocrito.,4. La concentración corpuscular media de hemoglobina (CCMH) se calcula a partir del volumen corpuscular medio (VCM) y de la hemoglobina corpuscular media (HCM).,2,2020
56. ¿Cuál de las siguientes NO es una causa de anemia ferropénica?:,1. Aclorhidria.,2. Úlcera gastroduodenal.,3. El crecimiento durante la infancia y la adolescencia.,4. Tratamiento con metotrexato.,4,2020
57. ¿Cuál es el parámetro bioquímico más utilizado para el diagnóstico de infarto agudo de miocardio?:,1. Dímero D.,2. Creatina quinasa total (CK).,3. Troponinas.,4. Mioglobina.,3,2020
58. ¿Cuál es la causa más frecuente de la reducción del flujo coronario en pacientes con cardiopatía isquémica?:,1. Aumento de la liberación de adenosina.,2. Aterosclerosis.,3. Aumento de la liberación de óxido nítrico.,4. Aumento del tono simpático de las arterias coronarias.,2,2020
59. Señale la afirmación correcta referente a la ataxia:,1. Es una afectación de la coordinación motora.,2. Suele acompañarse de parálisis o paresias.,3. Frecuentemente se asocia a la pérdida de audición.,4. No afecta al equilibrio del enfermo.,1,2020
60. ¿Qué situaciones dan lugar al Cor Pulmonale?:,1. Insuficiencia cardíaca derecha originada por enfermedad pulmonar.,2. Insuficiencia cardíaca izquierda originada por enfermedad pulmonar.,3. Insuficiencia pulmonar originada por enfermedad cardíaca.,4. Insuficiencia cardíaca congestiva.,1,2020
61. ¿Cuál es el principal factor de riesgo en la aparición del ICTUS isquémico o hemorrágico?:,1. Cardiopatía.,2. Diabetes mellitus.,3. Hiperlipemia.,4. Hipertensión arterial.,4,2020
62. Indique cuál de los siguientes mecanismos etiopatogénicos se encuentra implicado con más frecuencia en el desarrollo de la pancreatitis aguda:,1. Litiasis biliar.,2. Idiopática.,3. Virus de Epstein-Barr.,4. Bacteria Helicobacter pylori.,1,2020
63. ¿Qué aminoácido tiene disminuidos sus niveles en la fenilcetonuria?:,1. Fenilalanina.,2. Tirosina.,3. Ácido fenilpirúvico.,4. Cisteína.,2,2020
64. El gen del retinoblastoma y la proteína p53 se pueden clasificar como:,1. Factores de crecimiento.,2. Ciclinas.,3. Genes supresores de tumores.,4. Oncogenes.,3,2020
"65. En un individuo con resistencia a la hormona de crecimiento por fallo en su receptor (síndrome de Laron), ¿cómo estarían los niveles de hormona de crecimiento y de IGF-I?:",1. Los de hormona de crecimiento elevados y los de IGF-I bajos.,2. Los de ambas moléculas elevados.,3. Los de ambas moléculas bajos.,4. Los de hormona de crecimiento bajos y los de IGF-I elevados.,1,2020
66. ¿Qué característica etiológica se produce en la enfermedad de Graves?:,1. Anticuerpos activantes frente a la peroxidasa del tiroides.,2. Anticuerpos neutralizantes frente al receptor de tirotropina (TSH).,3. Anticuerpos activantes frente al receptor de tirotropina (TSH).,4. Anticuerpos frente a la desyodasa 2.,3,2020
104. ¿Qué función llevan a cabo las aminoacil t-ARN sintetasas?:,1. Intervienen en la síntesis de proteínas.,2. Están implicadas en la síntesis del ARN de transferencia.,3. Llevan a cabo la síntesis de aminoácidos.,4. No presentan especificidad para los aminoácidos.,1,2020
105. ¿Cuál de las siguientes moléculas tiene una energía libre estándar de hidrólisis grande y negativa que supera en valor absoluto a la del ATP?:,1. Glucosa 6-fosfato.,2. Fructosa 6-fosfato.,3. Glicerol 3-fosfato.,"4. 1,3-Bisfosfoglicerato.",4,2020
"106. En el cálculo del rendimiento de ATP en la oxidación completa de la glucosa, uno de los siguientes números de moléculas de ATP final es FALSO:",1. Glucólisis: 3 o 5 ATP.,2. Oxidación de 2 piruvatos: 5 ATP.,3. Oxidación de 2 acetil-CoA en el ciclo del ácido cítrico: 20 ATP.,4. Rendimiento total por glucosa: 30 o 32 ATP.,1,2020
107. Uno de los siguientes agentes NO interfiere con la transferencia electrónica o la fotofosforilación:,1. Cianuro.,2. CO2.,3. Oligomicina.,4. Termogenina.,2,2020
"108. Los elementos de respuesta a hormonas esteroideas (hormone response elements, HREs) son ______________, que cuando se unen ________________ alteran la expresión génica a nivel de la transcripción:",1. Secuencias de intrones; al receptor hormonal activado.,2. Proteínas nucleares; a la hormona.,3. Secuencias de ARN; al complejo hormonareceptor.,4. Secuencias de ADN; al complejo hormonareceptor.,4,2020
109. El glicerol-3-fosfato necesario para la biosíntesis de triacilglicéridos en el tejido adiposo se consigue mediante:,1. La fosforilación de glicerol a glicerol-3-fosfato por la enzima glicerol quinasa.,2. La beta-oxidación de los ácidos grasos.,3. La reducción de la dihidroxiacetona fosfato originada a partir de la glucosa.,4. La degradación de cuerpos cetónicos.,3,2020
"110. Durante el ayuno prolongado (inanición), señale la opción INCORRECTA:",1. Se activa la movilización de triglicéridos en el tejido adiposo.,2. Se activa la gluconeogénesis hepática.,3. Se activa la glucogenólisis.,4. Se inhibe la síntesis de cuerpos cetónicos.,4,2020
111. Señale la afirmación correcta:,1. El cerebro puede realizar glucólisis y gluconeogénesis.,2. El hígado puede realizar síntesis de glucógeno y gluconeogénesis.,3. El músculo puede realizar síntesis de glucógeno y gluconeogénesis.,4. El cerebro puede utilizar los ácidos grasos del torrente circulatorio como combustible energético.,2,2020
112. La deficiencia de carbamoil-fosfato sintetasa conlleva una inhibición del ciclo de:,1. La urea.,2. De Cori.,3. De glucosa-alanina.,4. De los ácidos tricarboxílicos.,1,2020
113. En el metabolismo del glucógeno:,"1. El aumento en la concentración de AMPc citosólico  actúa sobre el glucógeno de forma recíproca, activando su síntesis e inhibiendo su degradación.","2. La adrenalina en el músculo y el glucagón en el hígado activan la cascada de señales que conducen, finalmente, a la activación de la glucógeno fosforilasa y la degradación del glucógeno.",3. La glucógeno sintasa y la glucógeno fosforilasa se activan por fosforilación covalente reversible.,"4. La insulina produce la inhibición de la glucógeno sintasa quinasa, y con ello estimula la degradación del glucógeno hepático, pero no del muscular.",2,2020
"114. La presencia del antibiótico antimicina A, un inhibidor del complejo ubiquinona:citocromo c óxidoreductasa de la cadena de transporte electrónico mitocondrial, produce:",1. Un aumento en el flujo de protones hacia la matriz mitocondrial.,"2. La inhibición de la oxidación del succinato, pero no del NADH + H+.",3. El bloqueo del flujo de protones a través de la subunidad Fo de la ATP sintasa.,"4. Que los transportadores electrónicos anteriores a la acción de la antimicina queden reducidos, mientras que los posteriores al bloqueo permanezcan oxidados.",4,2020
115. En la biosíntesis hepática de palmitato en mamíferos:,1. Se consumen las siguientes moléculas: 7 malonilCoA + 1 acetil-CoA + 7 ATP + 14 FADH2.,2. La etapa limitante de la ruta está catalizada por la acetil Co-A carboxilasa dependiente de biotina.,"3. Durante la acción de la ácido graso sintasa, los intermediarios formados permanecen covalentemente unidos al grupo sulfhidrilo de la coenzima A.","4. Tienen lugar dos reacciones de reducción, catalizadas respectivamente por la acil-CoA deshidrogenasa y la L-3-hidroxiacil-CoA deshidrogenasa.",2,2020
"116. En la biosíntesis del colesterol y de los cuerpos cetónicos acetoacetato y beta-hidroxibutirato, se puede afirmar que:",1. Son rutas que se activan cuando las concentraciones de acetil-CoA son bajas.,2. En ambas rutas participa la enzima hidroximetilglutaril-CoA (HMG-CoA) reductasa.,3. Las enzimas que participan en la cetogénesis y en la colesterogénesis se localizan en el citosol.,4. Se lleva a cabo la formación de hidroximetilglutaril-CoA (HMG-CoA) en el citosol durante la biosíntesis de colesterol y en las mitocondrias durante la síntesis de cuerpos cetónicos.,4,2020
117. El marco de lectura abierto de un gen es:,1. La secuencia del promotor proximal.,2. El lugar de inicio de la transcripción.,3. La secuencia de intrones.,4. La secuencia de ADN comprendida entre un codón de iniciación y otro de terminación.,4,2020
118. Los vectores de clonación con mayor capacidad son:,1. Plásmidos.,2. Cromosomas artificiales de levadura (YACs).,3. Cósmidos.,4. Cromosomas artificiales de bacteria (BACs).,2,2020
119. La PCR (reacción en cadena de la polimerasa) se puede definir como:,1. Técnica de amplificación in vitro de secuencias de ADN específicas.,2. Método de clonación de ADN en un sistema celular.,3. Técnica de amplificación mediada por enzimas de restricción.,4. Método de síntesis de oligonucleótidos.,1,2020
120. El desenrollamiento y el superenrollamiento del ADN están controlados por las enzimas:,1. Helicasas.,2. Topoisomerasas.,3. ADN ligasas.,4. Telomerasas.,2,2020
"121. En cuanto a la reparación del ADN por escisión de bases, ¿qué afirmación es cierta?:",1. Se generan sitios apurínicos o apirimidínicos.,2. Participan las enzimas ADN fotoliasas.,3. Requiere luz azul.,4. Participan dímeros de timina.,1,2020
"122. Con respecto a la heterocromatina, ¿qué afirmación es FALSA?:",1. Es transcripcionalmente activa.,2. La transcripción de un gen eucariótico está fuertemente reprimida cuando su ADN está condensado en la heterocromatina.,3. Está asociada a los centrómeros.,4. Se encuentra en un estado más condensado que el resto de la cromatina.,1,2020
123. Entre las siguientes causas posibles de hipercalcemia NO se encuentra:,1. Hiperparatiroidismo primario.,2. Cáncer.,3. Pancreatitis aguda.,4. Exceso de vitamina D.,3,2020
124. ¿Cuál de los siguientes parámetros analíticos NO interviene en el cálculo del hiato aniónico?:,1. Sodio.,2. Bicarbonato.,3. Lactato.,4. Cloruro.,3,2020
125. Respecto a las complicaciones agudas de la diabetes mellitus (cetoacidosis diabética y coma hiperosmolar no cetósico) indique la respuesta FALSA:,1. El coma hiperosmolar no cetósico es la complicación aguda más frecuente en los diabéticos tipo 1.,2. Uno de los factores desencadenantes en las dos puede ser una infección.,3. En el coma hiperosmolar no cetósico la producción de insulina evita la cetosis.,"4. En la cetoacidosis diabética se produce un incremento de la concentración de NADH, con lo que se favorece la producción de beta-hidroxibutirato.",1,2020
126. ¿Cuál de las siguientes apolipoproteínas activa la lecitina colesterol acetiltransferasa (LCAT)?:,1. Apo B100.,2. Apo AI.,3. Apo E.,4. Apo CII.,2,2020
127. ¿Cuál de las siguientes proteínas plasmáticas es útil como marcador nutricional a corto plazo?:,1. Prealbúmina.,2. Haptoglobulina.,3. Albúmina.,4. Beta2 microglobulina.,1,2020
128. ¿Cuál NO es una consecuencia metabólica de las deficiencias de la beta oxidación mitocondrial de los ácidos grasos?:,1. Menor capacidad de obtener energía.,2. Hipercetonemia.,3. Hiperamoniemia.,4. Hipoglucemia.,2,2020
"129. Para conseguir la máxima capacidad amortiguadora en un tampón, preparado por mezcla de una base y un ácido a la misma concentración en la proporción adecuada de ambos, el pKa del ácido deberá ser:",1. ± 1 unidad del valor de pH deseado.,2. ± 2 unidades del valor de pH deseado.,3. ± 3 unidades del valor de pH deseado.,4. ± 4 unidades del valor de pH deseado.,1,2020
"130. La capacidad de un método analítico de no experimentar alteraciones cuando varían ligeramente las condiciones experimentales en las que se desarrolla, se conoce como:",1. Exactitud.,2. Precisión.,3. Selectividad.,4. Robustez.,4,2020
"158. Con respecto a una variable aleatoria x característica de una población dada en la que se ha seleccionado una muestra de n sujetos, se denomina:",1. Parámetro: toda medida descriptiva relacionada con la variable x en la población.,2. Estadístico: toda medida descriptiva relacionada con la variable x en la población.,3. Parámetro: toda medida NO descriptiva relacionada con la variable x en la muestra.,4. Estadístico: toda medida NO descriptiva relacionada con la variable x en la muestra.,1,2020
159. El valor predictivo positivo de una prueba diagnóstica de una enfermedad depende:,"1. De la sensibilidad de la prueba, pero no de su especificidad ni de la prevalencia de la enfermedad.","2. De la especificidad de la prueba, pero no de su sensibilidad ni de la prevalencia de la enfermedad.","3. De la sensibilidad y especificidad de la prueba, pero no de la prevalencia de la enfermedad.",4. Tanto de la sensibilidad y especificidad de la prueba como de la prevalencia de la enfermedad.,4,2020
160. La nacionalidad de los pacientes incluidos en un ensayo clínico es una variable:,1. Categórica binaria.,2. Categórica con más de 2 categorías.,3. Categórica ordenada.,4. Cuantitativa discreta.,2,2020
161. El valor α (alfa) en un intervalo de predicción de una proporción indica la probabilidad de:,1. Contener la proporción de la población π (pi).,2. Contener las proporciones muestrales p.,3. No contener la proporción de la población π (pi).,4. No contener las proporciones muestrales p.,4,2020
167. ¿Qué es el adyuvante en una vacuna?:,1. Un activador del sistema inmune para aumentar la eficacia de la vacuna.,"2. Una contaminación de la purificación del antígeno, sin efecto sobre el sistema inmune.",3. Un potenciador de la pureza del antígeno para aumentar la especificad de la vacuna.,4. Un componente de la vacuna para minimizar el daño al paciente.,1,2020
168. ¿Qué células sanguíneas circulantes se diferencian hacia macrófagos en los tejidos?:,1. Neutrófilos.,2. Monocitos.,3. Macrófagos inmaduros.,4. Células mieloides progenitoras circulantes.,2,2020
169. ¿Dónde se produce la activación de los linfocitos T específica para un antígeno?:,"1. En los ganglios linfáticos, a través del contacto con las células dendríticas.",2. En cualquier sitio donde se encuentren con el antígeno.,3. En cualquier sitio donde encuentren una célula dendrítica inmadura.,"4. En el sitio de infección, al entrar en contacto con el patógeno.",1,2020
170. Los antígenos multivalentes de origen microbiano pueden activar los linfocitos B a través del receptor del:,1. Linfocito B (BCR) de señales proporcionadas por la unión de productos microbianos a receptores de reconocimiento del patrón y con la ayuda imprescindible de los linfocitos T.,"2. Linfocito B (BCR) y de señales proporcionadas por la unión de productos microbianos a receptores de reconocimiento del patrón, pero sin la ayuda del linfocito T.",3. Linfocito T (TCR) y de señales proporcionadas por la unión de productos microbianos a receptores de reconocimiento del patrón.,4. Linfocito B (BCR) y de citoquinas proporcionadas por los linfocitos T CD8+ colaboradores.,2,2020
171. Las células B se activan y se diferencian hacia células plasmáticas secretoras de anticuerpos de alta afinidad en:,1. El timo.,2. Los ganglios linfáticos.,3. La medula ósea.,4. El momento en que el antígeno se une al TCR y reciben estimulación de una célula dendrítica.,2,2020
"172. Los linfocitos T con TCR alfa/beta, CD4+ o CD8+ predominan en la periferia, pero existen otras subpoblaciones. ¿Cuáles son los TCRs y los ligandos principales de estas subpoblaciones?:",1. Células: T CD8+ - TCRalfa/beta. Ligandos: péptidos presentados por MHC-II.,2. Células: T CD4+ reguladoras - TCRalfa/beta. Ligandos no peptídicos y no restringidos por MHC.,3. Células: T gamma-delta – TCRgamma/delta. Ligandos: péptidos hidrofóbicos presentados por MHC-II.,4. Células: NKT - TCRalfa/beta. Ligandos: lípidos presentados por CD1.,4,2020
173. Se entiende por opsonización:,1. El mecanismo de la inmunidad natural de lisis de patógenos mediado por la lisozima.,2. La fijación de proteínas del complemento y/o anticuerpos en la superficie de antígenos particulados para facilitar su fagocitosis.,"3. La fijación de citocinas en la superficie de antígenos particulados, que facilitan su fagocitosis.","4. La interacción de anticuerpos con los receptores Fc expresados en las células fagocíticas (ADCC), que facilitan la fagocitosis.",2,2020
174. ¿Cuál de las siguientes relaciones entre moléculas y función es INCORRECTA?:,"1. TCR-CD4 - péptido/MHC II, primera señal de activación de los linfocitos T colaboradores.","2. TCR-CD8 - péptido/MHC I, primera señal de activación de los linfocitos T citotóxicos.","3. CTLA4 - CD80/86, segunda señal de activación de los linfocitos T colaboradores.","4. CD40 - CD40L, segunda señal de activación de los linfocitos B.",3,2020
175. El procesamiento general de los antígenos exógenos se produce:,1. Después de la presentación por las APC.,2. Por todas las células nucleadas del organismo.,3. En los compartimentos endosomales con pH bajo.,4. En forma de péptidos por enzimas proteolíticas del citosol.,3,2020
