Question,Option_1,Option_2,Option_3,Option_4,RC,year
117. El precursor común en la síntesis de los esteroides sexuales (andrógenos y estrógenos) es:,1. Colesterol.,2. Aldosterona.,3. Progesterona.,4. Estrona.,0,2020
118. Respecto al programa de cribado de cáncer de colon NO es verdad que:,1. La prueba inmunoquímica para cuantificación de hemoglobina humana en heces es el método más adecuado y eficiente en la detección precoz de cáncer de colon.,2. La población diana es la de riesgo intermedio entre 50 y 69 años.,3. El antecedente personal de presencia de cáncer de colon es criterio de exclusión del programa.,4. El método del guayaco es el utilizado en los programas de cribado de cáncer de colon para detección de hemoglobina en heces.,4,2020
119. El gen BRCA1 se estudia en la susceptibilidad al cáncer de:,1. Pulmón.,2. Mama.,3. Colon.,4. Tiroides.,2,2020
120. El marcador tumoral más adecuado para el adenocarcinoma seroso de ovario es:,1. Antígeno carcinoembrionario.,2. Proteína epididimal humana tipo 4.,3. Alfa-fetoproteína.,4. Ca 19.9.,2,2020
"121. En un paciente sometido a tiroidectomía total por un cáncer diferenciado de tiroides tipo papilar, el marcador tumoral de elección en el seguimiento es:",1. Tirotropina.,2. Tiroxina libre.,3. Tiroglobulina.,4. Calcitonina.,3,2020
122. La inhibina B:,1. Es una glicoproteína de 32 kDa.,2. Es secretada por las células de Leydig.,3. Inhibe la secreción de FSH.,4. Se puede emplear como marcador endocrino de la espermatogénesis.,0,2020
123. NO se considera un valor normal en el seminograma básico según los valores de referencia de la OMS (2010):,1. 10% de formas normales en los espermatozoides.,2. Movilidad progresiva de los espermatozoides del 52%.,3. Concentración de espermatozoides de 15 millones/mL.,4. Volumen de eyaculado de 0.8 mL.,4,2020
124. En relación a la disfunción eréctil es FALSO que:,1. El diagnóstico etiológico más frecuente es la disfunción eréctil psicogénica.,"2. Tras evaluar causas neurológicas y vasculares, se deben estudiar entre otros parámetros testosterona, LH y TSH.",3. Se define como la incapacidad persistente para desarrollar o mantener una erección suficiente para el coito y la eyaculación en el15% de los intentos.,"4. La hiperprolactinemia es una causa infrecuente de disfunción eréctil, aunque debe ser considerada.",3,2020
125. Con respecto a las inmunoglobulinas en plasma de individuos sanos:,1. La IgG supone el 70-75% del total.,2. La IgA supone el 50% del total.,3. La IgD constituye el 20% del total.,4. La IgE constituye el 35% del total.,1,2020
126. En relación a las proteínas del líquido cefalorraquídeo:,1. Niveles elevados de neurogranina tienen valor predictivo negativo para enfermedad de Alzheimer.,2. Las bandas oligoclonales son patognomónicas de esclerosis múltiple.,3. La determinación de las concentraciones de isoformas de la proteína β-amiloide y la proteína Tau pueden ser útiles en el diagnóstico de la enfermedad de Alzheimer.,4. La elevación de la proteína básica de la mielina es un factor de buen pronóstico en enfermedades neurológicas desmielinizantes.,3,2020
127. El punto de corte para la troponina cardíaca en el diagnóstico del infarto agudo de miocardio es:,1. Percentil 68 del límite superior de la población de referencia.,2. Percentil 90 del límite superior de la población de referencia.,3. Percentil 95 del límite superior de la población de referencia.,4. Percentil 99 del límite superior de la población de referencia.,4,2020
128. El biomarcador que tiene una mayor sensibilidad diagnóstica en la detección del daño cardiaco en las primeras horas de evolución de un infarto agudo de miocardio es:,1. Troponina I.,2. CK-MB.,3. Mioglobina.,4. Troponina T.,0,2020
129. El método que se emplea normalmente en el laboratorio clínico para determinar los niveles de troponina en suero es:,1. Enzimoinmunoanálisis.,2. Colorimetría.,3. Radioinmunoanálisis.,4. Inmunofluorescencia indirecta.,1,2020
130. Es correcto que para el diagnóstico de lesión miocárdica el uso de la troponina tiene:,1. Una elevada sensibilidad y especificidad diagnóstica.,2. Una baja sensibilidad y especificidad diagnóstica.,3. Una elevada sensibilidad diagnóstica y una baja especificidad diagnóstica.,4. Una baja sensibilidad diagnóstica y una elevada especificidad diagnóstica.,1,2020
"131. A los oligonucleótidos de entre 18 y 25 bases, utilizados en la PCR se les denomina con cualquiera de estos términos EXCEPTO:",1. Primers.,2. Cebadores.,3. Iniciadores.,4. Stutters.,4,2020
"132. El término ""proofreading"" aplicado a las polimerasas de ADN, se utiliza cuando:",1. Están listas para su uso directo.,2. Están listas para hacer pruebas con ellas.,"3. Tienen actividad correctora de errores de replicación, además de la actividad polimerasa.","4. No se pueden usar para amplificar vectores virales, aunque se trate de virus ADN.",3,2020
"133. Todas las siguientes son técnicas de secuenciación de ADN o ARN, EXCEPTO:",1. Secuenciación química o de Maxham y Gilbert.,2. Secuenciación basada en terminadores o de Sanger.,3. Pirosecuenciación.,4. Secuenciación basada en el reactivo de Edman.,4,2020
"134. NO es/son componente/s indispensable/s de la ""master mix"" en una reacción de PCR:",1. Polimerasa.,2. Cebadores.,3. DMSO.,4. Desoxirribonucleótidos.,3,2020
135. NO es un método de extracción de ADN el basado en:,1. Fenol-cloroformo.,2. Sulfato de amonio.,"3. Soluciones hiperosmolares o ""salting-out"".",4. Bolitas paramagnéticas.,2,2020
136. Las principales modificaciones epigenéticas conocidas son:,1. Errores en la transcripción del ADN a ARN.,2. Cambios en la estructura de la cromatina por puentes disulfuro.,"3. Metilación del ADN, regulación de la conformación de cromatina a través de modificaciones de histonas y los ARN no codificantes.",4. Metilación de histonas y acetilación del ADN provocando mutaciones irreversibles.,3,2020
137. En el análisis genético del ADN circulante en el plasma de un paciente con cáncer metastásico:,1. No se encuentra material genético en el plasma de un paciente con cáncer.,2. Se encuentran mutaciones en el ADN circulante procedente de la célula tumoral y no circula ADN no mutado.,3. Sólo los marcadores tumorales clásicos proteicos tienen utilidad clínica.,"4. Se pueden encontrar las mutaciones específicas del cáncer y, si se cuantifican, su concentración es proporcional al tamaño del tumor.",4,2020
138. Se determina el diagnóstico del sexo fetal durante la gestación de forma no invasiva para el feto:,1. Únicamente en sangre de cordón umbilical.,2. No existe forma segura para el feto de determinar su sexo antes del nacimiento.,3. En el plasma de la gestante por el análisis molecular de regiones genéticas pertenecientes al cromosoma Y desde la semana 7 de gestación.,4. Por análisis ecográfico en la semana 7 de gestación.,3,2020
139. El test prenatal no invasivo en plasma de la gestante para detectar una trisomía 21 del feto:,1. Tiene muy poca sensibilidad y no se recomienda como cribado en ningún escenario clínico.,2. Se puede detectar por técnicas de secuenciación masiva del ADN circulante de la madre desde la semana 10 de gestación cuando la concentración de ADN fetal es igual o superior al 4%.,3. Se puede detectar por técnicas de secuenciación masiva del ADN circulante de la madre desde la semana 3 de gestación.,4. No existen datos suficientes para considerar esta técnica como un test de utilidad clínica.,2,2020
"140. Las bacterias del género Listeria, morfológicamente son:",1. Bacilos Gram negativos.,2. Cocos Gram positivos.,3. Bacilos Gram positivos.,4. Ninguna de los anteriores.,3,2020
"141. Los géneros Escherichia, Enterobacter y Klebsiella tienen en común:",1. Son microorganismos anaerobios estrictos.,2. No poseen lipopolisacárido en su pared celular.,3. Son muy sensibles al antibiótico vancomicina.,4. Pertenecen a la familia Enterobacteriaceae y se caracterizan por tener una membrana externa extracitoplásmica.,4,2020
"142. En relación al diagnóstico microbiológico de la gripe estacional, es correcto:",1. No existen métodos fiables en la actualidad.,2. Los tests serológicos nos permiten detectar la infección en los 3-4 primeros días tras el contagio.,3. Los tests basados en antígenos del virus presentan una baja especificidad.,4. Los tests moleculares (PCR) presentan mayor sensibilidad que los basados en antígenos.,4,2020
"143. La microdilución en caldo, el agar discodifusión o el método de tira de gradiente de concentración, son técnicas microbiológicas que permiten:",1. Determinar el mecanismo de acción de un antibiótico.,2. Establecer la farmacocinética de un antibiótico.,3. Conocer la actividad in vitro de un antibiótico.,4. Ninguna de las anteriores.,3,2020
144. Respecto a la especie Corynebacterium urealyticum es FALSO que:,1. Es un bacilo Gram positivo de crecimiento lento.,2. Es sensible a la vancomicina.,3. Posee una fuerte actividad ureásica.,4. Es una causa frecuente de infecciones de transmisión sexual.,4,2020
145. ¿Cuál de los siguientes antimicrobianos se podría utilizar para el tratamiento de una infección por Staphylococcus aureus resistente a la meticilina?:,1. Penicilina.,2. Imipenem.,3. Ceftarolina.,4. Cefotaxima.,3,2020
146. Es cierto que:,1. Coxiella burnetii es el agente causal de la fiebre botonosa mediterránea.,2. Rickettsia conorii es el agente causal de la fiebre Q.,3. Coxiella burnetii es un parásito intracelular obligado.,4. Rickettsia conorii no tiene capacidad de sintetizar proteínas.,3,2020
147. En relación con las infecciones causadas por clamidias es FALSO que:,1. Chlamydia psittaci produce conjuntivitis en humanos.,2. Chlamydia pneumoniae es un agente causal de neumonía.,3. Chlamydia trachomatis produce uretritis en el varón.,4. Chalmydia trachomatis produce conjuntivitis en humanos.,1,2020
148. El agente causal más frecuente de las infecciones relacionadas con el uso de catéteres intravasculares en los hospitales es:,1. Escherichia coli.,2. Enterococcus faecalis.,3. Staphylococcus coagulasa-negativa.,4. Staphylococcus aureus.,3,2020
149. Cuál de las siguientes bacterias se ha encontrado en el interior de amebas de vida libre:,1. Bordetella.,2. Legionella.,3. Moraxella.,4. Mycoplasma.,2,2020
150. El agente etiológico de la infección de transmisión sexual denominada “chancroide” o “chancro blando” es:,1. Chlamydia trachomatis.,2. Neisseria gonorrhoeae.,3. Mycoplasma genitalium.,4. Haemophilus ducreyi.,4,2020
151. ¿Cuál es el principal reservorio conocido de la infección por Helicobacter pylori?:,1. Los roedores.,2. Las aves salvajes.,3. Los reptiles.,4. El ser humano.,4,2020
152. La brucelosis es una zoonosis que NO se trasmite por:,1. Ingestión de derivados lácteos no pasteurizados.,2. La picadura de un mosquito hematófago.,3. Inhalación del microrganismo.,4. Contacto directo a través de heridas en la piel.,2,2020
153. En las infecciones gastrointestinales por Escherichia coli es FALSO:,1. E. coli enterotoxigénico se asocia con la producción de enterotoxinas termoestables y termolábiles.,2. E. coli enteropatógeno es una causa frecuente de diarrea del lactante.,3. E. coli enterohemorrágico se asocia con el serotipo O157:H7.,4. E. coli enteroinvasivo se asocia con la producción de la toxina Shiga.,4,2020
"154. Respecto a las carbapenemasas, es cierto que:","1. Pueden conferir resistencia a penicilinas, cefalosporinas y carbapenemas.",2. Son características de las bacterias Gram positivas.,3. Son poco frecuentes en Klebsiella pneumoniae.,4. Nunca se localizan en elementos genéticos transferibles.,1,2020
155. Una de las siguientes afirmaciones respecto a Pseudomonas aeruginosa es FALSA:,"1. Es un bacilo Gram negativo no fermentador, oxidasa negativa.",2. Causa infecciones pulmonares graves en pacientes con fibrosis quística.,3. Causa otitis externa asociada a baño en piscinas.,4. Suele ser resistente a gran parte de los antibióticos.,1,2020
156. Una de las siguientes parejas de antibióticomecanismo de resistencia no es frecuente en Pseudomonas aeruginosa:,1. Quinolonas-bombas de expulsión.,2. Carbapenemas-mutación de la porina OprD.,3. Aminoglicósidos-modificación de la ADN girasa.,4. Cefalosporinas-beta-lactamasas.,3,2020
157. ¿Cuál de las siguientes características de Mycobacterium tuberculosis es FALSA?:,1. Es un bacilo aerobio estricto.,"2. Se tiñe bien con la tinción de Gram, incluidas las esporas.",3. Tiene un crecimiento lento en los medios de cultivo.,"4. La pared tiene muchos lípidos, incluyendo los ácidos micólicos.",2,2020
158. ¿Cuál de las siguientes afirmaciones sobre la tuberculosis es FALSA?:,1. La tuberculosis pulmonar se transmite de persona a persona por vía aérea.,2. El diagnóstico microbiológico definitivo se basa en el aislamiento e identificación del bacilo tuberculoso.,3. La prueba de la tuberculina (PPD) y/o la producción de interferón-gamma por los linfocitos (IGRA) sirven para conocer si una persona es contagiosa.,4. Es una enfermedad cuyo índice de curación es muy elevado cuando el tratamiento se realiza correctamente.,3,2020
159. ¿Cuál de las siguientes afirmaciones sobre el género Nocardia es FALSA?:,1. Son bacilos Gram positivos y aerobios.,2. Son bacilos débilmente ácido-alcohol resistentes.,3. El hábitat natural (reservorio primario) es el hombre.,4. El tratamiento de elección es el cotrimoxazol (trimetoprim-sulfametoxazol).,3,2020
160. ¿Cuál de las siguientes afirmaciones respecto a los micoplasmas es verdadera?:,1. Son ácido-alcohol resistentes.,2. Carecen de pared celular.,3. Son bacterias de crecimiento rápido (menos de 24 horas).,4. El tratamiento de elección son los antibióticos beta-lactámicos.,2,2020
161. En la enfermedad de Lyme es verdadero que:,1. Está causada por Leptospira interrogans.,2. Es una infección de transmisión sexual.,3. Enfermedad que se localiza en Australia.,4. El diagnóstico microbiológico se basa en la serología.,4,2020
162. Respecto a Treponema pallidum es FALSO que:,"1. Es una bacteria móvil, visible en microscopía de campo oscuro.",2. No crece en los medios de cultivo artificiales.,3. En el ser humano causa la psitacosis u ornitosis.,4. El tratamiento de elección es la penicilina.,3,2020
163. Respecto al virus Toscana es FALSO que:,1. Se trasmite por la picadura de un flebotomo del género Phlebotomus spp.,"2. Es un virus neurotrópico, que puede llegar a ser un agente etiológico relevante de meningitis vírica en algunas regiones de España.","3. La detección por PCR, en líquido cefalorraquídeo, es el método de elección para el diagnóstico de infección neurológica.",4. Raramente la serología tiene reacciones cruzadas con otros flebovirus.,4,2020
164. Indique la asociación correcta entre familia y virus ARN:,1. Virus del sarampión – Paramixovirus.,2. Virus Ébola – Rabdovirus.,3. Virus Marburg – Reovirus.,4. Rotavirus – Filovirus.,1,2020
165. Respecto a los norovirus es cierto que:,1. Se transmiten principalmente vía sanguínea.,2. Dos días después del período prodrómico aparecen unas lesiones típicas en las membranas mucosas conocidas como manchas de Köplik.,3. No es posible la aplicación de la PCR para la detección del genoma en muestras de heces.,4. Presentan una pequeña cápside cuya morfología permite distinguirlos por microscopía electrónica.,4,2020
166. Respecto al citomegalovirus humano es cierto que:,"1. Las fuentes de infección en el recién nacido son la transmisión transplacentaria, infección intrauterina y secreciones cervicales.",2. Pertenece a la subfamilia Alphaherpesvirinae.,3. La enfermedad recurrente no es fuente de contagio.,4. La infección sintomática se produce principalmente en inmunocompetentes.,1,2020
167. ¿Cuál de los siguientes es un marcador de infección aguda por virus de Epstein-Barr?:,1. Antígeno RPR (reagina plasmática rápida).,2. Anticuerpos anti-nucleares (anti-EBNA).,3. Antígeno Australia.,4. Anticuerpos heterófilos.,4,2020
168. La panencefalitis esclerosante subaguda es una complicación tardía de la infección producida por:,1. Gripe.,2. Sarampión.,3. Rubeola.,4. Citomegalovirus.,2,2020
169. ¿Cuál de los siguientes virus es un agente defectivo que necesita de otro virus para su replicación?:,1. Virus de la hepatitis A.,2. Virus de la hepatitis B.,3. Virus de la hepatitis C.,4. Virus de la hepatitis D.,4,2020
"170. Dentro de los grupos en los que se divide el virus de la inmunodeficiencia humana tipo 1 (VIH-1), el que produce la mayor parte de las infecciones y principal responsable de la pandemia es:",1. VIH-1 Grupo M.,2. VIH-1 Grupo N.,3. VIH-1 Grupo P.,4. VIH-1 Grupo O.,1,2020
"171. En un individuo infectado por el virus de la inmunodeficiencia humana tipo 1 (VIH-1), ¿Cuál es el primer marcador detectable en sangre?:",1. Anticuerpos de la clase IgM.,2. Anticuerpos de la clase IgG.,3. Antígeno p24.,4. ARN vírico.,4,2020
"172. En la evolución de la infección por el virus de la inmunodeficiencia humana tipo 1 (VIH-1), ¿cuál es el nivel de linfocitos T CD4+ en sangre que marca la aparición de la inmunodeficiencia?:",1. 200 CD4+/µL.,2. 350 CD4+/ µL.,3. 500 CD4+/ µL.,4. 1000 CD4+/ µL.,1,2020
"173. ¿Qué patógeno sospecharía en un paciente que presenta un cuadro de disentería con sangre y moco, y fiebre alta a la vuelta de su viaje a India?:",1. Entamoeba coli.,2. Entamoeba hartmanni.,3. Entamoeba histolytica.,4. Entamoeba dispar.,3,2020
174. ¿Cuál es el único protozoo ciliado patógeno para el humano?:,1. Balantidium coli.,2. Chilomastix mesnili.,3. Enteromonas hominis.,4. Trichomonas hominis.,1,2020
175. ¿Cuál de las siguientes NO es una vía de trasmisión de la tripanosomiasis americana o enfermedad de Chagas?:,1. Congénita.,2. Oral.,3. Por aerosoles.,4. Vectorial.,3,2020
176. ¿En qué muestras NO se suelen encontrar huevos o larvas de Ascaris?:,1. Esputo.,2. Aspirado gástrico.,3. Orina.,4. Heces.,3,2020
177. La onda T del electrocardiograma corresponde a:,1. La despolarización de las aurículas.,2. La despolarización de los ventrículos.,3. La repolarización de las aurículas.,4. La repolarización de los ventrículos.,4,2020
178. El término haustras o “batido haustral” se refiere a:,1. Una patología asociada con la pérdida de grasas en heces.,2. Un reflejo gastroileal que intensifica el peristaltismo en el íleon.,3. El grado de contracción del esfínter o válvula ileocecal.,4. Contracciones de segmentación del intestino grueso.,4,2020
179. El órgano tendinoso de Golgi está diseñado para informar de:,1. El tamaño del músculo en cada momento.,2. El ángulo que forman los huesos.,3. La velocidad de los cambios de posición del cuerpo.,4. La tensión que genera un músculo al contraerse.,4,2020
180. Respecto a la electroporación de bacterias para su uso en clonación génica:,"1. Requiere el uso de una corriente eléctrica para crear poros transitorios en la pared bacteriana que se cierran al cortar la corriente, atrapando el plásmido de ADN en el interior.",2. Con la electroporación se consiguen eficiencias inferiores a las conseguidas por transformación química.,"3. Se realiza a 42ºC, para disminuir el daño potencial al ADN.",4. Es un método más eficiente y barato que la transformación química.,1,2020
181. ¿Qué proteína forma parte del complejo TCR?:,1. CD3.,2. CD19.,3. CD4.,4. CD8.,1,2020
"182. La variable edad es recogida en un cuestionario de la siguiente manera: <20, [20-50], >50. ¿Qué tipo de variable es?:",1. Cuantitativa discreta.,2. Cuantitativa continua.,3. Cualitativa ordinal.,4. Cualitativa politómica nominal.,3,2020
183. Un transposón es:,1. Un fragmento proteico.,2. Un fragmento de ADN móvil.,3. Una enzima muy específica del metabolismo proteico.,4. Una chaperona.,2,2020
184. La frase que NO es correcta es:,"1. El dogma central de la biología molecular, tal y como fue postulado en principio por Crick, propone que solo el ADN es transcrito en ARN, y que solo el ARN es traducido a proteína.","2. El dogma central de la biología molecular ha sido sobrepasado por la realidad, tal y como conocemos ahora: por ejemplo, hay virus que pueden sintetizar ADN a partir de ARN.","3. La replicación del ADN, en eucariotas, se produce durante la metafase, antes de que se compacten los cromosomas.",4. La duplicación del ADN es semiconservativa.,3,2020
185. Señale la asociación INCORRECTA:,1. Escarlatina-Streptococcus pyogenes.,2. Sepsis neonatal-Streptococcus agalactiae.,3. Síndrome del shock tóxico- Enterococcus faecalis.,4. Endocarditis- Enterococcus spp.,3,2020
