Question,Option_1,Option_2,Option_3,Option_4,Option_5,RC,year
31. Es hipoglucemiante:,1. Glucagón.,2. Hormona del crecimiento.,3. Adrenalina.,4. Cortisol.,5. Somatomedinas.,5,2009
32. Estimula la formación de triglicéridos:,1. Glucagón.,2. Hormona del crecimiento.,3. Adrenalina.,4. Insulina.,5. Leptinas.,4,2009
33. Estimula el centro del apetito hipotalámico:,1. Insulina.,2. Leptina.,3. Colecistoquinina.,4. Grelina.,5. ADH.,4,2009
34. En la regulación del calcio plasmático la:,1. Parathormona (PTH) disminuye la calcemia.,2. PTH disminuye la reabsorción renal de calcio.,3. PTH inhibe la formación renal de vitamina D.,4. Calcitonina produce reabsorción de calcio óseo.,5. Elevación de la calcemia estimula la secreción de calcitonina.,5,2009
35. En condiciones fisiológicas el ritmo cardíaco d e un mamífero lo determina el:,1. Nodo auriculoventricular.,2. Haz de His.,3. Fibras de Purkinje.,4. Nodo senoauricular.,5. Miocardio ventricular.,4,2009
36. El gasto cardíaco aumenta:,1. Por estimulación del simpático.,2. Al aumentar la presión sistólica.,3. Por estimulación parasimpática.,4. Siempre que aumenta la frecuencia cardíaca.,5. Al reducir el volumen telediastólico.,1,2009
37. Respecto al sistema venoso se puede afirmar que:,1. La pared de las venas carece de fibras elásticas y musculares.,2. Actúa como reservorio de volumen.,3. Sólo las grandes venas disponen de válvulas.,4. La espiración forzada aumenta el retorno venoso.,5. Drena en los vasos linfáticos.,2,2009
38. El transporte del CO 2 en sangre:,1. En su mayor parte es como bicarbonato.,2. No depende de la presión parcial de oxígeno en sangre.,3. Va unido a la hemoglobina forma carboxihex moglobina.,4. Va unido al hierro del grupo hemo de la hemox globina.,5. Mayoritariamente va en forma de CO2 disuelx to.,1,2009
39. Es cierto que:,1. La bilis es fundamental para la digestión de grasas.,2. La bilis posee sobre todo sales biliares no conjugadas.,3. La bilis es sintetizada y secretada por la vesíx cula biliar.,4. La circulación enterohepática sólo es útil en casos patológicos.,"5. En las fases digestivas, la bilis tiene un bajo contenido en bicarbonato.",1,2009
40. Inhibe la secreción de ácido gástrico:,1. Gastrina.,2. Acetilcolina.,3. Histamina.,4. Somatostatina.,5. pH en la luz gástrica superior a 4.0.,4,2009
41. Acopla la despolarización del terminal presiñ náptico y la liberación de neurotransmisor la:,1. Entrada de Na +.,2. Entrada de K +.,3. Entrada de Ca 2+ .,4. Entrada de Cl‾.,5. Salida de K +.,3,2009
42. El yoduro entra en las células foliculares del tiroides por:,1. Difusión simple.,2. Transporte activo.,3. Difusión facilitada.,4. Endocitosis.,5. Intercambio con Na +.,2,2009
"43. En relación con los glomerulares, los capilares peritubulares presentan:",1. Menor presión hidrostática.,2. Gran tendencia a la filtración.,3. Mayor velocidad de flujo.,4. Podocitos.,5. Menor presión coloidosmótica.,1,2009
"44. En la neurona, la secreción favorece la excreñ ción de:",1. Aminoácidos.,2. Glucosa.,3. Agua.,4. Ácidos orgánicos.,5. Urea.,0,2009
45. La disminución de presión arterial estimula los :,1. Barorreceptores arteriales.,2. Quimiorreceptores periféricos.,3. Receptores auriculares.,4. Receptores cardiopulmonares.,5. Receptores ventriculares.,2,2009
46. Las plaquetas provienen de:,1. Macrófagos.,2. Linfocitos T.,3. Linfocitos B.,4. Megacariocitos.,5. Plasmocitos.,4,2009
47. El centrosoma es:,1. El principal centro organizador de microtúbux los.,2. Una región especial del cromosoma.,3. Un par de centriolos perpendiculares entre sí.,4. Un cuerpo basal.,5. Exclusivo de células vegetales.,1,2009
48. La miosina es una proteína motora:,1. Exclusiva de células musculares.,2. Con un sitio de unión a Ca ++ .,3. Dependiente de la energía procedente de la hidrólisis del GTP.,4. Responsable del deslizamiento de los filamenx tos de actina.,5. Responsable del movimiento de cilios y flagelos.,4,2009
49. El cinetocoro es:,1. Una región estrangulada del cromosoma eucariótico.,2. Una secuencia de ADN de replicación tardía.,3. Un complejo de proteínas que unen a las crox mátidas hermanas.,4. Un anillo proteico nucleador de microtúbulos.,5. Un complejo de proteínas asociadas al cenx trómero que captan los extremos + (más) de los microtúbulos.,5,2009
50. El colágeno de los tendones es de tipo:,1. I.,2. II.,3. III.,4. IV.,5. V.,1,2009
51. El período Go es una fase de:,1. Preparación para la división celular.,"2. Reposo, apartada del ciclo celular normal.",3. Comprobación de la integridad del genoma.,4. Comprobación del alineamiento cromosómico.,5. Reparación del ADN tras la división celular.,2,2009
52. El trazador más utilizado para inmunohistoñ química en microscopía electrónica es:,1. Oro coloidal.,2. Tetróxido de osmio.,3. Nitrato de plata.,4. Carbonato de plata.,5. Diaminotarnicidina.,1,2009
53. La barrera hematoneural está constituida por:,1. Endoneuro.,2. Perineuro.,3. Epineuro.,4. Células endoteliales de los capilares del encéx falo.,5. Las células cebadas.,2,2009
54. En la inducción de la apoptosis desempeña un papel relevante:,1. Retículo endoplásmico.,2. Aparato de Golgi.,3. Mitocondria.,4. Peroxisoma.,5. Lisosoma.,3,2009
55. El proceso de autofagia comprende:,1. Endocitosis y degradación de material sólido extracelular.,2. Inclusión en una vesícula de una región del citoplasma y su posterior digestión.,3. Captación de material extracelular en pequex ñas vesículas.,4. Transporte de vesículas secretoras hasta el citoplasma periférico y fusión con la membrax na plasmática.,"5. Eliminación , por parte de las células vecinas, de los restos celulares resultantes de la apoptosis.",2,2009
56. Los pericitos vasculares son:,1. Células del endotelio.,2. Células madre mesenquimáticas.,3. Células que rodean a los capilares del gloméx rulo renal.,4. Macrófagos adheridos a determinados endotex lios.,5. Células endoteliales especiales de los sinusoix des.,0,2009
"57. Carecen de una secuencia de aminoácidos indiñ cadora de destino, las proteínas:",1. Nucleares.,2. Del retículo endoplásmico.,3. Del peroxisoma.,4. Citosólicas.,5. Mitocondriales codificadas en el genoma nuclear.,4,2009
58. El epitelio de transición reviste:,1. La zona de transición esófago – estómago.,2. La zona de transición estómago – intestino.,3. La zona de transición recto – ano.,4. Las vías urinarias.,5. Los conductos de transición dídimo – epidídix mo.,4,2009
"59. Los complejos de proteínas de cubierta (COPI, COPII, adaptivas, etc.):",1. Seleccionan las moléculas a transportar y las incluyen en una vesícula de transporte.,2. Asocian vesículas entre sí.,3. Transportan vesículas a lo largo de microtúbux los.,4. Anclan la vesícula de transporte al orgánulo receptor.,5. Reconocen y fusionan la vesícula con el orgáx nulo receptor.,1,2009
60. Los endosomas tempranos principalmente:,1. Almacenan hidrolasas ácidas.,2. Captan y almacenan proteínas secretoras.,3. Acumulan material no susceptible de degradax ción.,4. Seleccionan los complejos ligandoxreceptor captados por endocitosis.,5. Llevan a cabo la oxidación de compuestos tóxicos.,4,2009
61. El “sistema en T” de las fibras musculares esñ triadas son:,1. Invaginaciones de la membrana plasmática.,2. La porción tubular del retículo sarcoplásmico.,3. Extremos dilatados de las cisternas del retículo sarcoplásmico.,4. Discos intercalares.,5. Uniones comunicantes entre fibras musculares.,1,2009
62. Los macrófagos del tejido conjuntivo se difeñ rencian a partir de:,1. Fibroblastos.,2. Adipocitos.,3. Monocitos.,4. Linfocitos.,5. Células cebadas.,3,2009
63. Señale la correlación correcta:,1. Hígado – células de Kupffer.,2. Útero – músculo estriado.,3. Tráquea – cartílago elástico.,4. Calcitonina – células enteroendocrinas.,5. Insulina – células de Langerhans de la epidermis.,1,2009
64. El transporte axónico de vesículas y orgánulos se realiza mediante:,1. Difusión.,2. Las proteínas quinesina y dineína.,3. Miosina II.,4. Neurofilamentos.,5. Las proteínas SNAREs.,2,2009
65. De las crestas mitocondriales puede afirmarse:,1. Son iguales en todas las células.,2. Existen mitocondrias con crestas tubulares.,3. Solo se diferencian en la longitud.,4. Su número no está relacionado con las necesix dades energéticas.,5. Muchas mitocondrias carecen de crestas.,2,2009
66. Los quiasmas son las uniones físicas entre:,1. Cromátidas hermanas.,2. Cromátidas no hermanas.,3. Cromosomas no homólogos.,4. Cromosomas politénicos.,5. Cromosomas plumulados.,2,2009
67. Las “integrinas”:,1. Son moléculas “puente” entre las proteínas extracelulares y el citoesqueleto.,2. Unen una célula con su vecina.,3. Permiten una comunicación directa entre el citoplasma de una célula y su vecina.,4. Obliteran el espacio extracelular.,5. Están en los desmosomas.,1,2009
68. El epitelio anterior de la córnea es:,1. Plano estratificado queratinizado.,2. Cilíndrico simple.,3. Cúbico simple.,4. Plano estratificado no queratinizado.,5. Plano simple.,4,2009
69. El miometrio está constituido por fibras musculares:,1. Estriadas rojas.,2. Estriadas blancas.,3. Estriadas blancas y rojas.,4. Lisas.,5. Lisas y estriadas.,4,2009
70. La remodelación ósea es un proceso que:,1. Termina con el crecimiento del individuo.,2. Se realiza solo hasta la pubertad.,3. Finaliza con el nacimiento.,4. Se realiza a lo largo de toda la vida.,5. Cambia mucho la forma externa de los huesos.,4,2009
71. Es un ejemplo de tejido conjuntivo reticular:,1. Órganos hemopoyéticos.,2. Hueso laminar.,3. Hueso reticular.,4. Hígado.,5. Conjuntivo de la tráquea.,1,2009
72. La inestabilidad dinámica característica de los microtúbulos se refiere a que:,1. Se destruyen al poco tiempo de formarse.,2. Cambian de forma constantemente.,3. Experimentan fases consecutivas de crecix miento y acortamiento.,4. Crecen por un extremo y se acortan por el otro.,5. Se trasladan continuamente de un lugar a otro de la célula.,3,2009
73. Se acumulan lípidos en las células musculares de:,1. Útero grávido.,2. Arterias de personas hipertensas.,3. Arterias de personas hipotensas.,4. Los vasos del tejido adiposo.,5. El bronquio pulmonar en hipoxia.,2,2009
74. El Complejo Promotor de Anafase cataliza reacciones del tipo:,1. Fosforilación.,2. Desfosforilación.,3. Proteólisis.,4. Ubiquitinación.,5. Sumoilación.,4,2009
"75. Si se incuban con leucina tritiada las células del páncreas que sintetizan amilasa, ¿qué recorrido realizará la radioactividad?:",1. Retículo rugosoxcis Golgixtrans Golgix gránulos de secreción.,2. Golgixmembrana plasmática.,3. Retículo rugosoxtrans Golgixcis Golgix gránux los de secreción.,4. Ribosomas libresxmembrana plasmática.,5. Ribosomas libresxGolgixmembrana plasmática.,1,2009
76. Cada una de las proteínas que constituyen las cápsides de los virus se denomina:,1. Peplómero.,2. Protómero.,3. Nucleómero.,4. Espícula.,5. Pentón.,2,2009
77. Se denomina virusoides a las/los:,1. Moléculas de RNA monocatenario infeccioso que causan enfermedades en los vegetales.,2. Formas exocelulares de los virus.,3. Agentes de la deformación fusiforme de la patata (PSTV).,4. Agentes de enfermedades degenerativas como el kuru.,5. Moléculas de RNA monocatenario que precix san de un virus colaborador para producir infección.,5,2009
78. El ácido nucleico del virus de la gripe es:,1. DNA lineal de cadena simple.,2. RNA lineal de cadena doble y segmentada.,3. DNA circular de cadena doble.,4. RNA lineal de cadena simple y segmentada.,5. RNA circular de cadena simple.,4,2009
79. Tienen DNA de cadena simple los:,1. Herpesviridae .,2. Parvoviridae .,3. Baculoviridae .,4. Papoviridae .,5. Iridoviridae .,2,2009
80. Las afecciones a las que se asocian los papiloñ mavirus humanos son:,1. Exantema y encefalitis.,2. Exantema y queratitis.,3. Verrugas y cáncer de cérvix.,4. Leucemia y queratitis.,5. Leucemia y encefalitis.,3,2009
81. Es una característica propia de los Adenovirus el:,1. Presentar genomas de ADN bicatenario segx mentados.,2. Tener envoltura.,3. Poseer una proteína terminal en su genoma que actúa como cebador en la replicación.,4. Poseer actividad hemaglutinante para protex gerse del sistema inmune.,5. Ser defectivos y necesitar un Parvovirus para multiplicarse.,3,2009
82. El receptor del virus de la gripe es:,1. La proteína CD46 reguladora del complemenx to.,2. La proteína CD4 de las células T.,3. Una alfa 2xmacroglobulina.,4. El receptor de la acetilcolina de las neuronas.,5. Una glicoproteína.,5,2009
"83. El Tamiflu (oseltamivir), inhibe la función de la:",1. Transcriptasa reserva del VIH.,2. Proteasa del VIH.,3. Hemaglutinina del virus de la gripe.,4. RNA polimerasa del virus de la gripe.,5. Neuraminidasa del virus de la gripe.,5,2009
84. La cápside de los Rhabdoviridae presenta simetría:,1. Helicoidal.,2. Icosaédrica.,3. Baciliforme.,4. Compleja.,5. Esférica.,1,2009
85. La vía fundamental de transmisión de los rotavirus es el/la:,1. Contacto con sangre de personas infectadas.,2. Picadura de un mosquito.,3. Mordedura de animales domésticos.,4. Aérea.,5. Oralxfecal.,5,2009
"86. Los reservorios del virus del dengue y de la fiebre amarilla, que en la práctica hacen impoñ sible su erradicación son:",1. Las aves.,2. Los roedores.,3. Los anfibios.,4. Los ungulados.,5. Los primates.,5,2009
87. El ensamblaje de la cápside de los Poxviridae tiene lugar en el/la:,1. Núcleo.,2. Membrana nuclear.,3. Citoplasma.,4. Núcleolo.,5. Membrana plasmática.,3,2009
88. El virus responsable del herpes zóster establec e su latencia en:,1. Linfocitos B.,2. Linfocitos T.,3. Hígado.,4. Ganglios linfáticos.,5. Neuronas.,5,2009
89. Los flavivirus se caracterizan porque poseen:,1. RNA monocatenario de polaridad positiva.,2. RNA monocatenario de polaridad negativa.,3. RNA bicatenario de polariza negativa.,4. DNA monocatenario.,5. DNA bicatenario.,1,2009
90. Los virus que provocan enfermedad congénita con mayor frecuencia son los:,1. De la rubeola.,2. Herpes simple tipo 2.,3. Citomegalovirus.,4. Rotavirus.,5. Parvovirus.,3,2009
91. La serie experimental necesaria para demostrar que un microorganismo es el agente etiológico de una enfermedad infecciosa se conoce como postulados de:,1. Pasteur.,2. Leewenhoek.,3. Hooke.,4. Koch.,5. Petri.,4,2009
"92. Típicamente, la temperatura de esterilización e n un autoclave es:",1. 101ºC.,2. 111ºC.,3. 121ºC.,4. 131ºC.,5. 141ºC.,3,2009
93. La radiación ultravioleta se utiliza para la descontaminación de:,1. Medios de cultivo.,2. Alimentos.,3. Superficies y ambientes.,4. Material de vidrio.,5. Material de plástico.,3,2009
94. Se utiliza una fuente de luz láser en la microscopía:,1. Confocal.,2. De fuerza atómica.,3. De fluorescencia.,4. Electrónica de barrido.,5. Electrónica de transmisión.,1,2009
95. Es un macronutriente para las bacterias la/el:,1. Biotina.,2. Ácido fólico.,3. Manganeso.,4. Fósforo.,5. Cobre.,4,2009
"96. Las dimensiones de una bacteria de tipo medio, como Escherichia coli,  son:",1. 1 x 100 µm.,2. 1 x 3 µm.,3. 10 x 20 nm.,"4. 0,1 x 0,3 µm.",5. 100 x 3 µm.,2,2009
97. La lisozima actúa sobre la:,1. Cutícula de las endosporas.,2. Membrana bacteriana.,3. Membrana de arqueas.,4. Pared de arqueas.,5. Pared bacteriana.,5,2009
98. Forma parte de la membrana externa de las bacterias gramñnegativas:,1. Ácidos lipoteicoicos.,2. Peptidoglicano.,3. Ácido paraxaminobenzoico.,4. Porinas.,5. Esteroles.,4,2009
99. Es correcto afirmar que en las bacterias gramñ negativas:,1. La membrana externa no permite el paso de solutos.,2. El periplasma contiene proteínas que unen substratos y que son parte de sistemas de transporte.,3. Hay más peptidoglicano que en las gramx positivas.,4. Los flagelos son idénticos a los de gramx positivas.,5. Los ácidos lipoproteicos están en la membrana externa.,2,2009
"100. Energéticamente, el movimiento flagelar bacteñ riano depende directamente de:",1. El gradiente electroquímico.,2. El ATP.,3. El fosfoenolpiruvato.,4. La contracción de la flagelina.,5. Una quinasa específica.,1,2009
101. Los pili bacterianos:,1. Intervienen en la fijación de algunos patógex nos a tejidos humanos.,2. Comúnmente están en gran número.,3. Son polisacarídicos.,4. Sólo existen en gramxpositivos.,5. No existen cuando hay flagelos.,1,2009
102. Las exotoxinas son:,1. Termoestables.,2. Proteínas.,3. Complejos lipopolisacáridoxproteína.,4. Exclusivas de bacterias gramxpositivas.,5. Típicamente causantes del choque séptico.,2,2009
103. Es correcto afirmar que las quinolonas:,1. Son antimicrobianos naturales.,2. Actúan sobre la DNA polimerasa.,3. Pueden resultar ineficaces por mutación de la DNA girasa.,4. Son análogos del pxaminobenzoato.,5. Son análogos del NAD.,3,2009
104. Un componente de la endospora ausente de las células vegetativas es:,1. El ácido dipicolínico.,2. El peptidoglicano.,3. Los ácidos lipoteicoicos.,4. Los ácidos teicoicos.,5. La termoactina.,1,2009
105. Forman endosporas las bacterias del género:,1. Pasteurella .,2. Streptococcus .,3. Yersinia .,4. Staphylococcus .,5. Bacillus .,5,2009
106. Los genes de mantenimiento (“houseñkeeping”) de las bacterias están codificados en:,1. Plásmidos.,2. Transposones.,3. Secuencias de inserción.,4. Cromosomas.,5. Integrones.,4,2009
"107. En la transducción, el DNA se transfiere por:",1. Contacto entre dos bacterias.,2. Un plásmido.,3. Un virus.,4. Adquisición de DNA libre.,5. La acción de una integrasa.,3,2009
108. Los genes esenciales para la conjugación bacteriana están en:,1. Plásmidos.,2. Cromosomas.,3. Transposones.,4. Integrones.,5. Secuencias de inserción.,1,2009
109. Sirve para identificar un tipo de fermentación bacteriana la prueba de:,1. Reducción de nitratos.,2. Rojo de metiloxVogesxProskauer.,3. Citrato.,4. Oxidasa.,5. Indol.,2,2009
110. Es un patógeno oportunista:,1. Shigella dysenteriae .,2. Bacillus anthracis .,3. Caulobacter crescentus .,4. Pseudomonas aeruginosa .,5. Coxiella burnetti .,4,2009
111. Son parásitos intracelular es estrictos las bacterias del género:,1. Salmonella.,2. Rickettsia.,3. Yersinia.,4. Campylobacter.,5. Streptococcus.,2,2009
112. Un patógeno que necesita condiciones de microaerofilia para su aislamiento es:,1. Bacteroides.,2. Proteus.,3. Brucella.,4. Vibrio.,5. Helicobacter pylori.,5,2009
113. Pertenece al grupo de las bacterias del ácido láctico:,1. Leuconostoc.,2. Clostridium.,3. Staphylococcus.,4. Micrococcus.,5. Bacillus.,1,2009
114. La tinción de ácidoñalcohol resistentes (Ziehl ñ Neelsen) se utiliza en clínica para la identificañ ción de:,1. Mycobacterium.,2. Propionilbacterium.,3. Corynebacterium.,4. Streptomyces.,5. Pseudomonas.,1,2009
115. Es un aminoglicósido la:,1. Estreptomicina.,2. Penicilina.,3. Tetraciclina.,4. Rifampicina.,5. Ciprofloxacina.,1,2009
116. Se denominan coliformes las bacterias gramñ negativas:,1. No patógenas del tracto digestivo.,2. Patógenas que se encuentran en heces.,3. Lactosaxnegativas.,4. Lactosaxpositivas productoras de gas.,5. Oxidasa positivas.,4,2009
117. Treponema pallidum  es una (un):,1. Espiroqueta.,2. Bacteria gramxpositiva.,3. Actinomicete.,4. Enterobacteria.,5. Bacteria formadora de endosporas.,1,2009
"118. En Salmonella  y otras enterobacterias, el antíñ geno H es:",1. Capsular proteico.,2. Capsular polisacarídico.,3. Flagelar.,4. El polisacárido del lipopolisacárido.,5. Citoplasmático.,3,2009
119. La gangrena gaseosa está causada por bacterias del género:,1. Staphylococcus.,2. Streptococcus.,3. Bacillus.,4. Clostridium.,5. Bartonella.,4,2009
120. Forma parte de la microbiota normal de la vagina:,1. Klebsiella.,2. Lactobacillus.,3. Neisseria.,4. Lactobacillus.,5. Staphylococus.,0,2009
121. Los receptores tipo Toll de los fagocitos son receptores:,1. Endocíticos.,2. De señalización.,3. De opsonización.,4. De formas activadas del complemento.,5. De dominios Fc de anticuerpos.,2,2009
122. Es una proteína de fase aguda:,1. Proteína C reactiva.,2. LFAx1.,3. C2 del complemento.,4. CCL19.,5. Interferón alfa.,1,2009
123. Los tumores susceptibles a la lisis por célula s NK son aquellos en que las células tumorales:,1. Aumentan la expresión de CD44.,2. Producen IFNgamma.,3. Disminuyen la expresión de MHC de clase I.,4. Expresan de forma aberrante CD99.,5. Expresan elevadas cantidades de factores angiogénicos.,3,2009
124. En la activación del complemento C5a:,1. Se comporta como opsonina.,2. Activa la disociación de las convertasas de C3.,3. Inicia la formación del complejo de ataque a la membrana.,4. Se comporta como anafilotoxina.,5. Aclara y elimina inmunocomplejos.,4,2009
125. Las pr incipales células presentadoras de antígenos son:,1. Monocitos y macrófagos.,"2. Células dendríticas, linfocitos B y macrófagos.",3. Linfocitos B y mastocitos.,"4. Linfocitos T, monocitos y mastocitos.",5. Células dendríticas convencionales y plasmox citoides.,2,2009
"126. Los leucocitos más abundantes en sangre venosa de adulto humano, son los:",1. Neutrófilos.,2. Eosinófilos.,3. Basófilos.,4. Linfocitos T.,5. Linfocitos B.,1,2009
127. Sobre las quimiocinas es corrector afirmar que :,1. Presentan muy baja homología de secuencia.,2. Cada quimiocina tiene su propio receptor.,3. Siempre se sintetizan de novo  después de su inducción.,4. Son glicoproteínas de alto peso molecular y su mRNA es muy estable.,"5. Intervienen en el tráfico celular, organogénesis y angiogénesis.",5,2009
"128. Los antígenos Tñindependientes, TIñ2:",1. Inducen cambio de isotipo.,2. Inducen maduración en la afinidad.,3. Inducen respuestas secundarias.,4. Se comportan como activadores policlonales de linfocitos B.,5. Suelen presentar epítopos repetitivos.,5,2009
129. Es correcto afirmar que la cadena invariante:,1. Es polimórfica y se une al dímero de MHC de clase II (MHCxII).,2. Es no polimórfica y se une a MHCxII en los endosomas.,3. Se une a MHCxII bloqueando el sitio de unión a péptidos.,4. Sólo se expresa en las células dendríticas max duras.,5. Carece de motivos intracitoplasmáticos y tiene como función estabilizar a MHCxII.,3,2009
130. Los polimorfismos de las moléculas de histocompatibilidad de clase II se concentran en:,1. Los dominios Vα.,2. Los dominios Vβ.,3. Los dominios β2.,4. Los dominios α2.,5. La hendidura peptídica.,5,2009
"131. En el procesamiento y presentación de péptidos por vía endocítica, están implicados:",1. El proteasoma.,2. Las proteínas TAP.,3. La calnexina.,4. La molécula HLAxG.,5. La molécula HLAxDM.,5,2009
132. Un macrófago humano expresa en su superficie moléculas de histocompatibilidad:,1. Sólo de clase I.,"2. De clase II, pero de un único haplotipo.",3. De clase I y II de los dos haplotipos.,"4. De clase I y II, pero de un único haplotipo.",5. Según exclusión alélica.,3,2009
