Año,Num Q,RC,Enunciado
2020,11,1,"11=> ¿Cuá l es el pa pel del g rupo c iano  en la  cimetidi na?:    1=> Disminuye la basic idad  del fragmento de guanidi- na, facilita ndo el paso  del fármaco a través de  membranas.  2=> Dificulta s u metab olismo hepático de primer paso .  3=> Contribu ye al carácter  acep tor electró nico de la  cadena lateral frente al a nillo de imidaz ol.  4=> Aumenta su afinidad  por proteínas de transpor te,  ayudando a su paso a través d e membranas.                   "
2020,12,1," 12=> ¿Cuá l de las sigu ientes afirmacio nes sobre el meca- nism o antit umoral de las 2-cloroetilnitro sourea s es  INCORR ECTA ?:    1=> Inhiben la topoiso merasa II, enzi ma asociad a al  ADN.  2=> Provocan la frag mentac ión del  ADN.   3=> Provocan la d espurin izació n del A DN.  4=> Establece n un enlace cruzado entre hebras com- plementaria s del ADN.    "
2020,13,4,"13=> ¿De qué naturaleza  es el metabolito  elect rófilo for- mado por metabolis mo oxidativo de la aflatoxina B1  que es res ponsable de su hep atotoxicidad?:     1=> Imina.  2=> Cetona al fa,beta-insaturada.  3=> Hemiacetal.   4=> Epóxido .   "
2020,14,3,"14=> Las siguie ntes espec ies son d ermatofitos, EXCEP TO:     1=> Microspo rum ca nis.  2=> Tricho phyton rubrum.  3=> Tricho sporon asahii.  4=> Epidermo phyton flocc osum.   "
2020,15,3,15. El biomarcador 1-3-bet a-D-gluca no es útil para  el  diag nóstico  de las infecci ones fúngica s inva siva s  EXC EPT O las ca usadas por:    1=> Asperg illus ter reus.   2=> Can dida albica ns.  3=> Cryptoco ccus neo forma ns.  4=> Pneumocystis jir ovecii.   
2020,16,3,"16. En el cultiv o de un exud ado ótico, tras 24 horas de  incubació n a 35 ºC, existe crec imiento  en placa s de  agar choco late, pero  NO en agar sangre  NI en agar   MacCo nkey. Las colonia s son oxidasa positiv as y en  la tinció n de Gram se observan cocobacilo s gram- nega tivos. ¿Cuá l sería la identifica ción más proba - ble?:     1=> Klebsiella p neumoniae.  2=> Pseu domonas aeru ginosa.  3=> Haemo philus in fluen zae.  4=> Staphylococcus aureu s.   "
2020,17,1,17. ¿Cuá l es el mecanismo de resistencia a quinolonas   más frecuent e en bact eria s gra mnega tivas?:    1=> Mutacione s en el gen de la ADN girasa ( gyrA ).  2=> Mutacione s en el gen de la ARN polimerasa   (rpoB).  3=> Modificación de la diana por metilació n del ribo- soma (genes erm).  4=> Beta-lacta masas de clase C de Ambler.           
2020,18,3," 18. ¿Qué caracter ística de las siguiente s NO es propia  de  neumococo?:    1=> Puede caus ar neumonía, meningitis, bacterie mia y  otitis, entre o tras in feccio nes.  2=> En la tinción de Gram se observan  diploco cos  grampositivos.   3=> La colistina es el fármaco de elecció n para el tra- tamiento de la meningiti s por neu mococo.  4=> La detec ción de antígeno polisacárid o C de neu- mococo en orina es útil en el diagn óstico  de neu- monía en població n adulta.   "
2020,19,4,19. Señale la opció n FALSA res pecto  a Legionella :    1=> Legio nella  pneumo phila serogrupo  1 causa más del  95% de los casos de legione losis adquirida en la  comunidad .  2=> La infecció n se adquiere por inhalación de aeroso- les de agua contaminada.  3=> Levofloxac ino y azitromicina son fármacos de  elecció n para el tratam iento de enfermedad grave   en pac iente s inmunodep rimidos.  4=> La fiebre de Pontiac caus ada por Legionella  tiene  una mortalidad  superior al 3 0% si n trata miento.   
2020,20,1,"20. ¿Qué opció n considera correc ta en rela ción a Neisse- ria? :    1=> Ness eria gonorrhoeae es un pató geno excl usiva - mente human o.  2=> La presen cia de diplococos grampositivos en la  tinción de Gram, sugiere un diagnóstico presunti vo  de uretritis gonocócica en var ones.   3=> En funció n de su cápsula polisacaríd ica, se han  descr ito solamente 4 sero grupos en Neisseria me- ningitid is (A, C, W , Y).  4=> Neisseria subflava es un pató geno de la orofaring e  huma na que siempre se asocia con enfermedad in- vasiva.   "
2020,21,4,21=> El agente etiológico más frecuente como causante de  faringit is bact eria na es:     1=> Strep toco ccus dysg alactiae .  2=> Estrep toco co beta-hemolítico  grupo  G.  3=> Arca nobacterium haemo lyticum .  4=> Strep toco ccus pyogen es.   
2020,22,1,22=> ¿Cuá l es la respuesta correcta con respecto  al diag - nóstico  de la infecció n causada por Mycoba cterium  tuberculosi s?:    1=> Para el diagn óstico  de enfermedad  pulmonar se  deben obtener tres muestra s resp iratorias matinales  tomadas en días co nsec utivos.  2=> La reactividad  de la prueba cutánea de la tubercu- lina se i nterpreta a las 2 4 horas.  3=> La tinción microscóp ica de Ziehl-Neelse n utiliza   colorantes f luorescen tes.  4=> Se pued e medir la liber ació n de IFN-γ prod ucido  por los linfocito s B sensibil izados por los antíg e-  
2020,23,3," 23=> ¿Cuá l es la respuesta correc ta con respecto  al pató- geno  Listeria m onocytogenes ?:    1=> Es in tracel ular obligado.  2=> Es muy sensible a altas c once ntracio nes de Na Cl.  3=> Los neonatos, ancia nos y mujeres gestantes tienen  un mayor riesgo de padecer  bacterie mia y menin- goence falitis cau sada s por el mismo.  4=> El trata miento de elecció n de la enfermedad que  caus a es c iprofloxacino.    "
2020,24,4,24=> ¿Cuá l de la s siguientes a sociacio nes es co rrec ta?:    1=> Coryneb acteriu m diphteriae - Bacilo  de Pfeiffer.   2=> Clostrid ium tetan i - Bacilo  de Welch.   3=> Myco bacterium tuberculo sis - Bacilo  de Löf fler.  4=> Myco bacterium leprae - Bacilo  de Hansen .   
2020,25,2,25. ¿Cuá l de las siguiente s entero bact eria s fermenta  la  lactosa?:    1=> Salmon ella.  2=> Citrobacter.   3=> Proteu s.  4=> Shigella .   
2020,26,3,"26. El viru s SAR S-CoV2, respo nsable de la COVID -19,  es un v irus del tipo :    1=> ARN des nudo.  2=> ADN desnudo .  3=> ARN en vuelto.   4=> ADN en vuelto.   "
2020,27,4,27. ¿Cuá l es el principal mecanismo de resistencia a las  cefalosporinas en ba cter ias gramnega tivas?:     1=> Modificación de la diana del antibiótico .  2=> Presencia d e bombas d e expul sión del antibió tico.   3=> Pérdida de las p orinas.   4=> Producción de beta -lacta masas.   
2020,28,1,28. ¿Cuá l de los siguientes es un efec to adverso común  de lo s aminog lucósidos?:     1=> Nefroto xicidad .  2=> Caída del cabello.  3=> Color ació n de los dientes.   4=> Elevación de enzi mas hepáticas.   
2020,29,3,29. ¿Cuá l de los siguientes parásitos puede causar desde   la mera coloniza ción asintomática a una afectació n  intestinal variable entre  diarrea  leve y un sínd rome  de malabsorció n grave?:    1=> Entamo eba dispa r.  2=> Endolimax nana.  3=> Giard ia lamb lia.  4=> Entamo eba hartma nni.         
2020,30,2," 30. ¿Qué pará sito sigue el siguiente ciclo  bioló gico? Tras   la ingesta  de huevo s, las larvas nace n en el intesti no  delga do y migra n al cieg o, donde penetra n en la  mucosa y madura n hasta conver tirse en gusano s  adulto s:    1=> Asca ris lumbricoid es.  2=> Trichu ris trichiu ra.  3=> Ancylo stoma  duodenale.   4=> Trichinella  spiralis.    "
2020,31,3,31=> Una joven buceado ra ingresa  en el hospita l por una  sinusitis aguda complicada  que evolucio na tórpida- mente hasta  presenta r un cuadro  de meningo encef a- litis aguda hemorrágica necrotizante. La pacient e es  interv enida po r neuro cirug ía y en la  biopsia de tejido  cere bral se observ a la presencia de tro fozoítos. ¿Cuál   es el patógeno compatible con el cuadro  clínico des- crito ?:    1=> Taen ia solium .  2=> Toxo plasma g ondii.  3=> Naeg leria fo wleri.   4=> Cryptoco ccus neo forma ns.   
2020,32,3,32=> ¿Cuál de los siguie ntes NO se encuentra  dentro  de  los ensay os de contro l descr itos en la Rea l Farmaco- pea Españo la para  aseg urar la efica cia terapéutica   de lo s inhalado res de po lvo seco?:    1=> Unifor midad  de dosis e mitida.   2=> Dosis de las p artícula s finas.  3=> Número mínimo de descar gas para obtener la dosis  mínima recomendad a.  4=> Número de descar gas por envase (para inhalad ores  multido sis).   
2020,33,3,"33=> ¿Cuá l de los siguientes  enunciado s NO correspon de  a una vent aja de la s cápsulas ?:    1=> Son fácilmente identi ficab les, tanto por parte del  fabricante como del paciente, mediante una ade- cuada selecció n de colores o serigraf iado.  2=> En general,  la biodisp onibilidad  del fármaco a par- tir de las cápsulas es superior a la de los comprimi- dos.  3=> Presentan  un menor coste de producció n, a escala  industrial, co n resp ecto  a los co mprimidos.  4=> Su elab oració n pued e llevarse a cabo en la oficin a  de farmacia,  lo que posibilita  la individ ualizació n  de dosis de acuerd o con las necesidad es del pacien- te.                       "
2020,34,1," 34=> Los proce sos de segre gación en mezcla s ordena das  surgen co mo consecuencia de:     1=> La saturación de los lugares de unión disp onibles   en la s uperficie d e las p artícul as del portador.   2=> La baja cohesividad  de sus  componentes.  3=> La acción de la graved ad cuando  existen diferen - cias en la densidad  de los componentes de la mez- cla.  4=> El desliza miento de las partículas más pequeñas de  la mezcla (en especial si son más densas) a travé s  de los espac ios inter-particulares, concentrándose   en la p arte inferior de los recip ientes.    "
2020,35,2,"35. Las prepara ciones inyec tables tipo suspensión ,  ¿pueden pre sentar un se dimento  visible? :     1=> Sí, siempre que sean  preparac iones inyectab les de  pequeño volu men.  2=> Sí, siempre que sea un sedimento que pued a redis- persarse fácil y totalmente por agitación.   3=> No, en ningún caso, ya que uno de los requisitos de  los p reparado s par enterales es la limpidez.  4=> No, salvo que sean  preparac iones inyectab les de  pequeño volu men.   "
2020,36,4,"36. La liberació n para métrica  de un lote de una formu- lació n estéril de administra ción pare ntera l consiste  en su liberació n en f unción d e:    1=> Los resultado s de ciertos parámetros crítico s de  control sob re una muestra d el lote final.  2=> Ciertos parámetros de calid ad críticos de la zona  estéril d e fabr icació n.  3=> Si se cumplen  las espec ificacio nes del producto  final sob re una muestra  representati va.  4=> Los dato s recogidos durante  el proceso de fabrica- ción, que incluye una esteril izació n terminal vali- dada.   "
2020,37,3,37. El índ ice de Hausner de scrib e la rela ción entre las:    1=> Dens idad es inicial  y final en un proceso de com- presión e indica la plasticidad  de un  material.   2=> Viscosidad es obtenidas  en un reograma a dos velo- cidades de cizalla  e indica la tixotropía del mate- rial.  3=> Dens idad es apelmazad a y aparente e indica la flui- dez de un  material p ulverulento.  4=> Fuerza s aplicad a y transmitida en un proceso de  compresión e indica la plastic idad de un  material.                         
2020,38,3," 38. Según la definición oficial de la Rea l Farmacopea  Españo la, ¿es posible elaborar suposito rios por com- presión? :    1=> Sí, porque son preparac iones unidosis sólidas que  se fabrican por cualq uier procedimiento que garan- tice el cumplimiento d e sus es pecificacio nes.  2=> No, porq ue son preparac iones  unidosis sólidas que  se fabrican  excl usivamente por moldeo y posterior   enfriamiento.  3=> Sí, porque son preparac iones unidosis sólidas que  se pueden pr eparar por compresión y por moldeo.  4=> No, porque sólo  los comprimidos pued en elab orar- se mediante un proceso de com presión.    "
2020,39,2,"39. Señale el nombre de la prot eína que intera ccio na con  el colestero l y que está prese nte en las inva gina ciones  de la membrana  de varios tipos de células (como por  ejemplo, las endotelia les):    1=> Catelicidi na.  2=> Caveolina.  3=> Catepsi na.  4=> Calsec uestri na.   "
2020,40,3,"40. Los rece ptores situado s en la capa más prof unda de  la dermis, de adaptación lenta  y que median las sen- sacio nes de contacto intenso  o persis tent e, recibe n el  nombre de:     1=> Corp úsculo s de Meiss ner.  2=> Discos d e Me rkel.   3=> Corp úsculo s de Ruffi ni.  4=> Corp úsculo s de Pacini.    "
2020,41,4,41=> Señale qué factor provoca la inhibi ción de la secre- ción de la  hor mona antidi urética :    1=> Náus eas y vómitos.  2=> Disminució n del volu men sanguíneo.  3=> Estrés.   4=> Llenado excesi vo de la aurícu la.   
2020,42,2,42=> Señale el ef ecto que NO  pro voca la aldoster ona:    1=> Aumento d e la reabsorció n tubular r enal de sodio.  2=> Disminució n de la secr eció n de potasio .  3=> Estimulació n del siste ma nervioso  simpático .  4=> Aumento d e la ab sorció n inte stinal de sodio.   
2020,43,2,"43=> La percepció n de prof undid ad, obte nida a part ir de  las diferencia s entre  las imágenes de ambas retinas  que aparece n como consec uencia de la separa ción  horizo ntal de lo s glo bos o culare s, se deno mina:     1=> Discro matopsia.  2=> Estereo psia.  3=> Acomodació n.  4=> Prosopagnosia.         "
2020,44,4, 44=> ¿Qué ley define y calcula  el flujo  sanguíneo  a través  de los vasos sanguíneo s en función del gradiente de  presión y  la resistencia ?:    1=> Ley de Fra nk-Starlin g.  2=> Ley de Weber-Flec hner .  3=> Ley de Poiseuil le.  4=> Ley de Ohm.   
2020,45,2,45. Indique cuál de las siguientes situacio nes NO condu- ce a hipoxia :    1=> Aumento d el esp acio  muerto fisioló gico.  2=> Aumento d e la diste nsibilidad  pulmonar.  3=> Intoxicació n por monóxido de carbono.  4=> Insuf iciencia car díaca .   
2020,46,3,"46. Señale la afirmació n INCO RREC TA sobre los efec - tos fisioló gico s de la insulina :    1=> Inactiv a la fosforilasa hepática, principal enzi ma  que d egrad a glu cógeno a glucosa.  2=> Activa la ATPasa Na+-K+ en muchas células, au- mentando la captació n de potasio a su interio r, lo  que pued e conducir a una hipopotasemia asociad a  al au mento de potasio intracel ular.  3=> Aumenta  la actividad  lipasa que hidroliza las gra- sas del tejido adiposo y disminuye la actividad  de  la lipoproteinlipasa que estim ula la absorció n in- testi nal de ácidos graso s.  4=> Estimula la captació n de aminoácid os al interio r de  las célula s.   "
2020,47,4,"47. ¿Qué haz NO conduce a la propa gación o transmi- sión del i mpulso ca rdiaco a través de las a urículas ?:    1=> Thorel, o posterior.   2=> Wenck ebach, o  medial.  3=> Bachmann.  4=> His.    "
2020,48,3,48. Difer entes situacio nes o alteraciones fisioló gica s  pueden prov ocar voltajes anormales del complejo   QRS. Señale cuál de las siguientes NO disminuye el  voltaje del elect rocardiog ram a:    1=> Enfisema pulmonar .  2=> Líquido en el p ericar dio.  3=> Hiper trofia del músculo ca rdiaco.  4=> Infartos arter iales miocá rdicos antiguos.    
2020,49,2,49. Con respecto  al túbulo colector cortica l señale la  afirmació n INCOR REC TA:     1=> Las célu las interca ladas secret an hidrógeno y reab- sorb en bicar bonato y potasio .  2=> Las célu las principales absorb en potasio y secreta n  sodio.  3=> Está regu lado por la aldosteron a.  4=> Las células interca ladas secretan hidrógeno me- diante u na bomba H+-ATPasa.     
2020,50,4, 50. ¿Qué factor de coag ulació n recibe el nombre de fac- tor de Stua rt?:    1=> Facto r XIII.  2=> Facto r XII.  3=> Facto r XI .  4=> Facto r X.   
2020,51,3,"51=> Las zonas periv entricu lare s del hipotálamo y del  tálamo, la sustancia gris centra l del mesencéfa lo, las  zonas de la amígda la y del hipoca mpo son loca liza- ciones de:     1=> Centros de recompensa.  2=> Corteza  límbica .  3=> Centros de casti go.  4=> Gan glios b asales.    "
2020,52,3,52=> Indique cuá les NO  son inclu siones er itrocitarias:    1=> Cuerpos de Heinz .  2=> Anillos  de Cab ot.  3=> Cuerpos de Dö hle.  4=> Cuerpos de Pappenhei mer.   
2020,53,4,53=> Indique la afirmació n FALSA con respecto  a los  linfocit os:    1=> Los linfocito s B adquieren su competencia inmu- nológica en la médula ósea .  2=> La principal función de los linfocito s T es mediar  la in munidad  celular .  3=> Los linfocito s T colaboradores expresa n el antí- geno d e super ficie CD4 .  4=> Los linfocitos T supresor es se pued en identif icar  mediante  su falta de reacció n frente al anticuerpo  monoclo nal anti-CD8 .   
2020,54,1,54=> Indique la resp uesta correc ta sobre el siste ma ABO:    1=> Un paciente con grupo  sangu íneo AB no tiene  antic uerpos anti -A ni anti -B en el suero.  2=> Un paciente con grupo sanguíneo A tiene antíge no  B en los he matíes.   3=> Un paciente con grupo sanguí neo B tiene anticuer- pos anti- B en el suero.  4=> Un paciente con grupo sanguíneo 0 tiene antíg enos  A y B en los he matíes.                               
2020,55,2, 55. Indique la afirmació n FAL SA sobre los índice s eri- trocitarios:    1=> El volumen corpuscular medio (VCM)  es el co- ciente entre el hematocrito  y la concentració n de  eritro citos.   2=> La hemoglobina corpuscular media (HCM)  es el  cociente entre la concentraci ón de eritro citos y la  concentració n de hemoglobina.  3=> La concentració n corpuscular media de hemoglo- bina (CCM H) es el cocien te entre la concentració n  de hemoglob ina y el hematocrito.  4=> La concentració n corpuscular media de hemoglo- bina (CCMH) se calcula a partir del volumen cor- puscular  medio (VCM)  y de la hemoglobina cor- puscular  media (HCM) .   
2020,56,4,56. ¿Cuá l de las sigu ientes NO es una causa de anemia  ferropénica ?:    1=> Aclorhidria.  2=> Úlcer a gastrod uodenal.   3=> El crec imiento durante la infancia y la adolesce n- cia.  4=> Tratam iento con metotrexa to.   
2020,57,3,57. ¿Cuá l es el pará metro  bioqu ímico más utiliza do para   el diag nóstico  de infa rto agudo de mioca rdio ?:    1=> Dímero D.  2=> Creatin a quina sa total (CK) .  3=> Troponin as.  4=> Mio globina.   
2020,58,2,58. ¿Cuá l es la causa más frecuente de la reducció n del  flujo  coronari o en pacient es con cardiopa tía isqu é- mica?:    1=> Aumento d e la liber ació n de adenosin a.  2=> Aterosclero sis.  3=> Aumento d e la liberac ión d e óxido  nítrico .  4=> Aumento del tono simpático  de las arter ias corona- rias.   
2020,59,1,59. Señale la afirmació n correc ta referent e a la ataxia :    1=> Es u na afectació n de la coordinació n motora.  2=> Suele ac ompañarse de parálisi s o paresias .  3=> Frecuen temente se a socia a la pérdida de audició n.  4=> No afecta al equilibrio  del enfer mo.   
2020,60,1,60. ¿Qué situacio nes dan lug ar al Cor Pulm onale?:    1=> Insuf iciencia cardíaca derecha originada por en- fermedad pulmonar.  2=> Insuf iciencia cardíaca  izquierda originada por  enfermedad pulmonar.  3=> Insuf iciencia  pulmonar originada por enfermedad  cardíaca .  4=> Insuf iciencia car díaca congest iva.       
2020,61,4, 61=> ¿Cuá l es el principal factor de riesgo  en la aparició n  del IC TUS isqué mico o hemorr ágico? :    1=> Card iopatía.  2=> Diab etes mellitu s.  3=> Hiper lipemia.  4=> Hiper tensión arter ial.   
2020,62,1,62=> Indique cuál de los siguie ntes mecanismos etiopato- génico s se encuentra  implicado con más frecuencia   en el desa rrollo de la pancre atitis ag uda:     1=> Litiasis biliar.  2=> Idiopática .  3=> Virus  de Epstein-Barr.  4=> Bacter ia Helico bacter p ylori.   
2020,63,2,63=> ¿Qué aminoá cido tiene dism inuidos sus niveles  en la  fenilcet onuria ?:    1=> Fenilala nina.  2=> Tirosina.   3=> Ácido fenilpirú vico.  4=> Cisteína.   
2020,64,3,64=> El gen del retinoblasto ma y la prot eína p53 se pue- den cla sificar como:    1=> Facto res d e crecimien to.  2=> Cicli nas.  3=> Genes supresor es de tumores.  4=> Oncoge nes.   
2020,65,1,"65. En un individuo con resistencia  a la hormona de  crec imiento  por fallo en su rece ptor (sínd rome de  Laro n), ¿cómo esta rían los niveles de hormona de  crec imiento  y de IG F-I?:    1=> Los de hormona de crec imiento elevado s y los de  IGF-I b ajos.  2=> Los de ambas molécu las ele vados.  3=> Los de ambas molécu las b ajos.  4=> Los de hormona de crec imiento bajo s y los de  IGF-I elevado s.   "
2020,66,3,66. ¿Qué caracter ística etiológica se produce en la en- fermedad de Grav es?:     1=> Antic uerpos activantes frente a la peroxidasa del  tiroides.   2=> Antic uerpos neutraliza ntes frente al receptor de  tirotropina ( TSH).  3=> Antic uerpos activante s frente  al receptor de tiro- tropina (T SH).  4=> Antic uerpos frente a la d esyodasa 2 .                 
2020,67,3, 67. Señale la afirmació n correc ta en rela ción a los fár- macos que a ctúa n co mo agonista s de rece ptores:    1=> Se dice que un agonista es muy eficaz cuando  produce su ef ecto  máximo a dosis baj as.  2=> El efecto  máximo de un agonista depende de su  potencia.  3=> Un anta gonista competiti vo de un receptor no  reduce la eficacia de los agon istas de dicho recep- tor.  4=> La eficacia de un a gonis ta se modifica e n presencia   de un anta gonista co mpetitivo.   
2020,68,2,"68. En rela ción con los aspect os cuantit ativos de la in- teracción fármaco-recepto r, ¿cómo se define la cons- tante de disocia ción en el e quilib rio (K D)?:    1=> Conce ntració n de fármaco que produce el 50% del  efecto  máximo.  2=> Conce ntració n de fármaco con la que se ocup an el  50% de los recep tores.  3=> Constante de velocidad de diso ciació n del comple- jo fármaco-receptor.  4=> Constante de velocidad de asociac ión del fármaco  a su recep tor.   "
2020,69,4,"69. En rela ción con los fármacos que actúan sobre re- cepto res acoplados a proteína s G, ¿qué subtipo de  prot eínas G reg ulan la  actividad de la  fosfolipa sa C? :    1=> Proteínas Gs.  2=> Proteínas Gi.   3=> Proteínas Go .  4=> Proteínas Gq .   "
2020,70,4,"70. En rela ción con el salmeterol, señal e la opció n co- rrec ta:    1=> Es un agonista de los receptores beta -2 de acció n  corta, utilizado  en el trata miento de rescate del as- ma bronquial.   2=> Se trata de un antago nista de los receptores beta -2,  presen tes e n el músculo liso b ronquial .  3=> No puede aso ciarse a glu cocortico ides in halad os.  4=> Es un fármaco que se utiliza en el tratamien to del  asma severo persiste nte.   "
2020,71,3,71=> ¿Cuá l de los siguientes fármacos es una benzo- diazepina  de a cció n co rta?:    1=> Diazep am.  2=> Alprazolam.  3=> Triazolam .  4=> Flurazepam.   
2020,72,4,72=> ¿Cuá l de las siguiente s actuacio nes farmacológicas  NO afecta al siste ma reni na-angio tensina? :    1=> Inhibidores de la liber ació n y activación de la reni- na.  2=> Inhibidores de la enzima de conversió n de angio- tensina (ECA).  3=> Anta gonistas del r ecep tor 1 de ang iotensina II.  4=> Anta gonistas del r ecep tor de angiotensina I
2020,73,2," 73=> Considerando que casi todos los fármacos opio ides se  absorben por vía gastro intestinal , señale la afirma- ción correc ta con respecto  a su biodisponi bilidad   oral:     1=> Es d e un  60% p ara la loperamida.  2=> Es d e un  25% p ara la morfina.  3=> Es d e un  90% p ara la codeína.  4=> La morfina carece de ella.    "
2020,74,3,74=> El mecanismo de acción del levosimendán consiste  en:    1=> Aumentar lo s niveles d e AMPc.  2=> Inhibir la fos fodiesterasa I II.  3=> Aumentar la sensibilid ad de las p roteínas co ntrácti - les al ca lcio.  4=> Su acció n simpático-mimética .   
2020,75,4,"75. Señale la afirmació n INCO RREC TA respec to al uso  de esta tinas:     1=> Causan mialgias, calambres musculares, miopatías  y, excep cionalmente, rabdomiólisis .  2=> Causan a nomalías e n la p renil ació n de proteínas, lo  que o rigin a disfunción de las c élulas musculares .  3=> Antes de su administració n deben valorarse los  facto res p redispo nentes a alter acio nes musculare s.  4=> Los síntomas musculares  asociad os a su uso no  suelen desapar ecer  al sus pender el tr atamien to.   "
2020,76,3,76. ¿Cuá l se considera el anti psicótico  de elecció n en  pacient es pa rkinsoniano s?:    1=> Clozap ina.  2=> Olanzapina.   3=> Quetiapi na.  4=> Risperidona.   
2020,77,1,77. ¿Cuá l es el mecanismo resp onsable de la hiperpota - semia produci da por los antinf lamatorio s no estero i- deos? :    1=> La supresión de la liber ació n de renina inducida  por pro staglandi nas.  2=> La activació n del sistema renina – ang iotensina.  3=> La inhibició n de la síntesis de tromboxano A2=>  4=> La inhibició n de la síntesis de leucotrienos .   
2020,78,1,78. Indique el efec to adverso cuya incidencia aumenta   en individ uos tratados con fármacos que inhiben el  sistema reni na-angio tensina:     1=> Angioed ema.  2=> Cefalea.   3=> Taquicardia reflej a.  4=> Hipo potasem ia.             
2020,79,4," 79. En rela ción con el uso de sacubitrilo en el trata mien- to de la insuficiencia  cardiaca , señal e la opció n co- rrec ta:    1=> Se utiliza asociad o a valsartán o a enalapr il, indis- tintamente.  2=> Reduce la concentració n plasmática de los péptidos  natriurético s ANP, BNP y CNP.  3=> Es un antago nista de receptores de mineralco rti- coides.   4=> Se usa asociad o a un anta gonista de receptores  AT1 de la angiotensina 2   "
2020,80,2,"80. En un pacient e polimedicad o, ¿a cuál de los siguien- tes fármacos atribuiría la aparició n de hipotensión   ortostá tica? :    1=> Ácido acetilsa licílico .  2=> Dinitrato  de isoso rbida.  3=> Omeprazol.  4=> Atorvastati na.   "
2020,81,1,"81=> ¿Cuá l es la razón por la que la supresión de un tra- tamiento  prolo ngado con gluco cortico ides puede   causar insuficie ncia adrena l aguda ?:    1=> Por la inhibició n del eje hipotálamo-hipófiso- adrenal.  2=> Por el aumento de la liber ación de adrenocortico - tropina (A CTH).  3=> Por el estímulo en la producció n endó gena de cor- tisol, que cesa de forma brusca al suprimir el tra- tamiento.  4=> Por un aumento de la producción hipotalá mica de  hormona lib erad ora de corticotrop ina (CRH).   "
