Año,Num Q,RC,Enunciado
2023,32,2,32=> ¿Cuál de las siguientes afirmaciones es c orrecta  con respecto a Listeria monocytogene s?:    1=> Son bacilos gramnegativos.  2=> En agar sangre de c ordero muestran β- hemólisis.  3=> Son anaerobios estrictos.  4=> Da positiva la prueba de la oxidasa.   
2023,33,4,33=> ¿Cuál de los siguientes métodos empleados para  estudiar la susceptibilida d de un micro organis- mo frente a un antimicrobiano NO es un méto- do cuantitativo?:    1=> Microdiluci ón en caldo.  2=> Tira de gradiente de concentración.  3=> Macrodilución  en caldo.  4=> Método de Kirby-Bauer.   
2023,34,1,34=> ¿Qué factor (o factores ) requiere Ha emophilus  influenzae para crecer en cultivo?:    1=> Factores V y X.  2=> Factores V y IX.  3=> Factores IX y X.  4=> Sólo factor V.                 
2023,35,3, 35. Señale la respuesta correc ta con respecto al  género Nocardia:    1=> Son bacterias a naerobias estri ctas.  2=> En la tinción de Gram se suelen ver como  bacilos gramnegativos finos y ramifica- dos.  3=> Son parcialmen te ácido-alcohol resisten- tes.  4=> Son bacterias capsuladas.   
2023,36,2,36. ¿Cuál de las siguientes enfermedades infeccio- sas es una zoonosis?:    1=> Legionelosis.  2=> Leptospirosis.  3=> Tosferina.  4=> Enfermedad de Whipple.   
2023,37,3,37. Señale la respuesta correcta en rel ación a Strep- tococcus pneumoni ae:    1=> Existen 23 serotipos capsulares.  2=> Produce beta-hemólisis en a gar sangre.  3=> Da positiva la prueba de solubilidad en  bilis.  4=> La resistencia  a los betalactámicos está   mediada por una betalactamasa.   
2023,38,3,"38. ¿Qué ectoparásito pres enta el siguiente orden  taxonómico: filo Arthropoda, clase Insecta, or- den Diptera?:    1=> Pediculus.  2=> Sarcoptes.  3=> Chrysomy a.  4=> Pulex.   "
2023,39,2,"39. Paciente de 32 añ os, esplenectomizado, VIH  positivo acude a urgencias por fiebre de 40ºC,  cefalea y artralgias intensas de 72 horas de  evolución. Refiere picadur a de garrapatas. En  el frotis de sangre periféric a se observa la pre- sencia de un microorganismo intraeritrocitario  formando una im agen en forma de cruz  (tétra- da en la división del microorganismo) que resul- ta patognom ónica. ¿A qué enfermedad corres- ponde?:    1=> Enfermedad de Lyme.  2=> Babesiosis.  3=> Ehrlichiosis.  4=> Anaplasmosis granulocítica humana.                           "
2023,40,2,"40. Paciente de 50 años procedente de Guinea  Ecuatorial c on dolor abdominal y diarr ea de 8  días de evolución. En el estudio parasitológico  se observan trofozoítos de Dientamoeba fragilis.  No se aísla ningún otro patógeno. ¿Cuál sería el  tratamiento de elección?:    1=> Exclusivamente sintomático, no se reco- mienda en estos casos el uso de antimi- crobianos.  2=> Paromomicina 500 mg/8h oral.  3=> Metronidazol 1 g oral, en dosis única.  4=> Tinidazol 500 mg/8h oral.   "
2023,41,4,"41=> ¿Cómo se define el concepto de velocidad de  disolución intrínseca? :    1=> Velocidad de disolución de una formula- ción en comprimidos bajo la condición de  mantenimiento constante del área superfi- cial, evitando el uso de disgregantes.  2=> Velocidad de disolución bajo la condición  de mantenimiento de las propiedades in- trínsecas de una sustancia amorfa.  3=> Velocidad de disolución bajo la condición  de mantenimiento de las propiedades in- trínsecas de una sustancia cristalina.  4=> Velocidad de disolución de una sustancia  pura tras s u compactación bajo la condi- ción de mantenimiento constante del área  superficial.   "
2023,42,3,"42=> ¿Qué repercusión prác tica tiene que un prepa- rado líquido o semisólido presente un compor- tamiento re ológico dilatante?:    1=> Que se dilata con el aumen to de la tempe- ratura, debiendo controlarse ésta a lo lar- go del proces o de mezcla.  2=> Que se dilata con la disminución de la  temperatura, debiendo controlarse ésta a  lo largo del proceso de mezcla.  3=> Que incrementa su viscosidad cuando se  aumenta la velocidad o la fuerza de agita- ción en los tanques de mezcla .  4=> Que disminuye su viscosidad cuando se  aumenta la velocidad o fuerza de agita- ción en los tanques de mezcla .   "
2023,43,2,"43=> ¿Puede aplicarse una formulación en forma de  polvos para administr ación cutánea sobre heri- das abier tas o piel seriamen te dañada?:    1=> No. En ningún cas o. El potencial efecto   abrasivo de las mezclas pulverulentas es  incompatible con la piel dañada.  2=> Sí, pero sólo si el preparado final es esté- ril.  3=> Sí, pero sólo si se presentan en envases  presurizados adaptados para la aplicación   cutánea.  4=> Sí, siemp re que el pr eparado posea pro- piedades bactericidas o ba cteriostáticas  contrastadas o incluya un conservante  adecuado"
2023,44,1, 44=> ¿Cuál de los siguientes métodos es eficaz para la  despirogenación de material de acondiciona- miento prim ario consti tuyendo el método de   referencia de scrito en la Farm acopea Euro- pea?:  1=> Tratamient o por cal or seco en condicio- nes mínimas de temperatura y tiempo de  exposición de 180ºC durante 3 horas.  2=> Tratamient o por calor húmedo en condi- ciones mínimas de temperatura y tiempo  de exposición de 250ºC durante 5 horas.  3=> Tratamient o por calor húmedo en condi- ciones mínimas de temperatura y tiempo  de exposición de 180ºC durante 3 horas.  4=> Tratamient o por cal or seco en condicio- nes mínimas de temperatura y tiempo de  exposición de 250ºC durante 5 horas.   
2023,45,3,45. Los sistem as dispersos se componen de una  sustancia dis persada en un medio dispersante.  El aerosol niebla consiste en un sistema disperso  coloidal con la sig uiente composición:    1=> Sustancia dispersada – gas; medio disper- sante - líquido.  2=> Sustancia dispersada – sólido; medio dis- persante - líquido.  3=> Sustancia dispersada – líquido; medio  dispersante - gas.  4=> Sustancia dispersada – gas; medio disper- sante – sólido.   
2023,46,2,"46. Señale la res puesta FALSA en relación c on las  emulsiones:    1=> El signo de la emulsión se selecciona e n  función de la vía de administración y, en  general, de la aplicación a la  que se desti- na.  2=> Las emulsiones O/A producen cierto efec- to oclusivo y disminuyen la evaporación  del agua, por lo que son más eficaces pa ra  mantener la hidratación de la piel que las  A/O.  3=> Las emulsiones O/A permiten la incorpo- ración de  aromatizantes en la fase ac uosa  para mejorar sus características organo- lépticas.  4=> Las emulsiones destinadas a su adminis- tración por vía intramuscular pueden ser  de tipo A/O y O/A.                               "
2023,47,0,47. El principal problem a que plantean las mezclas  de materiales poco cohesivos es la tenden cia a la  segregación de sus componentes. En las mezclas  aleatorias dicho proceso se encuentra favoreci- do cuando existe:    1=> Gran diferencia de densidad entre las par- tículas que se  pretenden mezcl ar.  2=> Gran diferencia de tamaño en tre las partí- culas que se pretende n mezclar.  3=> Desplazamiento de las partículas adsorbi- das al incorporar a la mezcla otros com- ponentes con mayor afinidad por el porta- dor.   4=> Aplicación de fuerzas externas como vi- braciones mecánicas.   
2023,48,2,48. El flujo sanguíneo coronario en reposo del ser  humano alcanza un promedio de 250 mL/min.  ¿Qué porcentaje  del gasto cardíaco total repre- senta apr oximadamente?:    1=> 1%.  2=> 5%.  3=> 10%.  4=> 15%.   
2023,49,4,49. Señale la continuación de la secuencia que su- cede en el proceso de fototransducción del ojo  (Luz  Rodopsina  Transducina  GMPc  fosfosdiestere sa …):    1=> Cierre de canales de K+  Despolariza- ción.  2=> Apertura de canales de Na+  Hiperpola- rización.  3=> Apertura de canales de Na+  Despolari- zación.  4=> Cierre de canales de Na+  Hiperpolari- zación.   
2023,50,3,"50. La velocid ad del flujo sanguíneo e s directamen- te proporcional a la c uarta potenci a del radio  del vaso, lo que signif ica que, a mayor grosor,  mayor flujo de sangre. Esta afirmación viene   determinada por la ecuación o ley de:    1=> Fick.  2=> Frank-Starling.  3=> Poiseuille.  4=> Ohm.   "
2023,51,4,"51=> En cuanto a la clasificación de las fibras nervio- sas, aquellas que conducen la temperatura son  del grupo:    1=> Ia.  2=> Ib.  3=> II.  4=> III.         "
2023,52,3, 52=> Indique el tipo de  células en las que se secreta el  péptido inhibidor gástrico:    1=> Células G.  2=> Células I.  3=> Células K.  4=> Células S.   
2023,53,3,"53=> ¿En la maduración eri troide, cuál de las si- guientes células se encue ntra entre el eritroblas- to policromático y el reticulocito?:    1=> Proeritroblasto.  2=> Hematíe.  3=> Eritroblasto ortocromático.  4=> Eritroblasto basófilo.   "
2023,54,2,54=> Respecto al sistema digestivo señale la respuesta  correcta:    1=> La colipasa es una enzima glucolítica.  2=> La elastasa y la aminope ptidasa se activan  por la tripsina.  3=> Las principales enzimas lipolíticas son las  dipeptidasas.  4=> Las carboxi peptidasas A y B son en- dopeptidasas.   
2023,55,1,"55. ¿Cuál de los siguiente s fenómenos favorece el  desplazamiento a la derecha de la curva de  disociación de oxígeno-hemoglobina?:    1=> Aumento de la temperatura.  2=> Aumento de pH.  3=> Disminución de CO2=>  4=> Disminución de la concentración de 2,3- di-fosfoglicerato (2,3-DPG).   "
2023,56,3,56. ¿Cuál de las siguientes sustancias produce una  disminución del filt rado glomerular ?:    1=> Óxido nítrico.  2=> Prostaglandinas.  3=> Noradrenalina.  4=> Angiotensina II.   
2023,57,2,57. Las célul as de Sertoli secretan una proteín a  denominada:    1=> Proteína de unión de testosterona (TBP).  2=> Proteína de unión a andrógenos (ABP).  3=> Proteína granular acrosómica (AGP).  4=> Proteína de unión meiótica (MBP).   
2023,58,1,58. ¿Cuál de los siguiente s elementos deriva de la  Unidad Formadora de Colonias Megacariocíti- cas (CFU-Meg)?:    1=> Plaqueta.  2=> Glóbulo rojo.  3=> Linfocito.  4=> Neutrófilo.         
2023,59,4,59. El sistema multiplicador  contracorriente del  riñón consiste en el interc ambio de  agua e iones  entre el inters ticio renal y :    1=> El filtrado d el túbulo contorneado prox i- mal.  2=> La sangre de la red capilar peritubular.  3=> La sangre de la parte recta.  4=> El filtrado  del asa de Henle.   
2023,60,4,60. ¿Qué nombre reciben los granulocitos de tama- ño aumentado e hiperse gmentados?:    1=> Megalocitos.  2=> Células de Mott.  3=> Centrocitos.  4=> Pleocariocitos.   
2023,61,2,"61=> ¿Cuál es la morfología eritrocitaria más común  en sangre periférica en las anemias hemolíticas  autoinmunes?:    1=> Microcitosis e hipocromía.  2=> Policromasia, esferocitos, esquistocitos y  excepcionalmente algún eritroblasto ais- lado.   3=> Policromasia, an isopoiquilocitosis y dre- panocitos.  4=> Macrocitosis y acantocitos.   "
2023,62,3,62=> ¿Qué tipo de anemia es la Hemoglobinuria Pa- roxística Nocturna?:    1=> Hemolítica congénita.  2=> Hemolítica autoinmune.  3=> Hemolítica adquirida.  4=> Ferropénica se cundaria.   
2023,63,3,63=> ¿Cuál es la vida media de un hematíe en condi- ciones fisiológicas?:    1=> 30 días.  2=> 60 días.  3=> 120 días.  4=> 150 días.   
2023,64,3,64=> ¿Qué hallazgo es típic o de una Leuce mia Mie- loide Aguda con t(15;17)(q22;q12)?:    1=> Trombocitosis.  2=> Neutrofilia.  3=> Leucopenia.  4=> Poliglobulia.                       
2023,65,2," 65. Un hemograma refleja número bajo de hema- tíes acompañado de macrocitosis y  marcado  aumento de hemoglobina. Al observar el frotis,  los hematíes son normo cíticos y normocromos  pero form an acúmulos. ¿Qué situación causa  este hallazgo?:    1=> Déficit de hierro.  2=> Crioaglutininas.  3=> Anticoagulante EDTA.  4=> Neoplasia mielo proliferativa tipo Polici- temia Vera.   "
2023,66,2,"66. Señale la opción correcta sobre el síndr ome de  HELLP:    1=> Es un síndrome que cursa con neutrope- nia, pero no con hemólisis.  2=> Su etiología se debe a una disfunción en- dotelial.  3=> Los pacientes  presentan una trombocitosis  marcada.  4=> Se ven afectados diversos órganos, como  los pulmones o el coraz ón, pero no s uele  afectar al hígado.   "
2023,67,1,67. ¿Cuál de l os siguientes mediadore s se encuentra  disminuido e n el endotelio vascul ar en las pri- meras fases de la enfermedad c ardiovascular?:    1=> Óxido nítrico.  2=> Noradrenalina.  3=> Angiotensina II.  4=> Endotelina.   
2023,68,1,"68. Señale la res puesta correcta en rel ación con el   caso de un paciente que presenta unos niveles  de potasio de  6,5 mEq/L (valores de referencia:  3,5-5 mEq/L):    1=> El ciclosilicato de sodio y zirconio, que  favorece la e xcreción del cati ón, es un in- tercambiador de potasio muy selectivo  empleado en hiperpotasemias.  2=> A diferencia de las hipopotasemias, el uso  de gluconato cálcico no tendría interés, al  no contrarrestar el calcio los  efectos sobre  las membra nas celulares  causados por el  potasio.  3=> La insulina e s un fármaco que se usa para  reducir el potasio de forma muy segura,  ya que cua ndo este es superior a 5 mEq/L,  no presenta efecto hipoglucemiante.  4=> El uso de betabloqueantes resulta de inte- rés en pacientes con potas io elevado,  disminuyendo su concentración plasmáti- ca al favorecer su penetración e n el cito- plasma de las células.                 "
2023,69,3,69. Un paciente varón de 75 años es diagnosticado  por su cardiólogo de hipertensión pulmonar.  ¿Cuál de las siguientes afirmaciones NO es  cierta?:    1=> Es probable que el paciente presente ga- nancia de peso debido a edema periférico.  2=> Es posible diagnosticar una hipertensión  pulmonar e n este paciente sin que esté   presente una enfermedad respiratoria de   base.  3=> Una de las opciones de tratamiento dispo- nibles sería el uso de inhibidores de fos- fodiesterasa-5 junto con agonistas del re- ceptor de la endotelina.  4=> Este paciente estuvo en África subsaha - riana hace 10 años; una posibilidad es que  la hipertensión pulmonar que presenta sea  secundaria a una infección por Schisto- soma spp.   
2023,70,2,"70. BS es una m ujer de 71 años que acude a la con- sulta de atención farmacéutica por estar utili- zando alectinib para tratar su cáncer de pul- món estadio IV. ¿Cuál de las siguientes afirma- ciones es cierta?:     1=> Lo más probable es que esté usando alec- tinib porque presente una mutación en el   exón 19 o 21 del gen EGFR.  2=> La mutación “ driver” de esta paciente se  suele asociar a personas no fumadoras .  3=> Como es un cáncer de pulmón estadio IV,  el enfoque óptimo del tratamiento para  lograr la co mpleta curación de la enfer- medad es realizar una resecci ón pulmonar   del tumor.  4=> Si presentara un  un cán cer de pu lmón de  tipo escamoso, corres pondería a un subti- po de cáncer de pulmón microcítico.   "
2023,71,1,71=> ¿Cuál de las siguiente s enfermedades NO está  causada por anticuerpos ?:    1=> Síndrome de neu rotoxicidad asociada a  células efect oras (ICANS).  2=> Síndrome de Guillain-Barré.  3=> Pénfigo vulgar.  4=> Enfermedad de Graves.   
2023,72,3,72=> ¿Cuál de estos hallazgos NO es esperable e ncon- trar en un paciente di agnosticado de síndrome  de Liddle?:    1=> Hipernatremia.  2=> Hipertensión.  3=> Acidosis metabólica.  4=> Hipocalemia.             
2023,73,1," 73=> CA se ha reali zado un estudio genético. Median- te una re acción en cadena de l a polimeras a  (PCR) se h a detectado una expansión del triple- te CTG e n el cromosoma 19, con unas 60 repeti- ciones. ¿Con qué enfermedad podría estar rel a- cionada dicha anomalía?:    1=> Distrofia mi otónica.   2=> Corea de H untington.  3=> Distrofia muscular de Becker.  4=> Distrofia muscular de Duchenne.     "
2023,74,4,"74=> Señale la respuesta corre cta respecto a la ence- falopatía de Wernicke:    1=> Se produce debido al déficit de vitamina  B3 en pacientes alcohólicos .  2=> Es una fase más avanzada, irreversible y  prolongada del síndrome de Ko rsakoff, el  cual es una fase aguda que la precede.  3=> Ante la sospecha de esta encefalopatía, lo  primero que se recomienda es  administra r  suero glucosado, y, una vez finalizado, las  vitaminas correspo ndientes.  4=> Estar sometido a sesion es de hemodiálisis  intermitente supone un factor de riesgo de  padecerla.   "
2023,75,2,"75. La hipofosfatemia ligada al cromosoma X es  una enfermedad rara en la cual existen muta- ciones que inducen la producción exces iva y  descontrolada del fac tor de crecimiento de fi- broblastos 23=> Sabiendo que este  factor reduce  la expresión de los transportadores e ncargados  de la reabsorción de fósforo en diversas locali- zaciones del organismo, y que reduce la expre- sión de la hidroxilasa renal de la vitamina D,  ¿qué afirmaci ón es correcta?:    1=> La aparición de esta enfermedad en la ni- ñez provoca osteoporosis como principal  manifestación ósea.  2=> Una de las complicaciones que pueden  surgir de su tratamiento c on dosis eleva- das de sales de fosfato y d e calcitriol es la  nefrocalcinosis.  3=> Debe administrarse  colecalc iferol como  forma preferente de vitamina D pa ra  compensar el déficit de fosfato.  4=> Una estrategia de tratamient o para com- pensar una hipofosfatemia re fractaria a las   medidas iniciales, es añ adir al tratamien to  dosis altas de sales de calcio.                         "
2023,76,3,"76. Acerca del cáncer de mama, se ñale la opció n  correcta:    1=> Una paciente con un tumor que mide  más de 50 mm, pero no se ha disemi- nado a los ganglios linfáticos axilares  presenta un estadio IV.  2=> La hormonoterapia adyuvante con  tamoxifeno o inhibidores de la aro- matasa está i ndicada en pacientes  premenopáusicas, pero no posmeno- páusicas, y a que en este segun do gru- po la producción de estrógenos es  mínima.  3=> El subtipo luminal tiende a presentar  niveles altos de expresión de recepto- res de estrógenos y/o de progestero- na, pero no una sobreexpresión de la  proteína HER2 (recept or-2 de facto r  de crecimiento epidé rmico humano).  4=> Las mutaciones BRCA1 y BRCA2  son patognomónicas del cáncer de  mama.   "
2023,77,3,"77. En cuanto al glaucoma, señale la opción correc- ta:    1=> El uso de prostaglandinas tópicas varias  veces al día es una estrategia más útil para  disminuir la presión intraocular que em- plear asociaciones de fármacos.  2=> Para que se pueda establecer un diagnós- tico de glaucoma, la presión intraocular  debe estar siempre por encima de 21  mmHg.  3=> Si se desarrolla un glaucoma agudo, lo  más probable es que este sea de ángulo  estrecho.  4=> El aumento de la presión intraocular se  debe fundame ntalmente al aumento de   producción de humor vítreo.   "
2023,78,1,78. ¿Cuál de los siguientes hallazgos sería más es- perable e n un paciente c on colitis ulceros a gra- ve?:    1=> Anemia que pudiese re querir necesida d de  transfusión.  2=> Desnutrición grave por malabso rción.  3=> Elevación muy marcada de la procalcito- nina en las heces.  4=> Formación de fístulas perianales.   
2023,79,2,"79. El síndrome  ASA-tríada o tríada de  Samter se  caracteriza por intolerancia a aspirina y a otros  antiinflamatorios no esteroideos, la presencia de  pólipos nasales y:    1=> Artritis reu matoide.  2=> Asma.  3=> Lupus eritemato so sistémico con anti- cuerpos a ntinucleares.  4=> Enfermedad de Alzheime r.   "
2023,81,3,"81=> Señale la respuesta INCORRECTA respecto a  la enfermedad pulmonar  obstructiva crónica  (EPOC):    1=> La deficienc ia grave de alfa1- antitripsina es un factor de riesgo para el  desarrollo de la enfermedad.  2=> El recuento de eosinófilos en sangre pe- riférica se usa como biomarcador para  determinar el tratamiento en exace rba- ciones.  3=> El tiotropio tiene una semivida más cor- ta que el ipratropio, por lo que se admi- nistra 2 veces al día.  4=> La triple terapia in halada con un bron- codilatador beta-agonista de larga dura- ción, un broncodilatador antagonista  muscarínico de lar ga duración y un cor- ticoide, puede ser adecuada en determi- nados pacientes.   "
