Año,Num Q,RC,Enunciado
2021,14,2,"14=> El carbacol es un análogo de acetilcolina que  tiene en su estructura un grupo carbamato en  lugar del grupo éster. ¿Qué consecuencias tiene  esta sustitución?:   1=> El carbacol se hidroliza en medio ácido con  mayor facilidad que la acetilcolina debido a la  presencia del grupo carbamato.  2=> El grupo carbamato confiere al carbacol esta- bilidad química y metabólica.  3=> El grupo carbamato permite incrementar la  afinidad por el receptor a través de una   in- teracción π-π.  4=> La sustitución bioisostérica del metilo por el  grupo amino en el carbacol incrementa el  efecto estérico, aumentando la afinidad por su diana terapéutica.   "
2021,15,2,15. ¿Cuál de las siguientes características estructu- rales es típica de los agentes alquilantes perte- necientes al grupo de las mostazas nitrogena- das?:    1=> La presencia de grupos capaces de formar  enlaces de hidrógeno.  2=> La presencia de un grupo capaz de formar un  catión aziridinio.  3=> La presencia de una cadena peptídica corta y  cargada positivamente.  4=> La presencia de una estructura aromática pla- na y pobre en electrones.   
2021,16,1,"16. Para el diseño de los antídotos frente a los gases  neurotóxicos sarín y tabún, se utilizó la siguien- te estrategia:    1=> Diseñar compuestos derivados de hidroxila- mina capaces de hidrolizar la posición fosfo- rilada en la acetilcolinesterasa y reactivar así la enzima rápidamente.  2=> Diseñar compuestos derivados de hidroxila- mina capaces de hidrolizar el residuo acetila- do en la acetilcolinesterasa y reactivar así la  enzima de forma controlada.  3=> Diseñar compuestos derivados de hidroxiclo- roquina que debido a su  elevada electrofilia  son capaces de hidroli zar el residuo carba- moilado en la acetilcolinesterasa reactivando  rápidamente la enzima.  4=> Diseñar compuestos derivados de hidrazina  capaces de hidrolizar la posición carbamoila- da en la acetilcolinestera sa y reactivar la en- zima rápidamente.   "
2021,17,1, 17. La anfotericina B es un antifúngico que perte- nece al siguiente grupo:   1=> Polienos.  2=> Triazoles.  3=> Candinas.  4=> Sulfamidas.   
2021,18,3,"18. Respecto a los hongos Mucorales:    1=> Son sensibles a voriconazol.  2=> Causan infecciones diagnosticables mediante  la detección de β-1-3-D-glucano.  3=> Causan infección sinusal, rino-órbito- cerebral, broncopulmona r, cutánea o disemi- nada.  4=> Tienen afinidad por tejidos queratinizados.   "
2021,19,1,"19. ¿Qué mecanismo es responsable de la resisten- cia a las quinolonas?:    1=> Presencia de mutaciones cromosómicas en los  genes de la ADN girasa y de la topoisomerasa  de tipo IV.  2=> Modificación enzimática de la quinolona me- diada por acetiltransferasas.  3=> Adquisición de una β-lactamasa que hidroliza  al fármaco.  4=> Metilación del ARNr 23S, impidiendo la  unión del antibiótico.   "
2021,20,4,20. ¿Cuál de los siguientes enunciados respecto a la  toxina leucocidina Panton-Valentine de Staphy- lococcus aureus  es INCORRECTO?:    1=> Se identifica en la mayoría de cepas de S.  aureus  resistentes a meticilina asociadas a in- fecciones comunitarias.  2=> Es causante de cuadros cutáneos graves.  3=> Es una citotoxina.  4=> Se relaciona con intoxicaciones alimentarias.   
2021,21,1,21=> ¿Cuál es la respuesta correcta respecto a Sta- phylococcus saprophyticus ?:    1=> Produce infecciones del aparato genitourinario en mujeres jóvenes.  2=> Es sensible a fosfomicina.  3=> Es sensible a novobiocina.  4=> Es un estafilococo coagulasa-positivo.   
2021,22,1,"22=> ¿Cuál de las siguientes bacterias es un bacilo  gram-negativo que NO crece en agar MacCon-key, es oxidasa positiva y está implicada en  infecciones de heridas tras mordedura de ani- males?:   1=> Pasteurella multocida.  2=> Francisella tularensis.  3=> Neisseria gonorrhoeae.  4=> Enterobacter cloacae.    "
2021,23,4, 23=> ¿Cuál es la respuesta INCORRECTA respecto  a las infecciones causadas por Legionella pneu- mophila ?:    1=> Son asintomáticas con relativa frecuencia.  2=> La infección sintomática se presenta en una  de las siguientes formas: fiebre de Pontiac o  enfermedad de los legionarios.  3=> El tratamiento de elección son los macrólidos  o las fluoroquinolonas.  4=> La fiebre de Pontiac se asocia con enferme- dad pulmonar de base.   
2021,24,1,24=> ¿Cuál de las siguientes bacterias NO pertenece  al denominado grupo HACEK?:    1=> Achromobacter xylosoxidans.  2=> Cardiobacterium hominis.  3=> Kingella kingae.  4=> Eikenella corrodens.   
2021,25,3,"25. ¿Cuál de las siguientes características fenotípi- cas supone una identificación presuntiva de  Streptococcus pneumoniae ?:    1=> β-Hemólisis en agar sa ngre, sensibilidad a la  optoquina, prueba de solubilidad en bilis posi- tiva.  2=> β-Hemólisis en agar sangre, resistencia a la  optoquina, prueba de solubilidad en bilis ne- gativa.  3=> α-Hemólisis en agar sangre, sensibilidad a la  optoquina, prueba de solubilidad en bilis posi-tiva.  4=> α-Hemólisis en agar sangre, resistencia a la  optoquina, prueba de solubilidad en bilis posi-tiva.   "
2021,26,3,26. Avibactam es un inhibidor de β-lactamasas con  la EXCEPCIÓN de:    1=> β-Lactamasa de espectro extendido (BLEE).  2=> β-Lactamasa de clase C (ampC).  3=> Carbapenemasa de tipo metalobetalactamasa.  4=> Carbapenemasa de clase D (OXA-48).   
2021,27,4,"27. Señale la opción correcta respecto a microorga- nismo, enfermedad que causa y vector transmi-sor:    1=> Coxiella burnetii , Fiebre Q, Ixodes  spp.  2=>  Bartonella bacilliformis , Fiebre de Oroya,  Hyalomma  spp.  3=> Borrelia burgdorferi , Enfermedad de Lyme,  Aedes  spp.  4=> Rickettsia conorii , Fiebre botonosa medite- rránea, Rhipicephalus  spp.           "
2021,28,2," 28. ¿Cuál de las siguientes afirmaciones respecto a  la peste es correcta?:   1=> El microorganismo causal de la peste bubóni- ca es Yersinia enterocolitica  serotipo O3=>  2=> Se transmite desde las ratas a los humanos  mediante la picadura de pulgas del género  Xenopsylla .  3=> El periodo de incubación es de 30 a 60 días.  4=> Sólo debe administrarse tratamiento en pa- cientes inmunodeprimidos, siendo vancomi- cina intravenosa el fármaco de elección.   "
2021,29,1,"29. ¿Cuál de las siguientes opciones es INCO- RRECTA sobre la enfermedad zoonótica tula- remia?:   1=> El diagnóstico de laboratorio se basa princi- palmente en el cultivo y frotis de lesiones.  2=> Los lagomorfos y los roedores son importan- tes reservorios animales.  3=> Está causada por Francisella tularensis , co- cobacilo gramnegativo.  4=> Estreptomicina y gentamicina son fármacos  de elección para todas las formas de tularemia grave, excepto meningitis.   "
2021,30,2,"30. ¿Cuál de las siguientes afirmaciones con respec- to a la “fiebre Q” es INCORRECTA?:    1=> Se presenta como enfermedad febril autolimi- tada, neumonía, endocarditis o hepatitis.  2=> El tratamiento de la endocarditis debe hacerse  con doxiciclina durante 14 días.  3=> Es una zoonosis que se adquiere por inhala- ción o, con menos frecuencia, por ingestión de leche no pasteurizada.  4=> Para el diagnóstico de “fiebre Q” aguda se  pueden utilizar técnicas de amplificación de ácidos nucleicos a partir de muestras clínicas  (sangre, válvulas cardíacas o líquido articu- lar).   "
2021,31,4,"31=> La colistina es un antibiótico de la familia de las  polimixinas. ¿Cuál de las siguientes caracterís-ticas es correcta?:    1=> Las únicas formulaciones disponibles se ad- ministran por vía intravenosa y vía tópica.  2=> Las polimixinas son activas frente a bacilos  gramnegativos como P. aeruginosa, A. bau- mannii  y las especies de Proteus .  3=> Entre los efectos secundarios más frecuentes  destacan la hepatotoxici dad y la neurotoxici- dad irreversible, relacionada con la dosis.  4=> La resistencia mediada por plásmidos se debe  a la enzima MCR-1=>          "
2021,32,3, 32=> ¿Cuál de los siguientes fármacos NO se utiliza  para el tratamiento de la infección causada por Clostridioides difficile  o presencia de sus recu- rrencias?:    1=> Fidaxomicina.  2=> Vancomicina vía oral.  3=> Clindamicina.  4=> Bezlotoxumab.   
2021,33,1,33=> ¿Cuál es el medio de cultivo microbiológico  habitual para el diagnóstico de “tos ferina” a  partir de muestras respiratorias?:   1=> Bordet-Gengou.  2=> Löwenstein-Jensen.  3=> BCYE.  4=> Thayer-Martin.   
2021,34,2,34=> ¿Cuál de las siguientes afirmaciones sobre  Haemophilus influenzae  es INCORRECTA?:    1=> Es un cocobacilo gramnegativo.  2=> Crece en agar MacConkey.  3=> Existen seis serotipos capsulares.  4=> El mecanismo de resistencia a las penicilinas  más frecuente es la producción de β- lactamasas.   
2021,35,2,35. Una paciente de 48 años acude al Servicio de  Urgencias de su hospital por presentar un cua- dro de fiebre y dolor en hipocondrio derecho.  Refiere consumo de verdura cruda en el Alti-plano boliviano en su último viaje. ¿Qué patolo- gía es compatible con este cuadro clínico?:    1=> Hidatidosis alveolar.  2=> Distomatosis hepática.  3=> Linfangitis aguda.  4=> Clonorquiasis.   
2021,36,3,"36. ¿Cuál de los siguientes enunciados es INCO- RRECTO en relación al Síndrome de Kataya- ma?:    1=> Es un cuadro clínico causado por Schistosoma  spp.  2=> Sus manifestaciones clínicas más frecuentes  son fiebre, erupción, hepatoesplenomegalia,  broncoespasmo y eosinofilia.  3=> La detección de huevos del parásito en heces  es una herramienta diagnóstica muy sensible  en la fase aguda.  4=> Para su tratamiento se emplean prazicuantel y  corticoides.               "
2021,37,4, 37. ¿Cuál de los siguientes parásitos es de relevan- cia epidemiológica por su alta prevalencia entre  la población infantil y causa una Enfermedad  de Declaración Obligatoria?:    1=> Entamoeba coli.  2=> Trichinella spiralis.  3=> Echinococcus granulosus.  4=> Giardia lamblia.   
2021,38,1,38. ¿Para qué sirve el planteamiento matemático de  Heckel?:    1=> Para analizar el comportamiento de materiales  sólidos durante el proceso de compresión.  2=> Para determinar la distribución bicomparti- mental para fármacos poco solubles.  3=> Para determinar la vi scosidad aparente en  semisólidos con propiedades reopécticas.  4=> Para calcular la velocidad de disolución en  función del tamaño de partícula y del área su- perficial.   
2021,39,2,"39. ¿Qué relación existe entre el potencial Z y la  floculación controlada de suspensiones?:   1=> La floculación controlada consiste en la in- corporación de sustancias quelantes como el EDTA que actúan como floculantes, lo que  no guarda relación con el potencial Z.  2=> La floculación controlada consiste en la adi- ción de electrolitos para modificar el poten- cial Z y con ello el grado de floculación.  3=> La floculación controlada consiste en la mo- dificación del tamaño de  partícula para modi- ficar el grado de floculación, no el potencial Z.  4=> La floculación controlada se realiza incorpo- rando agentes viscosizantes que modifican las propiedades reológicas de las suspensiones y  el potencial Z.   "
2021,40,2,"40. ¿Es obligatorio realizar el ensayo de resistencia  a la fractura en comprimidos según la Farma- copea Española?:   1=> Sí. Está descrito como un ensayo obligatorio  sobre lote final para comprobar su resistencia mecánica.  2=> No. Está descrito como uno de los posibles  ensayos para comprobar la resistencia mecá- nica de los comprimidos.  3=> Sí, pero sólo en aquellos comprimidos desti- nados a su posterior recubrimiento y debe ex- presarse como valor mínimo.  4=> No. Es un ensayo recomendable para com- probar la resistencia mecánica de los com- primidos, pero no es un ensayo oficial descri- to en la Farmacopea.       "
2021,41,3, 41=> Indique cuál es el nombre del método industrial  de fabricación de cápsulas gelatinosas blandas:   1=> Método de Higuchi.  2=> Método de Hausner.  3=> Método de Scherer.  4=> Método de Atkinson.   
2021,42,2,42=> ¿Para qué se utiliza el ensayo de endotoxinas  bacterianas?:    1=> Para determinar la toxicidad de preparados  farmacéuticos debido a bacterias anaerobias.  2=> Para detectar la posible contaminación de  formulaciones farmacéu ticas con pirógenos.  3=> Para detectar una posible contaminación de  un preparado farmacéutico con bacterias  Gram+.  4=> Para estimar el grado de toxicidad que pueda  tener la contaminación de un preparado far- macéutico con una cierta especie bacteriana.   
2021,43,1,43=> El diámetro equivalente de Stokes de una partí- cula se define como:    1=> El diámetro de una esfera de igual densidad  que la partícula que sedimenta a la misma ve- locidad que la partícula.  2=> El diámetro de una esfera que tiene la misma  superficie que la partícula.  3=> El diámetro de una esfera que tiene el mismo  volumen que la partícula.  4=> El diámetro de una esfera que produce la  misma variación en la resistencia eléctrica de  la corriente que circul a entre dos electrodos  cuando se realiza la medida en el contador Coulter.   
2021,44,1,"44=> En el proceso de desecación, si la presión de  vapor de agua en el só lido es mayor que en el  aire:    1=> Se producirá transferencia neta de vapor de  agua del sólido al aire hasta que se igualen las  presiones.  2=> Se producirá transferencia de vapor de agua  del aire al sólido que adquirirá un mayor con- tenido de humedad.  3=> No se producirá transferencia de vapor de  agua del aire al sólido y ambas se mantendrán  en equilibrio dinámico.  4=> Se producirá transferencia de vapor de agua  del sólido al aire cuando la humedad relativa del gas sea del 100%.                "
2021,45,1," 45. La visión en profundidad permite determinar  las posiciones relativas de los objetos. El fenó-meno que consiste en la percepción de esta pro- fundidad, obtenida a partir de las disparidades  retinianas que aparecen como consecuencia de  la separación horizontal de los globos oculares,  se denomina:    1=> Estereopsis.  2=> Amaurosis.  3=> Estrabismo.  4=> Ambliopía.   "
2021,46,1,46. ¿Cómo se denomina el efecto de la unión del  oxígeno con la hemoglobina que produce el  desplazamiento del dióxido de carbono hacia la sangre?:    1=> Efecto Haldane.  2=> Efecto Bohr.  3=> Efecto Doppler.  4=> Efecto Venturi.   
2021,47,1,47. ¿Cuáles son los órganos sensitivos del laberinto  membranoso que se encuentran en el aparato vestibular y detectan la orientación de la cabeza  con respecto a la gravedad?:    1=> Máculas del utrículo y del sáculo.  2=> Conductos cocleares.  3=> Conductos endolinfáticos.  4=> Órganos tendinosos de Golgi.    
2021,48,3,48. ¿En qué lugar se produce la secreción de la  colecistoquinina (CCK)?:    1=> Células G del estómago.  2=> Células S del duodeno.  3=> Células I del duodeno y del yeyuno.  4=> Células K del intestino grueso.   
2021,49,2,49. ¿Cuál de las siguientes fases del electrocardio- grama corresponde a la repolarización de los  ventrículos?:    1=> Complejo QRS.  2=> Onda T.  3=> Intervalo PR.  4=> Intervalo QT.   
2021,50,2,"50. ¿Cuál de los siguientes fenómenos NO está asociado a un desplazamiento hacia la derecha de  la curva de disociación de oxígeno-hemoglobina?:    1=> Aumento del 2,3-DPG.  2=> Disminución de la temperatura.  3=> Aumento de la pCO 2  4=> Disminución del pH.       "
2021,51,3, 51=> Señale la respuesta INCORRECTA respecto a  la gastrina:   1=> Estimula la secreción de ácido gástrico por las  células parietales.  2=> Estimula la secreción de pepsinógeno por las  células principales.  3=> Es secretada por las células M del antro y las  células K del duodeno y yeyuno.  4=> Mantiene la estructura de la mucosa gástrica.   
2021,52,2,52=> El cociente entre el tr abajo y el gasto de energía  química total (consumo de oxígeno) se denomi-na eficiencia de la contracción cardíaca y sus  valores normales están entre:    1=> 5-10%.  2=> 20-25%.  3=> 45-50%.  4=> >60%.    
2021,53,1,"53=> De las siguientes células de sostén, señale cuál  NO pertenece al sistema nervioso central:    1=> Células de Schwann.  2=> Astrocitos.  3=> Microglía.  4=> Oligodendrocitos.   "
2021,54,3,"54=> Existe un neurotransmisor que al estimularse el  receptor postsináptico se sintetiza casi al instan- te mediante activación enzimática y, a conti- nuación, difunde fuera de los terminales presi-nápticos durante unos segundos en lugar de ser  liberado en paquetes vesiculares. Señale cuál es:    1=> Ácido γ-aminobutírico (GABA).  2=> Acetilcolina.  3=> Óxido nítrico.  4=> Dopamina.   "
2021,55,4,"55. El túbulo colector cortical cumple tres funcio- nes fundamentales para la regulación del medio  interno: absorción de Na +, secreción de K+ y  secreción de H+/formación de HCO 3-. Ésta últi- ma función se lleva a cabo en un tipo de células  que se denominan:    1=> Células principales.  2=> Células yuxtaglomerulares.  3=> Células corticales.  4=> Células intercaladas.   "
2021,56,3,"56. Fisiológicamente, la hormona paratiroidea  (PTH):    1=> Inhibe la reabsorción de calcio en los riñones.  2=> Estimula la reabsorción de fosfato en los ri- ñones.  3=> Estimula la resorción de calcio y fosfato en el  hueso.  4=> Inhibe la resorción de calcio y fósforo en el  hueso. "
2021,57,3," 57. En la pared de los primeros centímetros del  duodeno, especialmente entre el píloro gástrico y la ampolla de Vater, existe un amplio conjun- to de glándulas mucosas que secretan moco.  Estas glándulas reciben el nombre de:   1=> Lieberkühn.  2=> Paneth.  3=> Brunner.  4=> Oxíntica.   "
2021,58,3,58. En el control hipotalá mico de la alimentación  existen dos tipos de neuronas: 1) las neuronas proopiomelanocortina (POMC) que producen  la hormona estimulante α de los melanocitos α- MSH) y el transcrito regulado por la cocaína y la anfetamina (CART) y 2) las neuronas que  producen la proteína relacionada con el gen  Agouti (AGRP) y el neuropéptido Y (NPY). Señale qué hormona activa las neuronas AGRP- NPY estimulando la ingesta:    1=> Leptina.  2=> Insulina.  3=> Grelina.  4=> Colecistoquinina.   
2021,59,2,"59. Los factores fisiológicos más importantes que  regulan la secreción de la hormona antidiuréti- ca (ADH) desde la neurohipófisis son la regula- ción osmótica y hemodi námica. Adicionalmente,  existen otros factores que afectan a la secreción  de esta hormona. Señale el factor desencade-nante de su secreción:    1=> Consumo de alcohol.  2=> Náuseas.  3=> Descenso de la osmolaridad plasmática.  4=> Aumento del volumen plasmático.   "
2021,60,2,"60. Con respecto a la serie granulocítica, indique  cuál de estas células es la más madura:    1=> Mielocito.  2=> Metamielocito.  3=> Mieloblasto.  4=> Promielocito.   "
2021,61,2,61=> ¿Cuál de las siguientes alteraciones morfológi- cas se buscará en primer lugar en el frotis de un  paciente que acude a urgencias con deterioro  neurológico y plaquetas por debajo de  100.000/L?:    1=> Esferocitos.  2=> Esquistocitos.  3=> Acantocitos.  4=> Equinocitos.          
2021,62,2, 62=> El test de Coombs di recto es una prueba diag- nóstica clave en:   1=> Anemia hemolítica del recién nacido utilizan- do sangre materna.  2=> Anemia hemolítica adquirida de origen inmu- ne.  3=> Anemia hemolítica de causa no inmune.  4=> Anemia no hemolítica.   
2021,63,1,63=> Indique el grupo sanguíneo del sistema ABO  considerado como receptor universal:    1=> Grupo AB.  2=> Grupo A.  3=> Grupo 0.  4=> Grupo B.   
2021,64,1,64=> ¿Qué hallazgo esperaría encontrar típicamente  en una leucemia mieloide aguda tipo M3 clási- ca?:    1=> Leucopenia.  2=> Neutrofilia.  3=> Trombocitosis.  4=> Poliglobulia.   
2021,65,1,65. Indique cuál de los siguientes NO es un hallazgo  de laboratorio en el  mieloma múltiple:    1=> Hipocalcemia.  2=> Proteinuria de Bence-Jones.  3=> Anemia.  4=> Hiperproteinemia.   
2021,66,2,66. Indique cuál de los siguientes parámetros des- carta la existencia de tr ombosis si su valor está  dentro de la normalidad:    1=> Proteína C.  2=> D-dímero.  3=> Antitrombina III.  4=> Proteína S.   
2021,67,2,67. Los pacientes con en fermedad de Addison:    1=> Fallecen a edad temprana por sobreestimula- ción hormonal sistémica.  2=> No sintetizan cantidades adecuadas de hor- monas suprarrenales.  3=>  Sintetizan niveles anormales de prolactina.  4=> Se diagnostican inicialmente por presentar un  trastorno óseo.    
2021,68,4,68. La miastenia gravis o grave se asocia con:    1=> Disminución de la producción de acetilcolina  en las terminaciones nerviosas.  2=> Disminución de la miosina.  3=> Déficit de troponina C.  4=> Disminución de la transmisión en la unión  mioneuronal.   
2021,69,2," 69. En las patologías neurológicas asociadas a de- pósitos de cuerpos de Lewy, éstos están forma-dos por:     1=> Proteína tau.  2=> α-Sinucleína.  3=> β-Sinucleína.  4=> Amiloide β.   "
2021,70,2,70. Señale cuál de los siguientes neurotransmisores  se encuentra más frecuentemente alterado en la  enfermedad de Parkinson:    1=> Noradrenalina.  2=> Dopamina.  3=> Serotonina.  4=> Acetilcolina.   
2021,71,4,"71=> Ante una situación donde el bombeo cardiaco es  insuficiente, el sistema cardiovascular tiene una  serie de mecanismos compensadores. Indique  cuáles de los siguientes NO forman parte de esos mecanismos:    1=> Aumento de la actividad del sistema simpáti- co.  2=> Aumento del sistema renina-angiotensina- aldosterona.  3=> Aumento del gasto cardiaco mediante el me- canismo de Frank-Starling.  4=> Disminución de la angiogénesis.   "
2021,72,4,72=> Señale el enunciado correcto sobre el cambio  genético frecuentemente asociado a la leucemia  promielocítica aguda:    1=> Se trata de una mutación puntual.  2=> La oncoproteína resultante de dicho cambio  genético es una tirosina cinasa hiperactiva.  3=> Consiste en un gen de fusión entre TMPRSS2  y ETS.  4=>  Afecta al gen del receptor de ácido retinoico  α.   
2021,73,3,"73=> Respecto a la enzima glucosa-6-fosfato deshi- drogenasa (G6PD) y la anemia hemolítica pro- ducida por su deficiencia,  señale lo correcto:    1=> La G6PD reduce el dinucleótido de nicotina- mida adenina (NAD) a NADH.  2=> La deficiencia de G6PD tiene una herencia  autosómica recesiva.  3=> Las variantes de G6PD asociadas a hemólisis  provocan errores de plegamiento de la proteí- na, haciéndola más susceptible a la degrada- ción proteolítica.  4=> La actividad de G6PD impide que el glutatión  reducido se oxide.        "
2021,74,3, 74=> Las mutaciones del gen de von Hippel-Lindau  (VHL) se relacionan con ciertos carcinomas de células renales y con otros tumores y prolifera- ciones. Señale lo IN CORRECTO sobre estas  mutaciones:   1=> Impiden la degradación del factor inducible  por hipoxia-1 α en condiciones normóxicas.  2=> Impiden la ubiquitinación del factor inducible  por hipoxia-1 α en condiciones normóxicas.  3=> Son mutaciones con ganancia de función.  4=> Se asocian con un aumento de la síntesis de  factores de crecimiento angiogénicos.   
2021,75,1,75. ¿Cuál de los siguientes elementos químicos está  relacionado con la generación de radicales li-bres en el organismo mediante la reacción de  Fenton?:    1=> Hierro.  2=> Selenio.  3=> Zinc.  4=> Cloro.   
2021,76,4,"76. En ciertas infecciones crónicas y neoplasias  aparece caquexia, un esta do patológico caracte- rizado por pérdida de peso y anorexia al que  contribuye la producción  continuada de una  citoquina. Indique cuál:    1=> Interferón γ.  2=> Factor de crecimien to transformante β.  3=> Interleucina-10.  4=> Factor de necrosis tumoral α.   "
2021,77,2,77. ¿Cuál de las siguientes afirmaciones sobre la  deficiencia de 21 β-hidroxilasa en la corteza  suprarrenal es INCORRECTA?:    1=> Produce hiperplasia suprarrenocortical.  2=> Se reducen las concentraciones urinarias de  17-cetosteroides.  3=> Cursa con hipocortisolismo.  4=> Se reduce la producción suprarrenal de mine- ralocorticoides.   
2021,78,1,"78. Referente al factor V de Leiden, que consiste en  una mutación del factor V de la coagulación, señale lo correcto:    1=> Es resistente a la inactivación por el complejo  proteína C activada/proteína S.  2=> Sigue un patrón de herencia ligado al sexo.  3=> Reduce el requerimiento de calcio preciso  para la coagulación sanguínea.  4=> Aumenta el riesgo de trombosis arterial, pero  no el de trombosis venosa profunda.           "
2021,79,3, 79. ¿Qué fármaco inhibidor de la enzima fosfodies- terasa 4 se utiliza en el tratamiento de la psoria-sis?:    1=> Roflumilast.  2=> Tildrakizumab.  3=> Apremilast.  4=> Montelukast.   
2021,80,3,"80. En un paciente con enfermedad inflamatoria  intestinal, ¿con qué inmunomodulador se reco- mienda la determinación de la actividad de la  enzima tiopurina metiltransferasa (TPMT)?:   1=> Mesalazina.  2=> Vedolizumab.  3=> Azatioprina.  4=> Olsalazina.   "
2021,81,2,"81=> Señale la afirmación correcta en relación al  tratamiento de la esclerosis lateral amiotrófica:    1=> Natalizumab es el medicamento de elección  por su adecuado perfil de seguridad y efica- cia.  2=> Riluzol es un fármaco que disminuye la libe- ración de glutamato.  3=> No existe comercializado ningún fármaco,  siendo necesario el uso de fármacos en inves- tigación.  4=> Acetato de glatirámero es el tratamiento de  elección por su alta biod isponibilidad oral y  su perfil de seguridad.   "
2021,82,2,82=> Señale la respuesta INCORRECTA en relación  con el tratamiento con eritropoyetina en insufi-ciencia renal crónica:    1=> La respuesta al tratamiento con eritropoyetina  depende de la disponibilidad de hierro de los  pacientes.  2=> El efecto colateral más frecuente durante el  tratamiento con eritropoyetina es la hipoten- sión.  3=> Existen presentaciones de eritropoyetina dis- ponibles tanto para la administración subcu- tánea como intravenosa.  4=> Se prefiere la administración subcutánea por- que la absorción es más lenta y se reduce así  la dosis de eritropoyetina necesaria.   
2021,83,4,"83=> En relación a los fármacos indicados en esclerosis múltiple, ¿qué asociación fármaco - diana molecular es INCORRECTA?:    1=>  Fingolimod – modulador del receptor de la  esfingosina 1-fosfato (S1P).  2=> Alemtuzumab – anticuerpo monoclonal frente  a CD52  3=> Ocrelizumab – anticuerpo monoclonal frente  a CD20.  4=> Natalizumab – anticuerpo monoclonal frente   "
2021,84,1, 84=> ¿Qué grupo de fármacos puede producir como  reacción adversa trastornos del control de im-pulsos como adicción al juego?:    1=> Agonistas dopaminérgicos.  2=> Inhibidores de la acetilcolinesterasa.  3=> Antagonistas del N-metil-D-aspartato  (NMDA).  4=> Inhibidores de la monoamino oxidasa (MAO)  A.   
2021,85,2,"85. Referente a los fármacos para la artritis reuma- toide, ¿qué relación fá rmaco -diana molecular  es INCORRECTA?:    1=> Rituximab - anticuerpo monoclonal frente a  CD20 de linfocitos B.  2=> Abatacept - proteína de fusión frente al TNF- α.  3=> Tocilizumab - anticuerpo monoclonal frente  al receptor IL-6.  4=> Tofacitinib - inhibidor selectivo de Janus  Kinasa (JAK).   "
