Año,Num Q,RC,Enunciado
2019,24,4,"24=> ¿Cuá l de las siguientes inmunodeficiencia s está  relacionada  con una mayor predis posición a  infeccio nes diseminada s por especies de Neisse- ria?:    1=> Déficit de IgA.  2=> Déficit del co mplemento C2=>  3=> Síndrome de DiGeo rge.  4=> Déficit del complemento C6, C7 , C8 ó C9.   "
2019,25,3,25. ¿Cuá l de las siguientes vacunas contiene polisa- cáridos ca psulares? :    1=> Vacu na Triple Bac teriana ( DTP ).  2=> Vacu na fren te a Clost ridium tetani.  3=> Vacu na fren te a Haemophilus in fluen zae B.  4=> Vacu na fren te a Vibrio ch olera e.   
2019,26,2,26. ¿Cuá l de las siguientes toxinas de Staphyloco c- cus aureu s pertenec e a una clase de polipépti dos  conocido s como supera ntígenos ?:    1=> Leucocidina de Panton- Valen tine.  2=> TSST-1 (Toxina-1 del síndrome del shock  tóxico) .  3=> Toxina alfa.   4=> Toxina exf oliativa B.   
2019,27,1,27. ¿Cuá l de los siguientes estrepto cocos es beta  hemolítico ?:    1=> Strep tococcus pyogen es.  2=> Strep tococcus pneumoniae.  3=> Strep tococcus sob rinus.  4=> Strep tococcus muta ns.   
2019,28,1,28. ¿Cuá les de las siguientes bacterias dan resulta - do po sitivo  en la  prueba de CAM P?:    1=> Strep tococcus agala ctiae y Listeria mono- cytogenes.  2=> Strep tococcus pyog enes y Listeria  monocyto- genes.  3=> Strep tococcus agala ctiae y Haemophilus  influenzae.  4=> Strep tococcus pyogenes y Haemo philus in- fluen zae.   
2019,29,2,29. ¿Cuá l de los siguientes parásito s NO presenta   una distrib ución c osmopolita?:    1=> Acanthamoeba castella nii.  2=> Clono rchis sinen esis.  3=> Dicroco elium dendriticu m.  4=> Leishma nia infantum
2019,30,3, 30. ¿Cuá l es el tándem correcto en relación al pará - sito y a la localizació n del organismo de donde  es posible rec uperarlo ?:    1=> Dien tamo eba fragilis – hígado.  2=> Taen ia saginata – siste ma ner vioso central.   3=> Taen ia solium  – músculo.  4=> Paragonimus westerman i – médula ósea.    
2019,31,1,31=> ¿Cuá l es el proce dimiento diagnóstico  para  la  infecció n causada por Schistosoma haemato- bium ?:    1=> Micro scopía.  2=> Cultivo.  3=> Inmunofl uorescencia d irecta.   4=> Xenod iagnóstico .   
2019,32,2,32=> Indique a cuál de los siguientes proce sos galéni- cos está asociado el método de Scherer o de  matrices ro tatorias:    1=> A la compresión directa de mezclas pulveru- lentas e n máquinas de comprimir multi-capa.  2=> A la fabricac ión de cápsulas gelatinosa s blan- das.  3=> A la dosificació n volumétrica de semi-sólido s  mediante válvulas d e pistón .  4=> A la dosificació n de polvos en  cápsulas dura s.   
2019,33,3,"33=> Indique cuál o cuáles de los siguientes  proce di- mientos es/son aceptado/s por la norm ativa  euro pea para  obtener agua para  prepara ciones  inyec tables:    1=> Solamente pued e obtenerse mediante  destila - ción a partir de agua purifica da, apta para la  elaboración de medicamentos.  2=> Solamente pued e obtenerse mediante  destila - ción a partir de agua potable, apta para con- sumo h uman o.  3=> Puede obtenerse mediante destilación o me- diante un proceso equivalente como retro- ósmosis con electr o-desio nización.  4=> Puede obtenerse mediante esterilizació n por  calor y poster ior envasado estéril.    "
2019,34,3,"34=> Según la Real Farmacopea Españo la, los jara- bes son prepara ciones líqui das de sabor dulce  y  consistencia  visco sa que pueden contener saca- rosa a una co ncentra ción no inferior al:    1=> 36 % m /m.  2=> 30 % m /m.  3=> 45 % m /m.  4=> 64 % m /m.                 "
2019,35,1," 35. Indique cuál de las siguientes opcio nes descr ibe  correctamente la  técnica de ionto foresis:    1=> Promueve la absorció n de fármacos de carác- ter iónico a través de la piel utilizando una co - rriente eléctrica de baja intensi dad.  2=> Aplicad a a fármacos de carácter  no ió nico,  permite incre mentar su hidrosolubilidad, apli- cando  una diferencia de potencial entre dos  electro dos.  3=> Permite lograr  la ionizac ión de fármacos en  dispositiv os de aplicació n transdér mica para  impedir la absorció n sisté mica.  4=> Es una técnica de análi sis e identificac ión de  fármacos mediante la aplicaci ón de una dife- rencia de potencial en un gel, en función de  su movilidad iontoforética .   "
2019,36,4,36. La filtración clarifica nte de las suspe nsione s  oftálmicas tiene  como objetivo la eliminació n de  partículas de t amaño superi or a:    1=> 5 µm.  2=> 10 µm.  3=> 25 µm.  4=> 90 µm.   
2019,37,3,37. ¿Cuá l de las siguie ntes característica s NO co- rresponde a  los filtro s de pr ofundid ad?:    1=> Presentan  poros de tam año heterogéneo.   2=> El mecanismo de retenció n se realiza median- te cribado y adsorció n.  3=> Presentan  baja capacidad d e retención.   4=> Debido a su espesor  se retiene una cierta can- tidad  de líquido en su  interior .   
2019,38,3,38. ¿Cuá l de los siguientes estados de satura ción  NO corresponde al proce so de granulació n por  vía húmeda?:    1=> Pendular.  2=> Capilar .  3=> Nuclear.   4=> Funic ular.   
2019,40,0,40. ¿Cuá l de los siguie ntes NO es un efecto adverso  del uso de gluco cortico ides a dosis altas o du- rante perio dos prolo ngados?:    1=> Osteop orosis.  2=> Insuf iciencia  suprarrenal ag uda tras la r etirad a  brusca d el trata miento.  3=> Úlcer a péptica.  4=> Hiper glucemia. 
2019,41,4, 41=> ¿Cuá l de las siguientes  afirmaciones sobre las  reacciones hematológicas prov ocadas por fár- macos es FA LSA?:     1=> La granulocito penia producida por fármacos  antineo plásico s  suele ser  reve rsible.   2=> El anti-hipertensi vo metildopa pued e producir  anemia he molítica.   3=> El cloranfenicol pued e producir anemia aplá- sica.  4=> La agranulocito sis producida por fármacos es  un trastor no que acarrea consecuencia s clíni- cas leves.    
2019,42,2,42=> Las aurícula s son capace s de aumentar la fre- cuencia  cardíaca  por acción de mecanorrecep- tores situados en sus pare des que se activan con  el estira miento. Este efecto es un reflejo nerv io- so que re cibe el nombre de:     1=> Bezold-Jarisch.  2=> Bainbrid ge.  3=> Hering-Breuer .  4=> Cushin g.   
2019,43,4,"43=> ¿Cómo se llama la proteína muscular que tiene   un peso molecular de 70 kDa, con estruct ura de  hélices enro llada s y cuya función es cubrir los  puntos activos de intera cción de los filamentos  de actina  con los de miosina?:    1=> Troponina.  2=> Titina.  3=> Nebulina.  4=> Tropomiosina.   "
2019,44,4,44=> Señale la afirmación correcta:    1=> El aumento de la concentraci ón de angioten - sina II disminuye la secrec ión de aldoster ona.  2=> El incremento de la concentración de iones   potasio disminuye la secrec ión de aldoster o- na.  3=> El aumento de la concentració n de iones so- dio aumenta la secrec ión de aldostero na.  4=> El efecto regulador de la ACTH sobre la ve- locid ad de secrec ión de aldoster ona es míni- mo en la mayoría de los trastornos fisiológi- cos.   
2019,45,3,"45. ¿Cuá l de los siguientes  enunciados sobre los  receptores de fármacos de tipo retinoide es  correcto?:    1=> Forman dímeros con el receptor de glucocor- ticoid es.  2=> Se encu entran en la membrana celular.   3=> Una vez activados, se unen a secuencias es- pecíficas del ADN e inician la transcripció n  de sus genes diana.   4=> Son rec eptores aco plados a pr oteínas G.        "
2019,46,1, 46. La princ ipal consecuencia de la concentra ción  de cisplatino en las células de los túbulos pro- ximales rena les por parte del transporta dor de  cationes org ánico s 2 es:    1=> Aparición d e nefrotoxicidad .  2=> Aumento d e su excreció n urinaria.  3=> Interacció n farmacocinética con medicamen- tos que son activamente secretad os por el tú- bulo p roximal.  4=> Aumento d el aclaramiento de creatinina.   
2019,47,4,"47. Alguna s sulfamidas pueden  prov ocar icter icia  como reacción adversa en neonatos prematuros   debido a su unión a albúmina. ¿Cuá l de las  siguientes afirmaciones sobre esta reacción es  INCORR ECTA ?:     1=> Se debe a la bilirr ubina, que es desplazad a de  su unión a la alb úmina.  2=> La inducc ión con fenob arbital de la UDP - glucuronil trans ferasa reduce su riesgo.  3=> Los ganglios b asale s quedan a fectad os.  4=> Solo sucede si el neonato presenta deter mina- das variantes genética s del sistema monooxi- genasa-citocromo P450.   "
2019,48,1,48. ¿Cuá l de las siguientes afirmaciones sobre la  digoxina es correcta?:    1=> En algu nos ancia nos su excreción renal p uede  disminuir tanto q ue su concentración plas má- tica alca nza niveles tóxicos.   2=> Reduce la mortalidad  tras un infarto de mio- cardio.  3=> Reduce las taquiarritmias recurrentes asocia - das a vías de conducción anómalas del impul- so ca rdiaco.  4=> Se usa en el tratamiento de la ang ina de pecho  resiste nte a nitrato s.   
2019,49,2,"49. Respecto  al ajuste de medicación antihe mostáti- ca señale lo INCORREC TO:    1=> El tiempo de tromboplasti na parcial activada   tiene utilidad  en el ajuste de la dosis de hepa- rina n o fraccionada.  2=> El tiempo de trombina se utiliza para ajustar  la dosis de fármacos fibrinolíticos.  3=> La dosis de warfarina se ajusta en funció n del  tiempo de protro mbina, expresado  como co- ciente n ormalizad o internacional (INR).   4=> La dosis de lepirudi na se ajusta en función del   tiempo de tromboplasti na parcial activada.                    "
2019,50,1, 50. Respecto  a la enfer medad pulmonar obstruct iva  crónica (EPOC)  señale la opció n correcta:    1=> Se caracter iza por la obstrucción progresiv a y  en gran medida irrever sible  del flujo aéreo.  2=> El tabaco se ha descar tado como factor de  riesg o.  3=> Se ha demostrad o como factor predisponente   el poseer  un exce so de alfa 1 -antitrip sina.  4=> Los paciente s no presentan hiperreactividad  bronquial.   
2019,51,4,51=> Los receptores táctiles cuya principal función es  localizar las sensaciones de los estímulos en  zonas específica s de la superficie del cuerpo  son  los co rpúsculos de:    1=> Ruffi ni.  2=> Krause.   3=> Pacini.  4=> Meiss ner.   
2019,52,1,"52=> Indique la respuesta FALS A sobre la vía intrí n- seca de la  coagulació n:    1=> Se desencad ena cuando la sangre contacta   con el factor tisular,  formándose un complejo  con el factor  VII.  2=> Se inicia con la activac ión del factor XII,  producida por el contacto  con una superficie  desprovista de endo telio.   3=> Particip a el factor IX.  4=> Los fosfolípidos, que intervienen  como una  superficie catalizante, son proporcionados por  las plaq uetas.   "
2019,53,3,53=> Entre las causas de trombocit openia  NO se  encuentra :    1=> Hiper esplenismo.   2=> Sepsis.   3=> Hemofilia.  4=> Aplasia medular.   
2019,54,2,54=> Indique cuál de estos antíg enos se expresa en los  linfocit os B:    1=> CD2=>  2=> CD19 .  3=> CD3=>  4=> CD5.   
2019,55,4,"55. Con respecto  al fibrinóg eno indique la respues- ta FALSA:     1=> Es el factor  I de la co agulació n.  2=> Su transformación en fibrina se debe a la ac- ción de la trombina.  3=> Es de síntesis hepática y extrahepática .  4=> Está presente en el suero, pero no en el plas- ma.       "
2019,56,2, 56. Indique la asociación correcta en relación a la  morfología eritrocitaria:    1=> Esquis tocito s --- hematíes falc iformes.  2=> Dacr iocito s --- hematíes e n forma de lágri ma.  3=> Drep anocito s --- hematíes fragmentados.  4=> Estomatocitos --- hematíes e n forma de diana.    
2019,57,0,57. La lesión de la membran a basal glomerular  puede orig inar:     1=> Síndrome nefrítico.  2=> Descen so de proteína en o rina.  3=> Síndrome nefrótico.  4=> No genera ningún pr oblema.   
2019,58,4,58. ¿Cuá l de los siguientes hallazgos es el más ca- racterístico de la  leuce mia mieloide c rónica?:    1=> Células d e Reed- Stemberg.  2=> Espleno megalia p alpable.  3=> La disminución de la fosfatasa alcalina  granu- locitar ia.  4=> El reordenam iento del gen BCR/ABL.   
2019,59,3,59. Indique cuál de las siguient es NO es una conse- cuencia  de la  hiperten sión arterial:    1=> Hiper trofia ventr icular.   2=> Accidente cerebrovascular.  3=> Osteop orosis.  4=> Arterioscler osis.   
2019,60,3,60. ¿Cuá l de las siguientes afecciones NO tiene un  papel importante en el desarrollo de la hiper- tensión a rterial pul monar?:    1=> Enfisema.  2=> Tromboembolismo en arter ias pulmonare s.  3=> Hiper tensión sistémica.  4=> Insuf iciencia car diaca .   
2019,61,3,61=> Señale la afirmación FALS A referent e a la en- fermedad de Pa rkins on:    1=> Suele acompañarse de rigide z y bradiquine- sia.  2=> Se produce como consecuencia de la pérdida  de neuronas dopaminérgica s de la sustancia  negra.   3=> Frecuen temente se asocia a la pérdida de au- dició n.  4=> La caracter ística clínica más llamativa es el  temblor.                   
2019,62,2," 62=> Respecto  a la acalasia,  alteración esofágica,  señale lo  correcto:    1=> Es un trastor no del esfínter esofá gico supe- rior.  2=> Es un trastor no del esfínter esofág ico inferior ,  con actividad  peristáltica red ucida.  3=> Implica contraccio nes simultáneas en todo el  esófa go carentes de efecto  propulsor.   4=> Es un dolor retroesternal producido  por con- traccio nes esofá gicas tónica s.   "
2019,63,2,63=> La distro fia muscu lar de Du chenne:     1=> Es una enfermedad recesiva ligada al cromo- soma Y.  2=> Se produce por una carencia en la proteína   distro fina.  3=> Provoca que no se mantengan  el tono muscu- lar y los reflejos.  4=> Es una variante menos grave de la enferme- dad de Becker.   
2019,64,1,"64=> Señale la respue sta INCOR REC TA en relación  a la hiperco lestero lemia familiar:     1=> Es una variante autosómica recesiva de la  hipercolestero lemia por defec tos del receptor  LDL.  2=> La mayoría de los pacientes presenta muta- ciones en el gen del receptor de las L DL.  3=> La ocasiona n mutacio nes en el receptor LDL,  el déficit familiar de apo B y variantes del  PCSK9.  4=> Conlle va la elevación de la concentración de  colestero l total,  mientras que la de triglicéri- dos suele ser  normal.   "
2019,65,1,"65. La enf ermedad de Fabry:    1=> Es una enfermedad recesiva ligada al cromo- soma X, caracter izada por déficit d e alfa ga - lacto sidasa A.  2=> Es una enfermedad recesiva ligada al cromo- soma Y, caracter izada por déficit de alfa ga- lacto sidasa A.  3=> Es una enfermedad dominante ligada al cro- mosoma Y, caracter izada por déficit de alfa  galacto sidasa B .  4=> Es una enfermedad dominante ligada al cro- mosoma X, caracter izada por déficit de alfa  galacto sidasa B .                         "
2019,66,3," 66. Señale la respuesta correcta en relación a las  porfirias:     1=> Son un grupo de doce enfermedades debidas a  anomalías en la síntesi s del grupo hemo.  2=> Se pued en clasificar en tres categor ías: eritro - poyética s, hepáticas y renale s.  3=> La enzimopatía básica causante de esta en- fermedad es una hipoactivida d de la uroporfi- rinóge no III sintasa.   4=> La orina tiene un aspec to incoloro debido a la  uroporfirina y en menor medida a la copro- porfirin a.   "
2019,67,2,67. El atracurio  pertenec e a un grupo  terapéutic o  que se utiliza  en anestesia  por su acción sobre la  placa  motora. ¿Cuá l es el mecanism o de acción  de este grupo ?:    1=> Estimulantes de la acetilco linesterasa.   2=> Anta gonistas co mpetitivos de la acetilco lina.  3=> Anta gonistas NO competitivos de la acetilco - lina.  4=> Inhibidores de la acetilco linesterasa.    
2019,69,4,69. ¿Cuá l de los siguie ntes fármaco s que reducen la  formación de ácido úrico  al inhibir la enzima  xantin -oxidasa  está indicado en el manejo de la  hiperurice mia?:    1=> Amiodarona.  2=> Colchici na.  3=> Probenecid.   4=> Febux ostat.   
2019,70,1,70. ¿Qué efectos adversos son típicos de la adminis- tración crónica de fármacos inhibido res del  cotransport ador sodio-cloruro (tiazidas)? :    1=> Hipo potasem ia e hipercalce mia.  2=> Acidosis metabólica.   3=> Hipo glucemia.  4=> Hipo uricemia e hipermagnesemia.                 
2019,71,1, 71=> La metformina:    1=> Actúa reduciendo la gluconeogénesis hepática   por activar enzimas proteinci nasas activadas   por AMP (AMPK).  2=> Presenta una mayor incidencia de aumento de  peso que otros antidiabético s.  3=> Es un fármaco que inhibe el cotranspor te so- dio-glucosa.  4=> Es una sulfonilurea que produce hipogluce- mia.   
2019,72,3,72=> En relació n al ena lapril e s cierto que:    1=> Bloquea la bomba de sodio.  2=> Estimula la enzima convertidora de angioten - sina.  3=> Inhibe la for mación de angiotensina II.  4=> Estimula el sistema renina – angiotensina.    
2019,73,3,73=> La furose mida es u n fármaco:    1=> Inhibidor del co transpor tador sodio-cloruro.   2=> Que pr oduce ac idosis metabólica.  3=> Utilizad o en el tratamiento del edema pulmo- nar agudo.  4=> Indicad o en la d iabetes ins ípida nefrógena.   
2019,74,4,74=> Señale la respue sta correcta:    1=> El gemfibrocilo  evita la absorción intestinal  de colestero l al inhibir la proteína transpor ta- dora NPC1L1=>  2=> La ezetimiba incrementa la beta-oxidac ión de  ácidos grasos y la síntesis de LPL.  3=> Los efectos pleiotr ópicos de las estati nas son  derivados de la reducción del colestero l.  4=> Las resinas de unión a ácidos biliar es dismi- nuyen la absorció n de algun os fármacos como  el ácido fólico .   
2019,75,1,75. El sildenaf ilo está CONT RAIND ICADO  en  pacient es tra tados co n:    1=> Antia nginoso s del grupo de los nitrato s.  2=> Salicilatos.   3=> Beta-bloq ueante s.  4=> Antia gregantes plaquetarios del grupo de las  tienopiridinas.   
2019,76,1,76. Señale la respue sta correcta:    1=> Almotriptán es un ago nista selectivo d e los  receptores 5-HT1D y 5-HT1B.  2=> Los antagonistas de los receptores 5-HT1B se  utiliza n en la d epresión.   3=> Un antagonista de los receptores 5-HT2 se  utiliza e n la an siedad .  4=> Los antagonistas de los receptores 5-HT2  están  indicad os en la esq uizofrenia.          
2019,77,3, 77. ¿Cuá l de lo s siguiente s fármaco s es un  inhibidor   direct o de la  trombina ?:    1=> Prasug rel.  2=> Rivaroxaban.  3=> Dabigatrán etexilato.   4=> Eptifibatid a.   
2019,78,2,78. Indique cuál de los siguient es grupo s de fárma- cos tiene un efecto predo minante mente veno di- latador:    1=> Anta gonistas de los ca nales del calcio .  2=> Nitrato s.  3=> Betabloqueantes.   4=> Anta gonistas del receptor AT1 de la angio- tensina II.   
2019,79,4,79. El zolpide m:    1=> Aumenta la la tencia del sueño no-REM.   2=> Es un agonista parcial del receptor de la sero- tonin a 5HT1A.  3=> Es un antagonista de los sitios de unión de  benzo diace pinas del receptor GABA.  4=> Es un hipnótico  con pocos efectos psico moto- res.   
2019,80,3,80. ¿Cuá l de los siguiente s fármacos es efica z en la  crisis de au sencia y  en el trastorno  bipola r?:    1=> Gabapentin a.  2=> Etosuximida.  3=> Valp roato sódico.  4=> Clon azepam.   
2019,81,2,81=> Rela cione un fármaco con su acción farmacoló- gica:    1=> Propofol --- disminuye la corriente de cloruro  mediada a través del receptor GABA-B.  2=> Keta mina --- antagonista no competiti vo de  los receptores NMDA .  3=> Risperidona --- anta gonista 5 HT1=>  4=> Rotig otina --- inhibid or de la monoaminooxi- dasa.    
2019,82,4,82=> La hiperter mia maligna es un síndrome que  puede apa recer cua ndo se a socian fármacos:    1=> Anestésico s loca les y adrenali na.  2=> Ganglioplégicos y anestésicos intrav enosos.  3=> Benzod iacep inas y antihipertensivos.  4=> Succinilcoli na y anestésicos i nhalato rios.   
2019,83,3,83=> ¿Qué fármaco está indicad o en el tratamiento  de náuseas y vómitos agudos induci dos por  antineo plásicos? :     1=> Doxilamina.  2=> Clorp romacina.  3=> Granisetrón.   4=> Meto clopramida. 
2019,84,2," 84=> El to cilizu mab es un anticue rpo monoclonal:    1=> Anta gonista del TNF-alfa.  2=> Anta gonista de la IL-6.  3=> De origen humano (IgG1) , espec ífico para el  antígeno C D-52 .  4=> Quimérico  que actúa inhibiendo  el factor de  crecimiento endo telial va scula r (VEGF) .   "
2019,85,2,"85. En relación a los antineo plásicos, indiqu e cuál  es FALSA:     1=> La ifosfamida actúa como agente alq uilante.  2=> Melf alan es derivado de plantas que inhibe la  topoisomerasa I.  3=> La doxorrubici na, que se obtiene de un hon- go, inhibe la topoisom erasa II.  4=> El gef itinib es un inhibidor de tirosincinasa.   "
2019,86,2,"86. De los siguientes fármacos, uno de ellos carece  de acción antiarrítmica, señ ale cual:    1=> Verapamilo.  2=> Amlodipino.   3=> Amiodarona.  4=> Flecainida.    "
2019,87,1,87. Señale el anticuerpo  monoclonal anti-TNF- alfa  indicado en el tratamiento de la artritis reuma- toide:    1=> Adalimumab.   2=> Ritux imab.  3=> Tofacitin ib.  4=> Abatac ept.   
2019,88,1,88. La bupiva caína es un f ármaco:    1=> Anestésico  local d e tipo amida.  2=> Anestésico  general.  3=> Antidiabético .  4=> Antidepr esivo.   
2019,89,0,89. Señale el fármaco antiv iral cuyo mecanismo de  acción es la inhibic ión de la transcriptasa  inver- sa:    1=> Foscar net.  2=> Ganciclov ir.  3=> Abacavir.  4=> Maraviroc.    
2019,90,3,90. De las siguientes asociaciones sobre especie   vegetal y principio a ctivo indique la F ALSA:    1=> Hamamelis virgin iana --- taninos.  2=> Ortho siphon aristatus --- diterpeno s.  3=> Matricaria  recu tita --- alcalo ides.  4=> Cyna ra sco lymu s --- ácidos fenólico s.           
2019,91,4, 91=> La esco polamina es e l principio a ctivo de:    1=> Areca  catechu L.  2=> Cinch ona spp.  3=> Drosera ro tundifolia L.  4=> Datura stramo nium L.   
2019,92,1,92=> Curcuma longa es una especie vegetal de la  familia Zingib erace ae con demostrada activida d  antiin flamatoria. La parte de la planta  que se  utiliza  es:    1=> El rizoma.  2=> La sumidad  florida desec ada.  3=> Los frutos.   4=> Los co tiledo nes de la semilla.   
2019,93,3,"93=> ¿Cuá l de las siguientes afirmaciones, referent es  al proce so de absor ción por el mecanismo de  difusión facilita da mediante  transporta dore s, es  FALSA?:     1=> El número  de transportadores es limitado .  2=> Son pr ocesos selecti vos.  3=> Requieren co nsumo de energía metabólica .  4=> Se realizan a favor de gradiente de concentra- ción.   "
