Año,Num Q,RC,Enunciado
2022,181,4,"181=> En biología molecular, ¿cómo se llama a la  temperatura a la cual la mitad de copias de una  secuencia de DNA se encuentra en forma de cadena simple y la otra mitad en forma de ca- dena doble?:    1=> Temperatura de hibridación.  2=> Temperatura de conjugación.  3=> Temperatura de transformación.  4=> Temperatura de fusión.   "
2022,182,2,182=> Es cierto en relació n con la eucromatina:    1=> Está muy condensada.  2=> Es transcripcionalmente activa.  3=> Supone el 90% de la cromatina total.  4=> Contiene secuencias de ADN altamente repe- titivas. 
2022,183,0," 183=> Con respecto a la ruta de las penosas fosfato:    1=> En la fase no oxidativa se transforman unos  monosacáridos en otros, destacando la obten- ción de ribosa-5-fosfato.  2=> La eritrosa-4-P es un intermediario de la fase  oxidativa.  3=> Su finalidad es la obtención de NAD +.  4=> En la fase oxidativa se genera GTP.   "
2022,184,1,184=> Señale la INCORRECTA con respecto al Ciclo  de Krebs:    1=> Genera dos moléculas de GTP.  2=> Desempeña un papel crucial como nexo entre  las distintas rutas metabólicas.  3=> Proporciona precursores para muchas rutas  biosintéticas a través de sus intermediarios.  4=> Es una vía anfibólica.   
2022,185,2,185. ¿Cuál de los siguientes aminoácidos contiene  azufre?:   1=> Leucina.  2=> Metionina.  3=> Triptófano.  4=> Prolina.   
2022,186,1,"186. ¿Cuál de las siguientes afirmaciones sobre la  estructura en lámina β de las proteínas NO es  cierta?:    1=> Las cadenas sólo se pueden disponer de forma  paralela, es decir en el mismo sentido.  2=> Está estabilizada mediante enlaces por puente  de hidrógeno.  3=> Las cadenas laterales se disponen hacia arriba  o hacia abajo del plano.  4=> Es un tipo de estructura secundaria muy ex- tendida.   "
2022,187,4,"187. En la cinética de una enzima, los inhibidores  reversibles competitivos:    1=> Disminuyen la K m sin modificar la V max.  2=> Disminuyen tanto la K m como la V max.  3=> Aumentan la K m y disminuyen la V max.  4=> Aumentan la K m sin modificar la V max.   "
2022,188,0,188. ¿Cuál de estos mecanismos NO está implicado  en la regulación de la expresión génica en euca- riotas?:    1=> Regulación de la compactación de la cromati- na.  2=> Inicio de la replicación.  3=> Maduración del mRNA.  4=> Inicio de la traducción.                 
2022,189,2, 189. El ciclo de Krebs o del ácido cítrico está favore- cido por altas concentr aciones celulares de:    1=> ATP y NADH.  2=> ADP y NAD+.  3=> ADP y NADH.  4=> ATP y NAD+.   
2022,190,3,"190. En referencia con las vi taminas, señale la res- puesta correcta:    1=> La tiamina tiene como función transferir uni- dades de un átomo de carbono en los procesos de síntesis de RNA y aminoácidos.  2=> La biotina suplementada en exceso puede  causar ataxia y neuropatía sensorial.  3=> La vitamina C interviene en la formación de  hidroxiprolina del colágeno.  4=> El déficit de piridoxina puede producir pela- gra.   "
2022,191,3,"191=> Sobre la eritropoyetina, señale la respuesta  correcta:    1=> Es una lipoproteína sint etizada a nivel renal.  2=> Inhibe la producción de hematíes en la médu- la ósea.  3=> La liberan las células tubulares renales cuan- do disminuye la presión de oxígeno.  4=> Aumenta en la insuficien cia renal progresiva.   "
2022,192,3,192=> En el punto isoeléctrico de los aminoácidos y  proteínas:   1=> Ambos grupos ionizables del aminoácido  tienen la misma carga.  2=> La carga neta de cada grupo ionizable es cero 3=> La suma algebraica de las cargas de los gru- pos ionizables es cero.  4=> La carga es igual para todos los aminoácidos  a un determinado pH.   
2022,193,2,"193=> Si en un DNA de doble cadena hay un 20% en  moles de guanina, ¿cuá l es el porcentaje en  moles de timina?:   1=> 20%.  2=> 30%.  3=> 80%.  4=> No se puede saber con ese único dato.   "
2022,194,4,194=> La alta fidelidad del p roceso de síntesis de pro- teínas se debe principalmente a:   1=> La actividad de la enzim a peptidil tr ansferasa.  2=> La presencia de factores de iniciación y de  elongación específicos para cada aminoacil- tRNA.  3=> El acoplamiento entre el ribosoma y el RNA  de transferencia.  4=> La actividad corrector a de la aminoacil-tRNA  sintetasa.   
2022,195,1,  195. La impronta genética ( imprinting ) es la:    1=> Expresión diferencial de uno de los alelos.  2=> Ausencia en el genoma de ciertos genes.  3=> Expresión de genes causantes de enfermeda- des.  4=> Presencia en el genoma de genes que permi- ten la identificación individual.   
2022,196,3,196. Las hormonas esteroideas actúan a nivel celu- lar:    1=> Inhibiendo enzimas preexistentes.  2=> Mediante la formación de un segundo mensa- jero.  3=> Mediante la regulación de la expresión géni- ca.  4=> Modificando la concentr ación de calcio ióni- co intracelular.   
2022,197,2,"197. En referencia al fragmento Klenow, señale la  respuesta FALSA:   1=> Es un fragmento de la enzima DNA polimera- sa I.  2=> Su gran ventaja es su estabilidad a altas tem- peraturas.  3=> Se utiliza para el relleno de extremos 3´ de  fragmentos de DNA.  4=> Tiene actividad de polimerasa y de 3´→5´  exonucleasa.   "
2022,198,1,198. ¿Qué es la secuencia Shine-Dalgarno?:    1=> Una secuencia de RNA mensajero que solo  existe en procariotas.  2=> Una secuencia situada a 6 o 7 nucleótidos del  codón de terminación d e la traducción del  RNA.  3=> Una secuencia de DNA consenso en la región  promotora de genes eucariotas.  4=> Secuencia situada a 25 nucleótidos del sitio  de inicio de la transcripción.   
2022,199,1,199. ¿Cómo afecta el aumen to de la temperatura a la  reacción antígen o-anticuerpo?:    1=> Aumenta la velocidad y disminuye la afinidad  de unión.  2=> Disminuye la velocidad y aumenta la afinidad  de unión.  3=> Aumenta la velocidad y la afinidad de unión.  4=> Disminuye la velocidad y la afinidad de  unión.                              
2022,200,4, 200. Los plásmidos son:    1=> Fragmentos de DNA lineales con genes de  resistencia a antibióticos.  2=> Moléculas de RNA de cadena doble y circula- res con genes de resis tencia a antibióticos.  3=> Moléculas de DNA circulares que se replican  de forma dependiente del cromosoma del huésped.  4=> Moléculas de DNA circulares que se replican  independientemente del cromosoma del hués- ped.   
2022,204,1,204=> La bilirrubina es:    1=> Un biomarcador de función hepática.  2=> Un biomarcador de función renal.  3=> Un biomarcador de función cardiaca.  4=> Un biomarcador de función cerebral.   
2022,209,2,"209. Toda medida lleva asociada un error. Los erro- res sistemáticos son aquellos producidos por los  equipos de medida o por los analistas que:   1=> Se corrigen realizando un número elevado de  medidas.  2=> Se producen siempre en el mismo sentido,   provocando un sesgo.  3=> No se pueden corregir.  4=> Son debidos al azar y no se pueden eliminar,  aunque sí minimizar.   "
2022,210,3,210. ¿Cuál es la enzima encargada de desenrollar la  doble hélice durante el proceso de replicación del DNA?:    1=> Primasa.  2=> DNA girasa  3=> DNA helicasa.  4=> DNA polimerasa.                                                                                                                                                                                                                                                   
